音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1266	0				0	1	0	
384	1766	0				0	1	0	
521	2533	0				0	1	0	
384	3833	0				0	1	0	
384	4599	0				0	1	0	
128	5933	0				0	1	0	
521	6666	0				0	1	0	
256	8766	0				0	1	0	
0	10799	0				0	1	0	
128	12099	0				0	1	0	
384	12866	0				0	1	0	
256	14166	0				0	1	0	
521	14666	0				0	1	0	
0	15733	0				0	1	0	
0	16499	0				0	1	0	
0	17033	0				0	1	0	
128	17799	0				0	1	0	
521	18299	0				0	1	0	
256	19099	0				0	1	0	
521	19866	0				0	1	0	
256	21166	0				0	1	3	
0	21933	0				0	1	0	
128	22733	0				0	1	1	
384	23233	0				0	1	0	
384	23733	0				0	1	0	
384	23999	0				0	1	0	
256	24499	0				0	1	0	
256	24766	0				0	1	0	
256	25299	0				0	1	3	
384	25799	0				0	1	0	
384	26066	0				0	1	0	
256	26866	0				0	1	0	
256	27366	0				0	1	3	
384	28133	0				0	1	4	
0	29166	0				0	1	0	
0	29433	0				0	1	0	
128	30233	0				0	1	0	
384	30999	0				0	1	0	
384	31499	0				0	1	0	
0	31999	0				0	1	0	
0	32266	0				0	1	0	
521	32799	0				0	1	0	
521	33066	0				0	1	0	
256	33566	0				0	1	3	
0	34366	0				0	1	0	
128	34866	0				0	1	0	
128	35133	0				0	1	0	
256	35633	0				0	1	3	
128	36433	0				0	1	0	
128	36933	0				0	1	0	
128	37199	0				0	1	0	
256	37699	0				0	1	3	
384	38233	0				0	1	0	
384	38499	0				0	1	0	
256	39266	0				0	1	0	
256	39766	0				0	1	3	
256	40566	0				0	1	3	
521	41066	0				0	1	4	
256	41333	0				0	1	3	
256	41833	0				0	1	0	
128	42233	0				0	1	0	
384	42633	0				0	1	0	
128	43133	0				0	1	0	
128	43399	0				0	1	0	
256	43899	0				0	1	3	
0	44433	0				0	1	0	
0	44699	0				0	1	0	
384	45199	0				0	1	1	
256	45466	0				0	1	3	
256	45966	0				0	1	3	
521	46366	0				0	1	0	
256	46766	0				0	1	3	
256	47266	0				0	1	0	
256	47533	0				0	1	0	
256	48066	0				0	1	3	
384	48566	0				0	1	0	
256	48833	0				0	1	3	
256	49333	0				0	1	0	
256	49599	0				0	1	3	
256	49866	0				0	1	0	
256	50133	0				0	1	3	
384	50633	0				0	1	0	
256	50899	0	S		C2	0	1	3	
0	51666	0				0	1	0	
256	52199	0				0	1	3	
384	52699	0				0	1	0	
256	52966	0				0	1	3	
0	53466	0				0	1	0	
256	53733	0				0	1	3	
256	53999	0				0	1	4	
256	54266	0				0	1	3	
128	54766	0				0	1	0	
256	55033	0				0	1	3	
256	55799	0				0	1	3	
256	56066	0				0	1	0	
256	56333	0				0	1	3	
521	56833	0				0	1	0	
256	57099	0				0	1	3	
0	57866	0				0	1	0	
256	58399	0				0	1	3	
256	58899	0				0	1	0	
256	59166	0				0	1	3	
128	59699	0				0	1	0	
128	59966	0				0	1	0	
256	60466	0				0	1	3	
256	60966	0				0	1	0	
256	61233	0				0	1	3	
128	61766	0				0	1	0	
256	62266	0				0	1	0	
256	62533	0				0	1	3	
256	63299	0				0	1	3	
256	63833	0				0	1	0	
256	64099	0				0	1	0	
