音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
384	1233	0				0	1	0	
384	1766	0				0	1	0	
0	2299	0				0	1	0	
0	2833	0				0	1	0	
256	3366	0				0	1	0	
0	3733	0				0	1	0	
128	4233	0				0	1	0	
128	4566	0				0	1	0	
0	5433	0				0	1	0	
521	7033	0				0	1	0	
128	7399	0				0	1	0	
0	8433	0				0	1	0	
0	8833	0				0	1	0	
521	9366	0				0	1	0	
384	9899	0				0	1	0	
128	11266	0				0	1	0	
384	11799	0				0	1	0	
384	12333	0				0	1	0	
0	13066	0				0	1	0	
521	13599	0				0	1	0	
521	13933	0				0	1	0	
256	14999	0				0	1	0	
128	15533	0				0	1	0	
128	16066	0				0	1	0	
256	16599	0				0	1	0	
128	17099	0				0	1	0	
0	17666	0				0	1	0	
256	18199	0				0	1	0	
256	18699	0				0	1	0	
384	19233	0				0	1	0	
128	20833	0				0	1	0	
521	21366	0				0	1	0	
128	21899	0				0	1	0	
128	22433	0				0	1	0	
128	22799	0				0	1	0	
0	23166	0				0	1	0	
521	24199	0				0	1	0	
256	24733	0				0	1	0	
0	26166	0				0	1	0	
128	26699	0				0	1	0	
128	27033	0				0	1	0	
521	27399	0				0	1	0	
0	28433	0				0	1	0	
128	28799	0				0	1	0	
256	29333	0				0	1	0	
256	30399	0				0	1	0	
384	30766	0				0	1	0	
128	31299	0				0	1	1	
128	31633	0				0	1	0	
256	32699	0				0	1	0	
0	34299	0				0	1	0	
0	34866	0				0	1	0	
0	36099	0	S		C2	0	1	0	
256	37699	0				0	1	0	
256	38133	0				0	1	0	
0	38899	0				0	1	0	
256	39233	0				0	1	0	
521	40299	0				0	1	0	
521	40633	0				0	1	0	
521	41366	0				0	1	0	
0	41899	0				0	1	0	
0	43166	0				0	1	0	
521	44233	0				0	1	0	
521	44533	0				0	1	0	
128	44866	0				0	1	0	
256	45266	0				0	1	0	
128	46299	0				0	1	0	
128	46599	0				0	1	0	
384	47032	0				0	1	0	
521	48432	0				0	1	0	
0	48766	0				0	1	0	
256	51632	0				0	1	4	
128	52166	0				0	1	0	
128	52699	0				0	1	0	
384	54632	0				0	1	0	
256	55532	0				0	1	4	
0	56232	0				0	1	0	
256	57132	0				0	1	0	
256	57632	0				0	1	0	
0	58366	0				0	1	0	
384	58866	0				0	1	0	
384	59266	0				0	1	0	
128	59766	0				0	1	0	
521	60466	0				0	1	0	
521	60866	0				0	1	0	
521	61199	0				0	1	0	
128	61899	0				0	1	0	
384	62432	0				0	1	0	
384	65099	0				0	1	0	
521	65432	0				0	1	0	
128	67899	0				0	1	0	
0	68666	0				0	1	0	
521	70032	0				0	1	4	
384	70732	0	S		C3	0	1	0	
0	72532	0				0	1	0	
128	72866	0				0	1	0	
384	73699	0				0	1	0	
256	74366	0				0	1	0	
128	76066	0				0	1	0	
384	76432	0				0	1	0	
384	76766	0				0	1	0	
0	77299	0				0	1	0	
384	77832	0				0	1	0	
256	78166	0				0	1	0	
521	78899	0				0	1	0	
128	79432	0				0	1	0	
128	80699	0				0	1	0	
128	81032	0				0	1	1	
0	81366	0				0	1	0	
256	82599	0				0	1	0	
128	84199	0				0	1	0	
128	87766	0				0	1	4	
128	88099	0				0	1	0	
0	88999	0				0	1	0	
384	89699	0				0	1	1	
0	90066	0				0	1	0	
256	90699	0				0	1	0	
128	91366	0				0	1	0	
0	93232	0				0	1	0	
384	94299	0				0	1	0	
384	94632	0				0	1	0	
521	95132	0				0	1	0	
521	95465	0				0	1	0	
521	96432	0				0	1	0	
0	96932	0				0	1	0	
521	97299	0				0	1	0	
384	98032	0				0	1	0	
0	99432	0				0	1	0	
0	100132	0				0	1	0	
384	100499	0				0	1	0	
256	100832	0				0	1	0	
256	101865	0				0	1	1	
0	102965	0				0	1	0	
256	103665	0				0	1	0	
384	103999	0				0	1	0	
521	104399	0				0	1	0	
384	105165	0				0	1	0	
128	106532	0				0	1	0	
521	107465	0				0	1	0	
521	108699	0				0	1	0	
384	109465	0				0	1	0	
384	110899	0				0	1	1	
128	113465	0	S		C1	0	1	0	
