音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1084	0				0	1			
512	1870	0				0	1			
256	2678	0				0	1			
384	3509	0				0	1			
256	4385	0			C2	0	1	3		
0	5148	0				0	1			
128	5956	0				0	1			
384	6720	0				0	1			
256	7483	0				0	1			
0	8314	0				0	1			
128	9145	0				0	1			
256	9998	0				0	1	3		
0	10784	0				0	1			
384	11503	0				0	1			
256	12244	0				0	1			
512	13030	0				0	1			
128	13861	0				0	1			
256	16151	0	S		C3	0	1	3		
512	16915	0				0	1			
512	17296	0				0	1			
256	18037	0				0	1			
256	18419	0				0	1			
512	19138	0				0	1			
384	19497	0				0	1			
128	20238	0				0	1			
256	20597	0				0	1			
0	21338	0				0	1			
0	21720	0				0	1			
384	22438	0				0	1			
256	22820	0				0	1			
256	23921	0				0	1	3		
512	24684	0				0	1			
384	25043	0				0	1			
256	25762	0				0	1			
384	26121	0				0	1			
0	26840	0				0	1			
0	27199	0				0	1			
256	27940	0				0	1			
128	28322	0				0	1			
512	29040	0				0	1			
384	29422	0				0	1			
128	30118	0				0	1			
256	30500	0				0	1			
256	31578	0			C1	0	1	3		
0	32296	0				0	1			
0	32678	0				0	1			
384	33397	0				0	1			
256	33778	0				0	1			
512	34474	0				0	1			
512	34856	0				0	1			
128	35552	0				0	1			
0	35934	0				0	1			
256	36653	0				0	1			
384	37012	0				0	1			
0	37708	0				0	1			
0	38067	0				0	1			
256	39168	0			C2	0	1	3		
0	39886	0				0	1			
0	40066	0				0	1	1		
0	40245	0				0	1			
256	40941	0				0	1			
256	41121	0				0	1			
256	41323	0				0	1			
512	42019	0				0	1			
512	42199	0				0	1			
512	42401	0				0	1			
256	43479	0				0	1	3		
512	44175	0				0	1			
512	44355	0				0	1			
512	44557	0				0	1			
256	45230	0				0	1			
256	45410	0				0	1	1		
256	45612	0				0	1			
0	46286	0				0	1			
0	46488	0				0	1			
0	46668	0				0	1			
256	47768	0	S		C3	0	1	3		
0	48441	0				0	1			
0	48621	0				0	1			
0	48801	0				0	1			
512	49519	0				0	1			
512	49677	0				0	1	1		
512	49879	0				0	1			
0	50575	0				0	1	4		
0	50754	0				0	1	4		
0	50956	0				0	1	4		
256	52012	0				0	1	3		
256	52753	0				0	1	4		
256	52932	0				0	1	4		
256	53112	0				0	1	4		
0	53808	0				0	1			
0	53965	0				0	1			
0	54168	0				0	1			
512	54841	0				0	1			
512	55021	0				0	1	1		
512	55200	0				0	1			
256	56256	0				0	1	3		
512	56952	0				0	1	4		
512	57132	0				0	1	4		
512	57311	0				0	1	4		
0	57850	0				0	1	4		
0	58052	0				0	1	4		
0	58232	0				0	1	4		
0	58412	0				0	1	4		
256	58950	0				0	1	4		
256	59153	0				0	1	4		
256	59333	0				0	1	4		
256	59512	0				0	1	4		
256	60612	0				0	1	3		
512	61353	0				0	1	4		
512	61555	0				0	1	4		
512	61735	0				0	1	4		
0	62386	0				0	1	4		
0	62588	0				0	1	4		
0	62813	0				0	1	4		
0	63015	0				0	1	4		
512	63711	0				0	1			
384	64048	0				0	1			
256	64407	0				0	1			
512	64834	0	S		C1	0	1			
