音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
256	1833	0				0	1	0	
256	4966	0				0	1	3	
256	5833	0				0	1	3	
521	8066	0				0	1	0	
256	9833	0				0	1	0	
256	12966	0				0	1	3	
256	13833	0				0	1	3	
384	14866	0				0	1	0	
256	15433	0				0	1	3	
256	16066	0				0	1	3	
128	16566	0				0	1	0	
256	17066	0				0	1	3	
0	17566	0				0	1	1	
521	18466	0				0	1	1	
256	19066	0				0	1	3	
384	19599	0				0	1	0	
256	20033	0				0	1	3	
256	21066	0				0	1	3	
128	21533	0				0	1	0	
128	21833	0				0	1	0	
256	23066	0				0	1	3	
256	23566	0				0	1	0	
128	24066	0				0	1	0	
256	25066	0				0	1	3	
256	25333	0				0	1	0	
256	25833	0				0	1	0	
256	26333	0				0	1	0	
256	27066	0				0	1	3	
0	28066	0				0	1	0	
256	29066	0				0	1	3	
384	29566	0				0	1	0	
384	30066	0				0	1	0	
256	31066	0				0	1	3	
521	31566	0				0	1	0	
384	32066	0				0	1	1	
256	32566	0				0	1	3	
0	33066	0				0	1	0	
384	33433	0				0	1	0	
256	33833	0				0	1	3	
256	34566	0				0	1	3	
384	35066	0				0	1	0	
128	35466	0				0	1	0	
256	36066	0				0	1	3	
0	36566	0				0	1	0	
256	37066	0				0	1	3	
521	37466	0				0	1	0	
256	38066	0				0	1	3	
256	38566	0	S		C2	0	1	3	
521	39066	0				0	1	0	
256	39433	0				0	1	3	
521	39833	0				0	1	0	
384	40566	0				0	1	0	
256	41066	0				0	1	3	
128	41466	0				0	1	0	
128	41766	0				0	1	0	
256	42066	0				0	1	3	
256	42566	0				0	1	0	
256	43066	0				0	1	3	
256	43433	0				0	1	0	
256	43733	0				0	1	0	
256	44066	0				0	1	3	
384	44566	0				0	1	0	
256	45066	0				0	1	3	
0	45466	0				0	1	0	
256	46066	0				0	1	3	
256	48066	0				0	1	3	
256	49066	0				0	1	3	
256	51066	0				0	1	3	
384	51599	0				0	1	0	
256	52032	0				0	1	3	
256	53066	0				0	1	3	
0	53499	0				0	1	0	
384	53832	0				0	1	0	
256	55066	0				0	1	3	
128	55566	0				0	1	0	
256	56066	0				0	1	0	
256	57066	0				0	1	3	
256	57832	0				0	1	0	
256	59066	0				0	1	3	
0	59832	0				0	1	0	
256	61066	0				0	1	3	
0	61566	0				0	1	0	
256	62066	0				0	1	3	
256	63066	0				0	1	3	
0	63566	0				0	1	0	
0	64799	0				0	1	0	
256	65066	0				0	1	3	
256	65466	0				0	1	0	
256	66066	0				0	1	3	
128	66566	0				0	1	0	
256	67066	0				0	1	3	
0	68066	0				0	1	0	
128	68566	0				0	1	0	
256	69066	0				0	1	3	
384	69466	0				0	1	0	
256	69832	0				0	1	3	
521	70566	0				0	1	0	
256	71066	0				0	1	3	
256	71432	0				0	1	0	
256	71832	0				0	1	3	
0	72566	0				0	1	0	
256	73066	0				0	1	3	
521	73732	0				0	1	0	
256	74066	0				0	1	3	
0	74566	0				0	1	1	
256	75066	0				0	1	3	
521	75432	0				0	1	0	
256	75832	0	S		C3	0	1	3	
521	77432	0				0	1	1	
256	78066	0				0	1	0	
256	78832	0				0	1	3	
521	80066	0				0	1	0	
256	80532	0				0	1	0	
256	81066	0				0	1	3	
0	81499	0				0	1	0	
521	82766	0				0	1	4	
256	83066	0				0	1	3	
256	84032	0				0	1	0	
256	85066	0				0	1	3	
256	85499	0				0	1	0	
256	85832	0				0	1	0	
256	87066	0				0	1	3	
128	87566	0				0	1	0	
256	88066	0				0	1	0	
256	89066	0				0	1	3	
128	89832	0				0	1	0	
256	91065	0				0	1	3	
384	92065	0				0	1	0	
256	93065	0				0	1	3	
256	93565	0				0	1	0	
521	94065	0				0	1	0	
256	95065	0				0	1	3	
384	95565	0				0	1	0	
256	96565	0				0	1	0	
256	97065	0				0	1	3	
0	97465	0				0	1	0	
256	97832	0				0	1	3	
256	98565	0				0	1	3	
128	99065	0				0	1	0	
256	99465	0				0	1	0	
256	99832	0				0	1	3	
128	100565	0				0	1	0	
256	101065	0				0	1	3	
521	101465	0				0	1	0	
256	101832	0				0	1	3	
256	102565	0				0	1	3	
521	103065	0				0	1	0	
0	103465	0				0	1	0	
256	103832	0				0	1	3	
0	104565	0				0	1	0	
256	105065	0				0	1	3	
128	105465	0				0	1	0	
256	105832	0				0	1	3	
384	106565	0				0	1	0	
256	107065	0				0	1	0	
384	107432	0				0	1	0	
256	107832	0				0	1	3	
128	108565	0				0	1	0	
256	109065	0				0	1	3	
256	109465	0				0	1	0	
256	109832	0				0	1	3	
521	111065	0				0	1	0	
384	111465	0				0	1	0	
256	112065	0				0	1	3	
256	113065	0				0	1	3	
256	115065	0				0	1	3	
521	115599	0				0	1	0	
256	116032	0				0	1	3	
256	117065	0				0	1	3	
0	117499	0				0	1	0	
256	117832	0				0	1	3	
256	119065	0				0	1	3	
521	119565	0				0	1	0	
256	120065	0				0	1	0	
256	121065	0				0	1	3	
128	121832	0				0	1	0	
256	123065	0				0	1	3	
256	123832	0				0	1	3	
256	125065	0				0	1	3	
0	125565	0				0	1	0	
256	127065	0				0	1	0	
521	127565	0	S		C1	0	1	0	
