音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1066	0				0	1	0	
256	1566	0				0	1	3	
521	2066	0				0	1	0	
256	2599	0				0	1	0	
0	3066	0				0	1	0	
256	3599	0				0	1	3	
256	4099	0				0	1	0	
521	4599	0				0	1	0	
384	5099	0				0	1	0	
384	5633	0				0	1	0	
128	6133	0				0	1	0	
128	6666	0				0	1	0	
521	7133	0				0	1	0	
256	7666	0				0	1	3	
521	8166	0				0	1	0	
128	8666	0				0	1	0	
128	9166	0				0	1	0	
0	9699	0				0	1	0	
0	10733	0				0	1	0	
384	11199	0				0	1	0	
128	11733	0				0	1	0	
128	12733	0				0	1	0	
0	13266	0				0	1	0	
256	13766	0				0	1	0	
384	14266	0				0	1	0	
521	14799	0				0	1	0	
521	15266	0				0	1	0	
521	15799	0				0	1	0	
256	16299	0				0	1	0	
0	16799	0				0	1	0	
384	17299	0				0	1	0	
256	17833	0				0	1	3	
256	18333	0				0	1	0	
256	18866	0				0	1	0	
521	19333	0				0	1	0	
384	19866	0				0	1	0	
521	20366	0				0	1	0	
521	20833	0				0	1	0	
0	21366	0				0	1	0	
521	21899	0				0	1	0	
521	22399	0				0	1	0	
256	22899	0				0	1	3	
256	23399	0				0	1	0	
128	23933	0				0	1	0	
384	24433	0				0	1	0	
384	24966	0				0	1	0	
256	25466	0				0	1	0	
256	25966	0				0	1	3	
0	26466	0				0	1	0	
0	26799	0				0	1	0	
384	27466	0				0	1	0	
384	27999	0				0	1	0	
0	28499	0				0	1	0	
0	28799	0				0	1	0	
521	29533	0				0	1	1	
256	30033	0				0	1	3	
0	30533	0				0	1	0	
384	31033	0				0	1	0	
0	31533	0				0	1	0	
256	32066	0				0	1	3	
128	32566	0				0	1	0	
256	33066	0				0	1	3	
384	33599	0				0	1	0	
256	34099	0				0	1	3	
256	34599	0				0	1	0	
521	35099	0				0	1	0	
0	35633	0				0	1	0	
256	36133	0				0	1	3	
0	36633	0				0	1	0	
128	36966	0				0	1	0	
0	37666	0				0	1	0	
256	38166	0				0	1	3	
384	38666	0				0	1	0	
384	38999	0				0	1	0	
128	39699	0				0	1	0	
128	40199	0				0	1	0	
0	40699	0				0	1	0	
0	41233	0				0	1	0	
521	41733	0				0	1	0	
521	42233	0				0	1	0	
0	42733	0				0	1	0	
0	43033	0				0	1	0	
384	43733	0				0	1	0	
256	44266	0				0	1	3	
256	44766	0				0	1	1	
256	45266	0				0	1	3	
521	45799	0				0	1	0	
256	46299	0				0	1	3	
