音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1099	0				0	1	0	
128	1433	0				0	1	0	
384	2199	0				0	1	0	
384	2666	0				0	1	0	
0	4199	0				0	1	0	
384	5166	0				0	1	0	
384	5599	0				0	1	0	
384	5899	0				0	1	0	
256	6366	0				0	1	0	
0	7599	0				0	1	0	
256	8366	0				0	1	0	
256	9466	0				0	1	3	
384	10833	0				0	1	0	
521	11333	0				0	1	0	
0	12099	0				0	1	0	
256	12566	0				0	1	0	
384	15066	0				0	1	0	
521	16266	0				0	1	1	
128	17499	0				0	1	0	
128	19466	0				0	1	0	
256	19899	0				0	1	0	
384	20266	0				0	1	0	
256	20633	0				0	1	0	
256	21066	0				0	1	3	
384	22433	0				0	1	0	
521	22899	0				0	1	0	
521	24933	0				0	1	0	
0	25599	0				0	1	0	
128	26033	0				0	1	0	
521	26666	0				0	1	0	
384	27233	0				0	1	1	
384	27733	0				0	1	0	
128	28166	0				0	1	0	
0	28933	0				0	1	0	
384	29399	0				0	1	0	
128	29833	0				0	1	0	
0	30166	0				0	1	0	
256	30499	0				0	1	3	
0	30966	0				0	1	0	
521	31733	0				0	1	0	
256	32299	0				0	1	3	
384	33199	0				0	1	1	
384	34766	0				0	1	0	
521	35399	0	S		C2	0	1	0	
256	38066	0				0	1	0	
256	39299	0				0	1	0	
128	39766	0				0	1	0	
0	40366	0				0	1	4	
0	42233	0				0	1	0	
128	42699	0				0	1	0	
128	43299	0				0	1	0	
521	43699	0				0	1	0	
384	44199	0				0	1	0	
128	44699	0				0	1	0	
256	45466	0				0	1	0	
128	46399	0				0	1	0	
128	46699	0				0	1	1	
128	48499	0				0	1	4	
128	49166	0				0	1	0	
384	49632	0				0	1	0	
521	50399	0				0	1	0	
521	51666	0				0	1	0	
0	52866	0				0	1	0	
0	53366	0				0	1	0	
521	54132	0				0	1	0	
256	54599	0				0	1	0	
521	55132	0				0	1	0	
128	55666	0				0	1	0	
0	57732	0				0	1	0	
128	59499	0				0	1	0	
256	59899	0				0	1	0	
128	61932	0				0	1	0	
0	62766	0				0	1	0	
256	64499	0				0	1	0	
256	64832	0				0	1	0	
128	65166	0				0	1	0	
0	65766	0				0	1	0	
256	66966	0				0	1	0	
521	67866	0				0	1	0	
521	69399	0				0	1	0	
521	70199	0				0	1	0	
384	70699	0				0	1	0	
256	71266	0				0	1	0	
384	71766	0				0	1	0	
256	73899	0				0	1	3	
0	74399	0				0	1	0	
384	75032	0	S		C3	0	1	0	
256	76399	0				0	1	0	
521	76866	0				0	1	0	
521	77366	0				0	1	0	
256	77966	0				0	1	3	
256	78399	0				0	1	0	
521	82599	0				0	1	0	
0	84299	0				0	1	0	
384	85066	0				0	1	0	
128	86299	0				0	1	0	
384	87532	0				0	1	0	
0	87999	0				0	1	0	
384	88632	0				0	1	0	
384	88932	0				0	1	4	
128	90132	0				0	1	0	
521	90499	0				0	1	0	
128	90966	0				0	1	0	
128	91266	0				0	1	0	
521	91699	0				0	1	0	
256	93699	0				0	1	0	
256	94199	0				0	1	0	
384	95465	0				0	1	0	
384	96699	0				0	1	0	
384	97432	0				0	1	0	
256	98532	0				0	1	3	
256	98832	0				0	1	0	
384	103632	0				0	1	0	
0	104132	0				0	1	4	
0	104865	0				0	1	0	
128	105432	0				0	1	0	
384	106099	0				0	1	0	
521	106565	0				0	1	0	
0	107332	0				0	1	0	
521	108465	0				0	1	0	
0	108799	0				0	1	0	
521	109799	0				0	1	0	
0	110265	0				0	1	0	
521	111065	0				0	1	0	
128	111999	0				0	1	0	
384	112599	0				0	1	0	
128	113532	0				0	1	0	
384	113999	0				0	1	0	
384	115265	0				0	1	0	
384	116465	0				0	1	0	
384	116799	0				0	1	1	
128	118899	0				0	1	0	
256	119232	0				0	1	0	
521	119665	0				0	1	0	
128	120465	0				0	1	0	
256	121399	0	S		C1	0	1	0	
