音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1279	0				0	1			
0	1911	0				0	1			
0	2227	0				0	1			
0	2543	0				0	1			
256	3806	0				0	1			
512	4437	0				0	1			
384	4753	0				0	1			
256	5069	0				0	1			
512	6332	0				0	1			
256	6964	0				0	1			
128	7279	0				0	1			
256	7595	0				0	1			
512	8543	0				0	1			
512	8858	0				0	1			
256	9490	0				0	1			
0	10121	0				0	1			
512	11385	0				0	1			
512	12016	0				0	1			
256	12648	0			C2	0	1	3		
512	13279	0				0	1			
0	13911	0				0	1			
256	15174	16121				0	1	2		
256	16753	0				0	1			
512	17700	0				0	1			
256	18332	0				0	1			
0	18964	0				0	1			
0	19279	0				0	1			
256	19911	0				0	1			
512	21806	0				0	1			
256	22753	0				0	1	3		
256	23385	0				0	1			
384	24332	0				0	1			
256	24964	25911				0	1	2		
256	26858	0				0	1			
512	27806	0				0	1			
384	28437	0				0	1			
128	29069	0				0	1			
128	29385	0				0	1			
256	30016	0				0	1			
0	31911	0				0	1			
256	32543	0				0	1			
256	32858	0	S		C3	0	1	3		
384	33490	0				0	1			
512	34121	0				0	1			
384	34437	0				0	1			
256	35069	36016				0	1	2		
512	36964	0				0	1			
256	37595	0				0	1			
384	37911	0				0	1			
256	38543	0				0	1			
0	39174	0				0	1			
0	39490	0				0	1			
256	40121	0				0	1			
0	42016	0				0	1			
256	42648	0				0	1			
256	42964	0				0	1	3		
384	43595	0				0	1			
128	44227	0				0	1			
256	44543	0				0	1			
256	45174	46121				0	1	2		
258	47069	0				0	1			
512	47700	0				0	1			
512	48016	0				0	1			
384	48332	0				0	1	1		
256	48648	0				0	1			
128	48964	0				0	1	1		
0	49279	0				0	1			
512	49911	0				0	1			
0	50543	0				0	1			
256	51490	0				0	1			
256	51806	0				0	1			
0	52437	0				0	1			
128	52753	0				0	1			
256	53069	0			C1	0	1	3		
256	53385	0				0	1			
0	54016	0				0	1			
0	54332	0				0	1			
256	54964	0				0	1			
0	55279	0				0	1			
128	55595	0				0	1			
256	55911	0				0	1			
512	56543	0				0	1			
384	56858	0				0	1			
256	57490	0				0	1	4		
256	57806	0				0	1	4		
256	58121	0				0	1	4		
256	58437	0				0	1	4		
512	59385	0				0	1			
256	59700	0				0	1			
384	60016	0				0	1			
512	60332	0				0	1			
256	60964	0				0	1			
0	61595	0				0	1			
0	61911	0				0	1			
256	62543	0				0	1			
512	62858	0				0	1			
256	63174	0				0	1	3		
256	63490	0				0	1			
512	64121	0				0	1	4		
512	64437	0				0	1	4		
0	65069	0				0	1			
128	65385	0				0	1			
256	65700	0				0	1			
384	66016	0				0	1			
128	66648	0				0	1			
128	66964	0				0	1			
512	67595	0				0	1	4		
512	67911	0				0	1	4		
512	68227	0				0	1	4		
256	68858	0				0	1			
128	69174	0				0	1	1		
0	69490	0				0	1			
128	69806	0				0	1	1		
256	70121	0				0	1			
0	70595	0				0	1			
416	71700	0				0	1	5		
96	72016	0				0	1	5		
416	72332	0				0	1	5		
96	72648	0				0	1	5		
416	72964	0				0	1	5		
96	73279	0			C2	0	1	5		
256	74543	0	S			0	1			
384	75016	0				0	1			
512	75490	0				0	1			
512	75806	0				0	1			
256	77069	0				0	1			
384	77543	0				0	1			
256	78016	0				0	1			
256	78332	0				0	1			
256	78806	0				0	1			
0	79595	0				0	1			
256	80227	0				0	1			
512	81174	0				0	1			
0	82121	0				0	1			
256	82753	0				0	1			
256	83069	0				0	1			
256	83385	0				0	1	3		
128	84016	0				0	1			
512	84648	0				0	1			
0	85279	0				0	1	4		
0	85595	0				0	1	4		
0	85911	0				0	1	4		
256	86543	0				0	1			
128	87174	0				0	1			
256	87648	0				0	1			
384	88121	0				0	1			
256	88437	0				0	1	3		
384	88753	0				0	1	1		
512	89069	0				0	1			
256	89385	0				0	1	1		
0	89700	0				0	1			
512	90332	0				0	1			
0	90964	0	S		C3	0	1			
