音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	
256	1164	0				0	1				
512	2131	0				0	1				
256	2635	0				0	1				
256	3099	0				0	1				
0	4067	0				0	1				
128	4570	0				0	1				
256	5035	0				0	1				
0	6002	0				0	1				
384	6506	0				0	1				
96	6990	0				0	1	5			
416	7232	0				0	1	5			
96	7473	0				0	1	5			
416	7715	0				0	1	5			
96	7938	0				0	1	5			
416	8199	0				0	1	5			
96	8422	0				0	1	5			
256	8865	0			C2	0	1	6		1.5	
128	9348	0				0	1				
256	9832	0				0	1				
256	10074	0				0	1				
256	10316	0				0	1				
512	10800	0				0	1				
384	11284	0				0	1	1			
256	11768	0				0	1				
256	12010	0				0	1				
256	12252	0				0	1				
0	12736	0				0	1				
128	13219	0				0	1				
256	13703	0				0	1				
256	13945	0				0	1				
256	14187	0				0	1				
128	14429	0				0	1				
0	14671	0				0	1				
256	15639	0				0	1				
384	15881	0				0	1				
512	16123	0				0	1				
384	16365	0				0	1				
256	16606	0	S		C3	0	1	6		1	
256	17090	0				0	1				
384	17574	0				0	1				
384	17816	0				0	1				
512	18058	0				0	1				
256	18542	0				0	1	1			
0	19026	0				0	1				
128	19510	0				0	1				
128	19752	0				0	1				
256	19994	0				0	1				
256	20477	0				0	1				
384	20961	0				0	1	7	1-1		
256	21445	0				0	1	7	1-1		
0	21929	0				0	1	7	1-1		
256	22413	23381				0	1	2			
384	23865	0				0	1				
256	24348	0				0	1	3			
256	24832	0				0	1	7	2-1		
384	25316	0				0	1				
384	25558	0				0	1				
384	25800	0				0	1				
384	26284	0				0	1	7	0-1		
256	26768	0				0	1	7	2-1		
128	27252	0				0	1				
128	27494	0				0	1				
128	27736	0				0	1				
256	28219	0				0	1	3			
256	28703	0				0	1				
384	28945	0				0	1				
384	29187	0				0	1				
448	29671	0				0	1	1			
512	30155	0				0	1				
384	30639	0				0	1				
384	30881	0				0	1				
384	31123	0				0	1				
256	31606	0				0	1				
256	32090	0			C1	0	1	6		1	
0	33058	0				0	1				
256	34026	0				0	1	7	2-1		
384	34510	0				0	1	1			
512	34994	0				0	1	7	0-1		
384	35477	0				0	1	7	0-1		
256	35961	0				0	1	7	2-1		
128	36445	0				0	1	7	1-1		
0	36929	0				0	1				
0	37171	0				0	1	1			
0	37413	0				0	1				
256	37897	0				0	1				
0	38865	0				0	1	7	1-1		
128	39348	0				0	1	7	1-1		
256	39832	0	S		C2	0	1	6		1	
384	40316	0				0	1				
512	40800	0				0	1				
384	41284	0				0	1				
256	41768	0				0	1				
256	42252	0				0	1				
256	42736	0				0	1				
128	43219	0				0	1				
0	43703	0				0	1				
128	44187	0				0	1				
256	44671	0				0	1				
128	45155	0				0	1				
0	45639	0				0	1				
128	46123	0				0	1				
256	46606	0				0	1				
256	46848	0				0	1				
256	47090	0				0	1				
256	47574	0				0	1	3			
384	48058	0				0	1				
512	48542	0				0	1				
384	48784	0				0	1				
384	49026	0				0	1				
256	49510	0				0	1	3			
256	49994	0				0	1				
256	50477	0				0	1				
128	50719	0				0	1				
128	50961	0				0	1				
0	51445	0				0	1	7	1-1		
128	51929	0				0	1	7	1-1		
256	52413	0				0	1	7	2-1		
384	52897	0				0	1	7	0-1		
512	53381	0				0	1	7	0-1		
512	53865	0				0	1	7	0-1		
512	54348	0				0	1	7	0-1		
384	54832	0				0	1	7	0-1		
256	55316	0				0	1	3			
128	55800	0				0	1				
0	56284	0				0	1				
64	56526	0				0	1	1			
128	56768	0				0	1				
256	57252	0				0	1				
384	57736	0				0	1				
512	58219	0				0	1				
384	58461	0				0	1				
384	58703	0				0	1				
256	59187	0				0	1				
128	59671	0				0	1				
0	60155	0				0	1				
384	61123	0				0	1				
256	61606	0				0	1				
128	62090	0	S		C3	0	1				
