音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1966	0				0	1	0	
0	6066	0				0	1	0	
521	12066	0				0	1	0	
256	13966	0				0	1	0	
521	15099	0				0	1	0	
521	16199	0				0	1	0	
384	18066	0				0	1	0	
128	19966	0				0	1	0	
0	24066	0				0	1	0	
384	25966	0				0	1	0	
0	27099	0				0	1	0	
256	28199	0				0	1	0	
128	30066	0				0	1	0	
384	33099	0				0	1	0	
384	36066	0				0	1	0	
384	37966	0				0	1	0	
384	42099	0				0	1	0	
128	44699	0				0	1	0	
256	47966	0				0	1	0	
256	48833	0				0	1	1	
521	49199	0				0	1	0	
0	49699	0				0	1	0	
384	51199	0	S		C2	0	1	0	
384	51833	0				0	1	1	
384	52966	0				0	1	0	
256	53399	0				0	1	0	
0	54833	0				0	1	0	
384	55199	0				0	1	0	
521	55966	0				0	1	0	
384	56299	0				0	1	0	
256	56699	0				0	1	0	
384	57833	0				0	1	5	
128	58133	0				0	1	5	
384	58399	0				0	1	5	
128	58699	0				0	1	5	
0	59299	0				0	1	0	
384	59899	0				0	1	0	
521	60833	0				0	1	0	
0	61966	0				0	1	0	
0	62266	0				0	1	0	
384	62899	0				0	1	1	
128	63433	0				0	1	0	
384	63833	0				0	1	0	
256	64333	0				0	1	0	
0	65899	0				0	1	0	
521	66366	0				0	1	0	
0	66833	0				0	1	0	
256	67966	0				0	1	0	
521	69833	0				0	1	0	
256	70299	0				0	1	0	
521	71666	0				0	1	0	
256	72099	0				0	1	0	
521	72833	0				0	1	0	
0	73199	0				0	1	0	
128	73966	0				0	1	0	
256	75099	0				0	1	0	
256	75833	0				0	1	0	
521	76199	0				0	1	0	
521	76699	0				0	1	0	
521	77332	0				0	1	0	
521	77799	0				0	1	0	
0	78832	0				0	1	0	
521	79966	0				0	1	0	
128	81066	0				0	1	0	
521	81466	0				0	1	0	
128	82199	0				0	1	0	
521	82766	0				0	1	0	
521	83332	0				0	1	0	
128	83899	0				0	1	0	
256	84832	0				0	1	0	
384	85199	0				0	1	0	
384	85966	0				0	1	0	
384	86332	0				0	1	0	
384	87066	0				0	1	0	
0	87832	0				0	1	0	
256	88199	0				0	1	0	
128	88566	0				0	1	0	
0	89332	0				0	1	0	
521	89899	0				0	1	0	
384	90832	0				0	1	0	
256	91199	0				0	1	0	
384	91766	0				0	1	0	
521	92332	0				0	1	0	
384	93066	0				0	1	0	
256	93832	0				0	1	0	
0	94199	0				0	1	0	
256	96066	0				0	1	3	
256	96899	0				0	1	0	
521	97366	0				0	1	0	
256	98332	0				0	1	3	
384	99832	0				0	1	0	
384	100199	0				0	1	0	
521	100566	0				0	1	0	
0	101332	0				0	1	0	
256	102899	0				0	1	3	
256	103199	0				0	1	0	
128	104032	0				0	1	0	
256	104399	0				0	1	3	
128	104866	0				0	1	0	
128	105632	0	S		C3	0	1	0	
128	105899	0				0	1	0	
256	106566	0				0	1	3	
0	107132	0				0	1	0	
0	108066	0				0	1	0	
128	108899	0				0	1	0	
256	109566	0				0	1	3	
521	109966	0				0	1	0	
521	110332	0				0	1	0	
256	111832	0				0	1	3	
256	112566	0				0	1	4	
128	113332	0				0	1	0	
256	114899	0				0	1	3	
256	115199	0				0	1	0	
256	116399	0				0	1	3	
128	116866	0				0	1	0	
256	117432	0				0	1	0	
256	117899	0				0	1	0	
256	118199	0				0	1	0	
256	118566	0				0	1	3	
128	119699	0				0	1	0	
256	120066	0				0	1	3	
521	120899	0				0	1	0	
384	121566	0				0	1	0	
521	122132	0				0	1	0	
256	122399	0				0	1	3	
256	123832	0				0	1	0	
0	124199	0				0	1	0	
0	124699	0				0	1	0	
0	125332	0				0	1	0	
521	125899	0				0	1	0	
256	126899	0				0	1	3	
256	127199	0				0	1	0	
256	128399	0				0	1	3	
521	128866	0				0	1	1	
128	130199	0				0	1	0	
256	130566	0				0	1	0	
521	131332	0				0	1	0	
0	131699	0				0	1	0	
521	132066	0				0	1	0	
384	132899	0				0	1	0	
384	133199	0				0	1	0	
256	133566	0				0	1	0	
256	134399	0				0	1	3	
384	135066	0				0	1	0	
256	136566	0				0	1	3	
128	137332	0				0	1	0	
521	137899	0				0	1	0	
256	138899	0				0	1	3	
256	139199	0				0	1	0	
256	140399	0				0	1	3	
256	140866	0				0	1	0	
521	141432	0				0	1	0	
128	141899	0				0	1	0	
128	142199	0				0	1	0	
256	142566	0				0	1	3	
256	142966	0				0	1	0	
128	143699	0				0	1	0	
0	145166	0				0	1	0	
256	147866	0				0	1	0	
0	148666	0				0	1	0	
0	150099	0				0	1	0	
256	153865	0				0	1	0	
0	155699	0				0	1	1	
0	157399	0				0	1	0	
256	160232	0				0	1	0	
521	162099	0				0	1	0	
256	162832	0				0	1	0	
521	166232	0	S		C1	0	1	0	
