音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	
256	2943	0				0	1				
256	3427	0				0	1				
0	4153	0				0	1				
0	4395	0				0	1				
0	4637	0				0	1				
256	5120	0				0	1				
256	5604	0				0	1				
512	6088	0				0	1				
512	6330	0				0	1				
256	6814	0				0	1				
512	7298	0				0	1				
256	8024	0				0	1				
256	8266	0				0	1				
256	8508	0				0	1				
256	8991	0				0	1				
0	9475	0				0	1				
256	9959	0				0	1				
256	10201	0				0	1				
256	10685	0				0	1				
512	11169	0				0	1				
256	11895	0				0	1				
256	12137	0				0	1				
256	12379	0				0	1				
0	12862	0				0	1				
256	13346	0				0	1				
0	13830	0				0	1				
0	14072	0				0	1				
0	14314	0				0	1				
256	14798	0				0	1				
512	15282	0				0	1				
256	15766	0				0	1	3		2	
256	16975	0			C2	0	1				
256	17096	0				0	1	1			
256	17217	0				0	1				
0	17701	0				0	1				
0	17943	0				0	1				
256	18427	0				0	1				
256	18669	0				0	1				
512	19153	0				0	1				
512	19395	0				0	1				
256	19879	0				0	1				
256	20120	0				0	1				
128	20846	0				0	1				
128	21088	0				0	1				
128	21572	0				0	1				
128	21814	0				0	1				
384	22298	0				0	1				
384	22540	0				0	1				
384	23024	0				0	1				
384	23266	0				0	1				
256	23749	0				0	1				
256	23991	0				0	1				
0	24717	0	S			0	1				
0	24959	0				0	1				
256	25443	0				0	1				
256	25685	0				0	1				
512	26169	0				0	1				
512	26411	0				0	1				
256	26895	0				0	1				
256	27137	0				0	1				
256	27620	0				0	1				
256	27862	0				0	1				
256	28346	0				0	1				
256	28830	0				0	1	6		2	
256	29314	0				0	1				
256	29556	0				0	1				
512	30040	0				0	1				
512	30524	0				0	1				
256	31249	0				0	1				
256	31491	0				0	1				
256	31733	0				0	1				
256	32459	0				0	1				
256	32701	0				0	1				
512	33185	0				0	1				
512	33427	0				0	1				
256	33911	0				0	1				
256	34153	0				0	1				
512	34637	0				0	1				
512	34879	0				0	1				
256	35362	0				0	1				
256	35604	0				0	1				
256	36330	0				0	1				
256	36572	0				0	1				
0	37056	0				0	1				
0	37298	0				0	1				
256	37782	0				0	1				
256	38024	0				0	1				
0	38508	0				0	1				
0	38749	0				0	1				
256	39233	0				0	1				
256	39475	0				0	1				
384	40201	0				0	1				
384	40443	0				0	1				
384	40927	0				0	1				
384	41169	0				0	1				
128	41653	0				0	1				
128	41895	0				0	1				
128	42379	0				0	1				
128	42620	0				0	1				
256	43104	0				0	1				
256	43346	0				0	1				
256	44072	0				0	1	1			
256	44798	0				0	1				
256	45040	0				0	1				
256	45524	0				0	1	3		2	
384	46733	0			C3	0	1				
384	46975	0				0	1				
256	47459	0				0	1				
128	47943	0				0	1				
128	48185	0	S			0	1				
128	48427	0				0	1				
128	48669	0				0	1				
256	49153	0				0	1	7	1-1		
512	49637	0				0	1	7	0-1		
256	50120	0				0	1	7	1-1		
512	50604	0				0	1	7	0-1		
256	51088	0				0	1	7	1-1		
256	52056	0				0	1	3		2	
128	52540	0				0	1				
128	52782	0				0	1				
256	53266	0				0	1				
128	53749	0				0	1				
256	54475	0				0	1				
256	54717	0				0	1				
384	55201	0				0	1				
512	55685	0				0	1				
512	55927	0				0	1				
512	56169	0				0	1				
512	56411	0				0	1				
384	56895	0				0	1	7	0-1		
128	57379	0				0	1	7	1-1		
384	57862	0				0	1	7	0-1		
128	58346	0				0	1	7	1-1		
384	58830	0				0	1	7	0-1		
0	59798	0				0	1				
128	60282	0				0	1				
128	60524	0				0	1				
256	61008	0				0	1				
128	61491	0				0	1				
256	61975	0				0	1				
256	62217	0				0	1				
256	62701	0			C1	0	1				
384	63427	0				0	1				
384	63669	0				0	1				
256	64153	0				0	1	3		2	
0	64637	0				0	1				
256	65120	0				0	1				
512	65604	0				0	1				
256	66088	0				0	1				
0	67298	0				0	1				
0	67540	0				0	1				
256	68024	0				0	1	3		2	
512	68508	0				0	1				
256	68991	0				0	1				
512	69475	0				0	1				
384	69959	0				0	1				
384	70201	0				0	1				
256	70685	0				0	1				
128	71169	0				0	1				
128	71411	0				0	1				
128	71653	0				0	1				
128	71895	0				0	1				
256	72379	0				0	1				
384	72862	0				0	1				
512	73346	0				0	1				
384	73830	0				0	1				
256	74314	0				0	1				
128	74798	0				0	1				
256	75282	0				0	1				
384	75766	0				0	1				
256	76249	0				0	1				
128	76733	0				0	1				
128	77217	0				0	1				
128	77701	0				0	1				
128	78185	0	S		C2	0	1				
