音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1684	0				0	1	0	
128	2113	0				0	1	0	
384	2480	0				0	1	0	
521	2909	0				0	1	0	
0	3307	0				0	1	0	
128	3736	0				0	1	0	
128	4134	0				0	1	0	
0	4563	0				0	1	0	
128	5390	0				0	1	0	
384	6461	0				0	1	0	
256	6860	0				0	1	0	
384	7288	0				0	1	0	
521	7840	0				0	1	0	
128	8299	0				0	1	0	
521	8942	0				0	1	0	
384	9585	0				0	1	0	
256	10075	0				0	1	3	
0	10443	0				0	1	0	
384	10994	0				0	1	0	
0	11637	0				0	1	0	
256	12035	0				0	1	0	
384	12464	0				0	1	0	
256	13015	0				0	1	3	
256	14210	0				0	1	3	
521	14516	0				0	1	0	
256	14791	0				0	1	3	
0	15588	0				0	1	0	
521	16415	0				0	1	0	
384	16721	0				0	1	0	
256	17272	0				0	1	0	
0	18987	0				0	1	0	
256	19569	0				0	1	3	
0	20365	0				0	1	0	
256	20763	0				0	1	0	
256	21743	0				0	1	0	
384	22386	0				0	1	0	
384	22968	0				0	1	0	
384	23244	0				0	1	0	
384	23520	0				0	1	0	
384	24071	0				0	1	0	
256	24745	0				0	1	0	
384	25143	0				0	1	0	
384	25418	0				0	1	4	
521	25970	0				0	1	0	
256	27072	0				0	1	3	
0	28695	0				0	1	0	
256	29093	0				0	1	0	
256	29491	0				0	1	3	
384	29920	0				0	1	0	
256	30318	0				0	1	3	
521	30992	0				0	1	0	
256	31298	0				0	1	3	
521	31696	0				0	1	0	
521	31972	0				0	1	0	
521	32248	0				0	1	0	
521	32768	0				0	1	0	
521	33044	0				0	1	0	
128	33473	0				0	1	0	
256	33840	0				0	1	3	
128	34146	0				0	1	0	
0	34943	0				0	1	0	
256	35494	0				0	1	3	
256	35770	0				0	1	0	
0	36535	0				0	1	0	
256	37025	0				0	1	3	
256	37423	0				0	1	0	
384	37821	0				0	1	0	
256	38220	0				0	1	3	
521	38526	0				0	1	0	
0	39046	0				0	1	0	
256	39322	0				0	1	3	
0	39873	0				0	1	0	
256	40425	0				0	1	3	
384	40761	0				0	1	0	
256	41282	0				0	1	3	
384	41772	0				0	1	0	
0	42201	0				0	1	0	
256	42568	0				0	1	3	
521	42875	0				0	1	0	
521	43150	0				0	1	4	
256	43671	0				0	1	3	
128	44253	0				0	1	0	
256	44773	0				0	1	3	
0	45325	0	S		C2	0	1	0	
256	45876	0				0	1	3	
256	46151	0				0	1	0	
521	46703	0				0	1	0	
256	46978	0				0	1	3	
0	48050	0				0	1	0	
0	48326	0				0	1	0	
0	48755	0				0	1	0	
256	49153	0				0	1	3	
256	49704	0				0	1	0	
384	50225	0				0	1	0	
384	50500	0				0	1	0	
384	50929	0				0	1	0	
256	51327	0				0	1	3	
256	51603	0				0	1	0	
256	52430	0				0	1	3	
256	53195	0				0	1	0	
0	53501	0				0	1	0	
256	54053	0				0	1	3	
256	54880	0				0	1	0	
256	55400	0				0	1	3	
256	55676	0				0	1	0	
0	56105	0				0	1	0	
128	56503	0				0	1	0	
256	56778	0				0	1	3	
521	57330	0				0	1	0	
521	57605	0				0	1	0	
521	58401	0				0	1	0	
256	58953	0				0	1	3	
256	59228	0				0	1	0	
256	59504	0				0	1	3	
0	60055	0				0	1	0	
256	60576	0				0	1	0	
256	60851	0				0	1	0	
256	61127	0				0	1	3	
256	61403	0				0	1	0	
256	61678	0				0	1	3	
384	62138	0				0	1	0	
256	62505	0				0	1	3	
256	62781	0				0	1	1	
256	63608	0				0	1	3	
256	64128	0				0	1	3	
128	64404	0				0	1	5	
384	64680	0				0	1	5	
128	64955	0				0	1	5	
384	65231	0				0	1	5	
128	65506	0				0	1	5	
384	66058	0				0	1	0	
