音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	Event
128	2050	0				0	1				
128	2550	0				0	1				
0	2925	0				0	1				
304	4050	0				0	1				
304	4550	0				0	1				
432	4925	0				0	1				
464	6050	0				0	1				
464	6550	0				0	1				
320	6925	0				0	1				
256	8050	0				0	1	3			
256	8550	0				0	1	7	2-1		
256	8925	0				0	1	7	2-1		1
128	10050	0				0	1				
0	10550	0				0	1	7	1-1		
0	10925	0				0	1	7	1-1		1
240	12050	0				0	1				
400	12550	0				0	1	7	0-1		
400	12925	0				0	1	7	0-1		1
256	14050	0				0	1				
128	14550	0				0	1	7	1-1		
128	14925	0				0	1	7	1-1		1
256	16050	0				0	1	3		2	
256	16300	0				0	1				
256	16550	0				0	1				
384	16925	0				0	1				
512	17425	0				0	1				1
384	18050	0				0	1				
384	18300	0				0	1				
384	18550	0				0	1				
256	18925	0				0	1				
128	19425	0				0	1				1
192	20050	0				0	1				
192	20300	0				0	1				
192	20550	0				0	1				
80	20925	0				0	1				
304	21425	0	S			0	1				1
384	22050	0				0	1				
384	22300	0				0	1				
384	22550	0				0	1				
256	22925	0				0	1				
496	23425	0				0	1				1
256	24050	0				0	1				
256	24300	0				0	1				
256	24550	0				0	1	3			
112	24925	0				0	1	7	1-1		
400	25425	0				0	1	7	0-1		1
304	26050	0				0	1				
304	26300	0				0	1				
304	26550	0				0	1				
256	26925	0				0	1	7	2-1		
512	27425	0				0	1	7	0-2		1
368	28050	0				0	1				
368	28300	0				0	1				
368	28550	0				0	1				
256	28925	0				0	1	7	2-1		
0	29425	0				0	1	7	1-2		1
128	30050	0				0	1				
128	30300	0				0	1				
128	30550	0				0	1				
0	30925	0				0	1	7	1-2		
256	31425	0				0	1	7	2-1		1
256	32050	0				0	1	3		2	
256	32550	0				0	1				
256	33050	0				0	1				
384	33425	0				0	1				1
224	34050	0				0	1				
224	34550	0				0	1				
128	34925	0				0	1				
336	35550	0				0	1				1
416	36050	0				0	1	7	0-1		
416	36550	0				0	1	7	0-1		
256	36925	0				0	1	7	0-1		
256	37425	0				0	1	7	0-1		
16	38050	0				0	1				
16	38300	0				0	1				
16	38550	0				0	1				
256	39050	0				0	1				
256	40050	0				0	1	3		2	
256	40300	0				0	1				
256	40550	0				0	1				
368	40925	0				0	1				
208	41425	0				0	1				1
128	42050	0	S			0	1				
128	42300	0				0	1				
128	42550	0				0	1				
224	42925	0				0	1				
336	43425	0				0	1				1
128	44050	0				0	1	5			
128	44300	0				0	1	5			
128	44550	0				0	1	5			
384	45050	0				0	1	5			
384	45300	0				0	1	5			
384	45550	0				0	1	5			
80	46050	0				0	1	5			
432	46550	0				0	1	5			
80	47050	0				0	1				
256	48050	0				0	1	6			1
256	49050	0				0	1				
384	49300	0				0	1				
384	49550	0				0	1				
384	49800	0				0	1				
384	50050	0				0	1				
512	50550	0				0	1				1
320	51175	0				0	1	1			
144	51675	0				0	1				
144	51925	0				0	1				
144	52300	0				0	1				
32	53050	0				0	1	7	1-1		
32	53300	0				0	1	7	1-1		
32	53550	0				0	1	7	1-1		
32	53800	0				0	1	7	1-1		
32	54050	0				0	1	7	1-1		
150	54550	0				0	1				
150	54800	0				0	1				
150	55050	0				0	1				
200	55550	0				0	1	1			
256	56050	0				0	1	3		2	
256	56550	0				0	1				
256	57050	0				0	1				
256	57550	0				0	1				
96	58050	0				0	1	7	1-1		
416	58550	0				0	1	7	0-1		
96	59050	0				0	1	7	1-1		
416	59550	0				0	1	7	0-1		
96	60050	0				0	1	7	1-1		1
96	61050	0				0	1				
256	61100	0				0	1	1			
256	63050	0	S			0	1				
