音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	914	0				0	1	3		
0	1642	0				0	1			
256	2369	0				0	1			
512	3823	0				0	1			
256	4551	0				0	1			
0	5278	0				0	1			
256	6732	0			C2	0	1	3		
512	7460	0				0	1			
256	8187	0				0	1			
256	8732	0				0	1			
0	9642	0				0	1			
256	10369	0				0	1			
512	11096	0				0	1			
512	11642	0				0	1			
256	12551	0				0	1	3		
0	13278	0				0	1			
256	14005	0				0	1			
256	14551	0				0	1			
512	15460	0				0	1			
256	16187	0				0	1			
0	16914	0				0	1			
128	17460	0				0	1			
256	18005	0				0	1	1		
384	18551	0	S		C3	0	1			
512	19096	0				0	1			
256	19642	0				0	1			
256	20005	0				0	1			
0	21096	0				0	1			
512	22005	0				0	1			
256	22551	0				0	1			
256	22914	0				0	1			
384	23642	0				0	1	5		
128	23823	0				0	1	5		
384	24005	0				0	1	5		
128	24187	0				0	1	5		
384	24369	0				0	1	5		
256	25460	0				0	1			
0	26187	0				0	1			
256	27096	0				0	1	3		
128	27823	0				0	1	5		
384	28005	0				0	1	5		
128	28187	0				0	1	5		
384	28369	0				0	1	5		
96	28732	0				0	1	5		
416	28914	0				0	1	5		
96	29096	0				0	1	5		
416	29278	0				0	1	5		
96	29460	0				0	1	5		
416	29642	0				0	1	5		
96	29823	0				0	1	5		
256	30732	0				0	1			
512	31278	0				0	1			
384	31642	0				0	1			
0	32733	0				0	1			
256	33460	0				0	1			
0	34187	0				0	1			
128	34551	0				0	1			
384	35278	0				0	1	5		
128	35460	0				0	1	5		
384	35642	0				0	1	5		
128	35823	0				0	1	5		
384	36005	0				0	1	5		
128	36732	0				0	1	1		
0	37096	0				0	1			
512	37823	0				0	1			
256	38733	0				0	1	3		
384	39460	0				0	1	5		
128	39642	0				0	1	5		
384	39823	0				0	1	5		
128	40005	0				0	1	5		
416	40369	0				0	1	5		
96	40551	0				0	1	5		
416	40733	0				0	1	5		
96	40914	0				0	1	5		
416	41096	0				0	1	5		
96	41278	0				0	1	5		
416	41460	0				0	1	5		
96	41642	0			C1	0	1	5		
256	42369	0				0	1			
384	42914	0				0	1			
0	44005	0				0	1			
128	44551	0				0	1			
384	45278	0				0	1			
512	45823	0				0	1			
128	46914	0				0	1			
256	47460	0				0	1			
512	48187	0				0	1			
384	48732	0				0	1			
0	50005	0				0	1	1		
0	50369	0				0	1			
512	50914	0				0	1			
0	51642	0				0	1			
512	52369	0				0	1			
256	53278	54733				0	1	2		
256	56187	0	S		C2	0	1	3		
0	56732	0				0	1			
256	57278	0				0	1			
256	57642	0				0	1			
512	58187	0				0	1			
0	58914	0				0	1			
384	60187	0				0	1			
256	60551	0				0	1			
0	61096	0				0	1			
256	61823	0				0	1			
0	62551	0				0	1			
512	63278	0				0	1			
0	64005	0				0	1			
512	64914	0				0	1			
384	65278	0				0	1			
256	65642	0				0	1			
128	66005	0				0	1	1		
128	66187	0				0	1			
256	66551	0				0	1	1		
256	66733	0				0	1			
384	67096	0				0	1	1		
384	67278	0				0	1			
256	67823	0			C3	0	1	3		
0	68369	0				0	1			
256	68914	0				0	1			
384	69278	0				0	1			
128	69823	0				0	1			
512	70551	0				0	1			
0	71823	0				0	1			
0	72187	0				0	1			
128	72733	0				0	1	5		
384	72914	0				0	1	5		
128	73096	0				0	1	5		
384	73278	0				0	1	5		
128	73460	0				0	1	5		
384	74187	0				0	1			
128	74914	0				0	1			
512	75642	0				0	1			
256	76551	0				0	1	3		
512	77278	0				0	1			
256	78005	0				0	1	3		
0	78733	0				0	1			
256	79460	0	S		C1	0	1	3		
