音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1566	0				0	1	0	
256	2333	0				0	1	3	
384	2699	0				0	1	0	
0	3033	0				0	1	0	
256	3766	0				0	1	3	
256	4500	0				0	1	0	
256	5233	0				0	1	3	
0	5966	0				0	1	0	
256	6699	0				0	1	3	
384	7433	0				0	1	0	
256	8166	0				0	1	3	
0	8566	0				0	1	0	
384	8899	0				0	1	0	
256	9633	0				0	1	3	
128	10366	0				0	1	0	
256	11099	0				0	1	3	
128	11666	0				0	1	0	
0	12199	0				0	1	0	
256	13299	0				0	1	3	
521	14033	0				0	1	0	
256	14399	0				0	1	0	
256	14766	0				0	1	3	
128	15133	0				0	1	0	
256	15499	0				0	1	3	
521	15866	0				0	1	0	
256	16233	0				0	1	3	
384	16966	0				0	1	0	
256	17333	0				0	1	0	
521	17699	0				0	1	0	
256	18433	0				0	1	0	
0	19166	0				0	1	0	
128	19500	0				0	1	0	
521	19866	0				0	1	1	
128	20266	0				0	1	0	
256	20599	0				0	1	3	
521	20966	0				0	1	0	
256	21333	0				0	1	3	
0	21699	0				0	1	0	
256	22066	0				0	1	3	
256	22799	0				0	1	0	
256	23166	0				0	1	0	
128	23533	0				0	1	0	
128	24099	0				0	1	0	
384	24666	0				0	1	4	
256	24999	0				0	1	3	
0	25366	0				0	1	0	
128	26099	0				0	1	0	
256	26466	0				0	1	3	
0	26833	0				0	1	0	
256	27566	0				0	1	3	
256	27933	0				0	1	3	
128	28299	0				0	1	0	
256	29033	0				0	1	3	
521	29399	0				0	1	0	
256	29766	0				0	1	0	
0	30499	0				0	1	0	
256	30866	0				0	1	3	
384	31966	0				0	1	0	
521	32333	0				0	1	0	
256	33433	0				0	1	0	
256	33799	0				0	1	3	
384	34333	0				0	1	0	
256	34866	0				0	1	3	
521	35233	0				0	1	0	
0	35633	0				0	1	0	
0	36333	0				0	1	0	
256	36699	0				0	1	3	
384	37433	0				0	1	0	
128	37799	0				0	1	0	
256	38166	0				0	1	0	
256	38533	0				0	1	3	
521	38933	0				0	1	0	
256	39266	0				0	1	0	
256	39633	0				0	1	3	
521	40000	0	S		C2	0	1	0	
256	40366	0				0	1	1	
521	40733	0				0	1	0	
256	41099	0				0	1	3	
521	41466	0				0	1	4	
128	41833	0				0	1	0	
521	42199	0				0	1	0	
256	42566	0				0	1	3	
0	42933	0				0	1	0	
0	43299	0				0	1	0	
521	43666	0				0	1	0	
256	44033	0				0	1	3	
384	44399	0				0	1	0	
384	44766	0				0	1	1	
128	45133	0				0	1	0	
256	45499	0				0	1	3	
0	46233	0				0	1	0	
128	46599	0				0	1	0	
256	46966	0				0	1	3	
256	47699	0				0	1	0	
0	48433	0				0	1	0	
128	49166	0				0	1	0	
0	49499	0				0	1	0	
0	49866	0				0	1	0	
256	50599	0				0	1	3	
128	50966	0				0	1	0	
256	51333	0				0	1	3	
256	52066	0				0	1	0	
384	52433	0				0	1	0	
256	52799	0				0	1	3	
521	53166	0				0	1	0	
256	53533	0				0	1	3	
384	53899	0				0	1	0	
256	54266	0				0	1	3	
256	54633	0				0	1	0	
256	54999	0				0	1	3	
0	55366	0				0	1	0	
256	55733	0				0	1	3	
256	56099	0				0	1	4	
256	56466	0				0	1	3	
0	56833	0				0	1	0	
256	57199	0				0	1	3	
0	57566	0				0	1	0	
256	57933	0				0	1	3	
0	58299	0				0	1	0	
256	58666	0				0	1	3	
128	59033	0				0	1	0	
256	59399	0				0	1	3	
384	59766	0				0	1	0	
256	60133	0				0	1	3	
384	60866	0				0	1	0	
256	61233	0				0	1	0	
384	61599	0				0	1	0	
128	61966	0				0	1	0	
256	62333	0				0	1	0	
521	62699	0				0	1	4	
256	63066	0				0	1	3	
128	63799	0				0	1	0	
0	64166	0				0	1	0	
0	64533	0				0	1	0	
0	65266	0				0	1	0	
0	65966	0				0	1	0	
521	66699	0				0	1	0	
256	67066	0				0	1	0	
256	67433	0				0	1	3	
521	67799	0				0	1	0	
256	68166	0				0	1	3	
256	68533	0				0	1	0	
256	68899	0				0	1	3	
384	69266	0				0	1	0	
521	69633	0				0	1	0	
256	70000	0				0	1	0	
256	70366	0				0	1	3	
521	70733	0				0	1	0	
256	71099	0				0	1	3	
384	71466	0				0	1	0	
384	71833	0				0	1	0	
128	72199	0				0	1	0	
256	72566	0				0	1	3	
521	72933	0				0	1	0	
256	73299	0				0	1	3	
521	73666	0				0	1	0	
256	74033	0				0	1	3	
256	74399	0				0	1	0	
256	74766	0				0	1	3	
0	75133	0				0	1	0	
256	75500	0				0	1	3	
128	75866	0				0	1	0	
256	76233	0				0	1	3	
384	76599	0				0	1	0	
