音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
384	1133	0				0	1	0	
128	1499	0				0	1	0	
256	1833	0				0	1	3	
128	2533	0				0	1	0	
256	2899	0				0	1	3	
521	3433	0				0	1	0	
256	3966	0				0	1	3	
521	4299	0				0	1	0	
256	4666	0				0	1	3	
256	5199	0				0	1	3	
256	5733	0				0	1	0	
128	6066	0				0	1	0	
256	6766	0				0	1	3	
0	7133	0				0	1	0	
256	7499	0				0	1	0	
256	8199	0				0	1	3	
0	8566	0				0	1	0	
0	8899	0				0	1	0	
0	9599	0				0	1	0	
256	9966	0				0	1	3	
0	10499	0				0	1	0	
256	10833	0				0	1	3	
0	11366	0				0	1	0	
128	11733	0				0	1	0	
256	12433	0				0	1	3	
128	12766	0				0	1	0	
256	13133	0				0	1	3	
521	13666	0				0	1	0	
256	14199	0				0	1	3	
256	14533	0				0	1	0	
128	15233	0				0	1	0	
256	15599	0				0	1	1	
256	16133	0				0	1	3	
521	16499	0				0	1	0	
521	17033	0				0	1	0	
256	17366	0				0	1	0	
256	18066	0				0	1	3	
128	18433	0				0	1	0	
256	18766	0				0	1	0	
128	19299	0				0	1	0	
521	19833	0				0	1	0	
256	20199	0				0	1	3	
256	20899	0				0	1	3	
0	21266	0				0	1	0	
256	21599	0				0	1	3	
256	22133	0				0	1	3	
0	22666	0				0	1	0	
0	22999	0				0	1	0	
256	23733	0				0	1	3	
521	24066	0				0	1	0	
256	24433	0				0	1	3	
256	24966	0				0	1	3	
256	25499	0				0	1	3	
128	25833	0	S		C2	0	1	0	
384	26533	0				0	1	0	
0	26899	0				0	1	0	
256	27433	0				0	1	3	
256	27966	0				0	1	3	
256	28299	0				0	1	0	
256	28666	0				0	1	3	
384	29366	0				0	1	0	
256	29733	0				0	1	3	
384	30066	0				0	1	0	
521	30599	0				0	1	0	
256	31133	0				0	1	3	
0	31499	0				0	1	0	
256	32199	0				0	1	3	
128	32566	0				0	1	0	
256	32899	0				0	1	0	
256	33433	0				0	1	3	
256	33966	0				0	1	3	
0	34299	0				0	1	0	
0	34999	0				0	1	0	
256	35366	0				0	1	3	
128	35733	0				0	1	0	
256	36433	0				0	1	3	
521	36766	0				0	1	0	
256	37133	0				0	1	3	
0	37833	0				0	1	0	
384	38199	0				0	1	4	
256	38733	0				0	1	3	
128	39066	0				0	1	1	
384	39599	0				0	1	0	
256	39966	0				0	1	3	
256	40666	0				0	1	3	
384	41033	0				0	1	0	
256	41366	0				0	1	3	
128	41899	0				0	1	0	
256	42433	0				0	1	3	
0	42766	0				0	1	0	
256	43499	0				0	1	3	
0	43833	0				0	1	0	
384	44199	0				0	1	0	
256	44899	0				0	1	3	
0	45233	0				0	1	0	
521	45599	0				0	1	0	
0	46299	0				0	1	0	
256	46666	0				0	1	3	
0	46999	0				0	1	0	
256	47533	0				0	1	3	
384	48066	0				0	1	0	
256	48433	0				0	1	3	
128	49133	0				0	1	0	
384	49499	0				0	1	0	
384	50033	0				0	1	0	
256	50366	0				0	1	3	
256	50899	0				0	1	0	
256	51433	0				0	1	0	
256	51966	0	S		C3	0	1	3	
0	52299	0				0	1	0	
256	52666	0				0	1	3	
0	53366	0				0	1	0	
256	53733	0				0	1	3	
256	54066	0				0	1	0	
256	54766	0				0	1	0	
256	55133	0				0	1	3	
256	55666	0				0	1	3	
256	56199	0				0	1	3	
0	56533	0				0	1	0	
256	56899	0				0	1	3	
128	57599	0				0	1	0	
256	57966	0				0	1	3	
128	58299	0				0	1	0	
256	58833	0				0	1	0	
128	59366	0				0	1	0	
256	59733	0				0	1	3	
256	60433	0				0	1	3	
0	60766	0				0	1	0	
256	61133	0				0	1	3	
521	61666	0				0	1	0	
0	62199	0				0	1	1	
384	62533	0				0	1	0	
128	63233	0				0	1	0	
0	63599	0				0	1	0	
256	63966	0				0	1	3	
256	64666	0				0	1	3	
256	65033	0				0	1	0	
256	65366	0				0	1	0	
256	66066	0				0	1	0	
256	66433	0				0	1	3	
256	66966	0				0	1	3	
256	67499	0				0	1	3	
0	67833	0				0	1	0	
128	68199	0				0	1	1	
256	68899	0				0	1	3	
0	69266	0				0	1	0	
256	69599	0				0	1	3	
256	70133	0				0	1	0	
0	70666	0				0	1	0	
384	70999	0				0	1	0	
256	71733	0				0	1	3	
521	72099	0				0	1	0	
384	72599	0				0	1	0	
256	72966	0				0	1	3	
0	73499	0				0	1	0	
0	73833	0				0	1	0	
256	74533	0				0	1	3	
0	74899	0				0	1	0	
128	75266	0				0	1	0	
256	75966	0				0	1	3	
384	76299	0				0	1	0	
256	76666	0				0	1	3	
521	77366	0				0	1	0	
256	77733	0				0	1	3	
256	78066	0				0	1	0	
256	78599	0				0	1	3	
0	79133	0				0	1	0	
128	79499	0				0	1	0	
256	80199	0				0	1	3	
128	80566	0				0	1	0	
256	80899	0				0	1	3	
256	81433	0				0	1	0	
521	81966	0				0	1	0	
256	82299	0				0	1	3	
0	82999	0				0	1	0	
128	83366	0				0	1	0	
384	83733	0				0	1	0	
0	84433	0	S		C1	0	1	0	
