音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	Event	
256	1420	0				0	1			1	
128	2470	0				0	1				
128	2620	0				0	1				
64	2920	0				0	1				
0	3220	0				0	1				
128	4120	0				0	1				
256	5020	0				0	1	7	1-1		
384	5620	0				0	1	7	0-1		
256	6520	0				0	1				
320	7120	0				0	1				
384	7420	0				0	1				
512	8020	0				0	1				
512	8320	0				0	1				
384	8920	0				0	1				
256	9520	0				0	1	5			
256	9670	0				0	1	5			
256	9820	0				0	1	5			
256	9970	0				0	1	5			
256	10120	0				0	1	5			
192	10420	0				0	1				
256	11020	0				0	1				
320	11320	0				0	1				
384	11620	0				0	1				
448	11920	0				0	1				
512	12220	0				0	1	7	0-1		
448	12520	0				0	1	7	0-1		
384	12820	0				0	1	7	0-1		
320	13120	0				0	1	7	0-1		
256	13420	0				0	1	7	1-1	1	
320	13720	0				0	1	7	0-1		
176	14920	0				0	1				
176	15220	0				0	1				
320	15820	0				0	1				
400	16420	0				0	1				
256	17020	0				0	1	5			
256	17320	0				0	1	5			
256	17620	0				0	1	5			
128	18220	0				0	1				
128	18520	0	S			0	1				
64	19120	0				0	1				
0	19420	0				0	1				
64	19720	0				0	1				
128	20020	0				0	1				
192	20320	0				0	1				
256	20620	0				0	1	6		1	
384	21220	0				0	1	4			
256	22120	0				0	1	5			
256	22420	0				0	1	5			
256	22720	0				0	1	5			
256	23020	0				0	1	5			
128	23620	0				0	1	7	1-1		
256	24220	0				0	1	7	2-1		
384	24820	0				0	1	7	0-1		
512	25420	0				0	1	7	0-1		
256	26020	0				0	1	7	1-1		
0	26920	0				0	1				
128	27220	0				0	1				
256	27820	0				0	1	3			
384	28120	0				0	1				
256	28420	0				0	1				
384	28720	0				0	1				
256	29020	0				0	1				
384	29320	0				0	1				
512	29620	0				0	1				
384	29920	0				0	1				
256	30220	0				0	1			1	
0	30820	0				0	1				
256	31420	0				0	1				
512	32320	0				0	1	4			
256	33520	0				0	1				
256	33820	0				0	1				
128	34420	0				0	1	7	1-1		
256	35020	0				0	1	7	1-1		
384	35620	0				0	1				
320	35920	0	S			0	1				
256	36220	0				0	1	7	1-1		
176	36520	0				0	1	7	1-1		
128	36820	0				0	1	7	1-1		
64	37120	0				0	1	7	1-1		
0	37420	0				0	1	7	1-1		
128	38020	0				0	1				
208	38620	0				0	1	5			
208	38920	0				0	1	5			
208	39220	0				0	1	5			
208	39520	0				0	1	5			
256	39820	0				0	1	6		1	
128	40420	0				0	1				
384	41320	0				0	1				
448	41620	0				0	1				
512	41920	0				0	1				
416	42220	0				0	1				
256	42820	0				0	1				
256	43120	0				0	1				
176	43420	0				0	1	5			
176	43720	0				0	1	5			
176	44020	0				0	1	5			
176	44320	0				0	1	5			
176	44620	0				0	1	5			
256	45220	0				0	1				
0	46120	0				0	1				
80	46420	0				0	1				
256	47020	0				0	1	7	1-1		
336	47320	0				0	1	7	0-1		
384	47620	0				0	1				
448	47920	0				0	1				
512	48220	0				0	1				
448	48520	0				0	1				
384	48820	0				0	1				
320	49120	0				0	1				
256	49420	0				0	1	3		1	
128	50020	0				0	1				
256	50620	0				0	1				
512	51520	0				0	1	4			
256	52720	0				0	1				
256	53020	0				0	1				
128	53620	0				0	1				
256	54220	0				0	1				
384	54820	0				0	1				
320	55120	0				0	1				
256	55420	0				0	1				
176	55720	0				0	1				
128	56020	0				0	1				
64	56320	0				0	1				
144	56620	0				0	1				
256	57220	0	S			0	1				
