音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1397	0				0	1	3		
512	2427	0				0	1			
512	2771	0				0	1			
256	3458	0				0	1			
0	4145	0				0	1			
256	5520	0				0	1	1		
512	6207	0				0	1			
256	6894	0				0	1			
512	7926	0				0	1			
512	8269	0				0	1			
256	8955	0				0	1			
0	9644	0				0	1			
128	11017	0				0	1	1		
256	11704	0				0	1			
256	12391	0	S		C2	0	1	3		
512	13422	0				0	1			
384	13766	0				0	1			
256	14109	0				0	1			
256	15140	0				0	1			
384	16514	0				0	1	1		
512	17201	0				0	1			
256	17889	0				0	1			
0	18919	0				0	1			
128	19263	0				0	1			
512	19950	0				0	1			
256	20637	0				0	1			
384	22012	0				0	1	1		
512	22699	0				0	1			
512	23043	0				0	1			
256	23387	0			C3	0	1	3		
0	24417	0				0	1			
128	24717	0				0	1			
384	25361	0				0	1			
128	26049	0				0	1			
400	28201	0				0	1	5		
112	28372	0				0	1	5		
400	28501	0				0	1	5		
112	28630	0				0	1	5		
400	28759	0				0	1	5		
112	28888	0				0	1	5		
256	29915	0				0	1			
256	30258	0				0	1			
512	30902	0				0	1			
0	31589	0				0	1			
256	33006	0				0	1	1		
512	33693	0				0	1			
256	34380	0	S		C1	0	1	3		
384	35067	0				0	1			
128	35411	0				0	1			
512	36442	0				0	1			
256	37129	0				0	1			
512	37817	0				0	1			
512	38160	0				0	1			
256	39191	0				0	1	1		
0	39877	0				0	1			
256	40221	0				0	1			
512	40565	0				0	1			
0	41252	0				0	1			
512	41946	0				0	1			
256	42627	0	S		C2	0	1			
