音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1110	0				0	1			
128	1538	0				0	1			
0	1967	0				0	1			
256	2396	0				0	1	3		
512	3253	0				0	1			
256	3681	0				0	1			
512	4110	0				0	1			
0	4967	0				0	1			
0	5396	0				0	1			
0	5824	0				0	1			
384	6681	0				0	1			
256	7110	0				0	1			
128	7538	0				0	1			
512	8396	0				0	1			
512	8824	0				0	1			
256	9253	0				0	1	3		
512	10110	0				0	1			
256	10538	0				0	1			
256	10753	0				0	1			
256	10967	0				0	1			
0	11824	0				0	1			
128	12253	0				0	1			
128	12467	0				0	1			
128	12681	0				0	1			
384	13538	0				0	1			
256	13967	0				0	1			
256	14181	0				0	1			
256	14396	0				0	1			
0	15253	0				0	1			
256	16110	0	S		C2	0	1	3		
512	16967	0				0	1			
128	17824	0				0	1			
384	18681	0				0	1			
256	19110	0				0	1			
128	19538	0				0	1			
128	19753	0				0	1			
256	20396	0				0	1	1		
384	21253	0				0	1			
0	22110	0				0	1			
128	22538	0				0	1			
256	22967	0				0	1			
256	23181	0				0	1			
0	23824	0				0	1			
256	24681	0				0	1			
0	25538	0				0	1			
128	25967	0				0	1			
128	26181	0				0	1			
128	26395	0				0	1			
384	27253	0				0	1			
128	28110	0				0	1			
512	28967	0				0	1			
384	29395	0				0	1			
256	29824	0			C3	0	1	3		
0	30681	0				0	1			
128	31110	0				0	1			
256	31324	0				0	1			
384	31538	0				0	1			
128	32395	0				0	1			
256	32824	0				0	1			
256	33038	0				0	1			
256	33253	0				0	1			
512	34110	0				0	1			
384	34538	0				0	1			
512	34753	0				0	1			
384	34967	0				0	1			
128	35824	0				0	1			
256	36253	0				0	1			
256	36467	0				0	1			
256	36681	0				0	1			
0	37538	0				0	1			
128	37860	0				0	1			
256	38181	0				0	1			
256	38396	0				0	1			
0	39253	0				0	1			
256	39681	0				0	1			
128	39896	0				0	1	1		
0	40110	0				0	1			
256	40967	0				0	1			
384	41288	0				0	1			
256	41610	0				0	1			
256	41824	0				0	1			
512	42681	0				0	1			
384	43110	0				0	1			
384	43324	0				0	1			
384	43538	0				0	1			
128	43967	0				0	1			
384	44396	0				0	1			
128	44824	0				0	1			
128	45038	0				0	1			
256	45253	0	S		C1	0	1	3		
512	45681	0				0	1			
384	46110	0				0	1			
256	46538	0				0	1			
256	46753	0				0	1			
256	46967	0				0	1			
384	47396	0				0	1			
256	47824	0				0	1			
128	48253	0				0	1			
256	48467	0				0	1			
384	48681	0				0	1			
128	49110	0				0	1			
384	49538	0				0	1			
256	49967	0				0	1			
256	50181	0				0	1			
128	50396	0				0	1			
384	50824	0				0	1			
256	51038	0				0	1	1		
128	51253	0				0	1			
128	51467	0				0	1			
256	51681	0				0	1			
384	51896	0				0	1			
256	52110	0			C2	0	1	3		
256	52538	0				0	1			
416	52967	0				0	1	5		
96	53181	0				0	1	5		
416	53396	0				0	1	5		
96	53610	0				0	1	5		
416	53824	0				0	1	5		
256	54253	0				0	1			
128	54467	0				0	1	1		
0	54681	0				0	1			
128	54896	0				0	1			
0	55110	0				0	1			
128	55324	0				0	1			
256	55538	0				0	1			
256	55967	0				0	1			
96	56396	0				0	1	5		
416	56610	0				0	1	5		
96	56824	0				0	1	5		
416	57038	0				0	1	5		
96	57253	0				0	1	5		
256	57681	0				0	1			
256	58110	0				0	1	1		
256	58538	0	S		C3	0	1			
