音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	
256	1571	0				0	1				
256	1785	0				0	1				
0	3500	0				0	1				
0	3928	0				0	1				
256	4785	0				0	1				
512	5214	0				0	1				
512	5428	0				0	1				
256	5857	0				0	1				
512	6285	0				0	1				
256	7357	0				0	1	3		2	
256	8000	0				0	1				
256	8214	0				0	1				
256	8428	0				0	1				
256	8642	10357				0	1	2			
256	10785	0				0	1	3		2	
256	11428	0				0	1				
128	11857	0				0	1				
128	12071	0				0	1				
384	12500	0				0	1				
256	13357	0				0	1				
256	14214	0				0	1	1			
256	15000	0			C2	0	1	3		2	
256	15643	0				0	1				
256	16071	0				0	1				
256	16285	18000				0	1	2			
256	18428	0				0	1				
512	19071	0				0	1				
256	19714	0				0	1				
256	19928	0				0	1				
0	20357	0				0	1				
256	20785	0				0	1				
256	21857	0				0	1	3		2	
416	22500	0				0	1	5			
96	22714	0				0	1	5			
416	22928	0				0	1	5			
96	23142	0				0	1	5			
320	24214	0				0	1	1			
384	25285	0				0	1				
384	25928	0				0	1				
416	26357	0				0	1	5			
96	26571	0				0	1	5			
416	26785	0				0	1	5			
96	27000	0				0	1	5			
416	27428	0				0	1	5			
96	27857	0				0	1	5			
256	28714	0				0	1	7	2-1		
256	29142	0				0	1	7	2-1		
384	29571	0				0	1	7	0-1		
384	30000	0				0	1	7	0-1		
128	30428	0				0	1	7	1-1		
128	30857	0				0	1	7	1-1		
256	31285	0	S			0	1	7	2-1		
256	31714	0				0	1	7	2-1		
416	32142	0				0	1	5			
96	32357	0				0	1	5			
416	32571	0				0	1	5			
96	32785	0				0	1	5			
416	33000	0				0	1	5			
96	33214	0				0	1	5			
416	33428	0				0	1	5			
96	33642	0				0	1	5			
416	33857	0				0	1	5			
96	34071	0				0	1	5			
416	34285	0				0	1	5			
96	34500	0				0	1	5			
416	34714	0				0	1	5			
256	35785	0				0	1	1			
256	36857	0			C3	0	1	7			
0	37714	0				0	1	7	0-2		
512	38571	0				0	1	7	1-2		
0	39428	0				0	1	7	0-2		
512	40285	0				0	1	7	1-2		
256	41142	0				0	1	7	2-1		
384	41571	0				0	1				
384	42000	0				0	1				
128	42428	0				0	1				
128	42857	0				0	1				
256	43285	0				0	1				
256	43714	0				0	1				
512	44142	0				0	1				
512	44571	0				0	1				
512	45000	0				0	1				
0	45857	0				0	1				
512	46714	0				0	1				
256	47571	0				0	1				
256	48428	0				0	1				
256	48857	0				0	1				
256	49071	0				0	1				
256	49714	0				0	1				
256	50142	0				0	1	3		2	
128	50571	0				0	1				
128	50785	0				0	1				
384	51214	0				0	1				
384	51428	0				0	1				
512	51857	0				0	1				
384	52285	0				0	1				
384	52714	0				0	1				
256	53571	0				0	1				
0	54000	0				0	1				
256	54428	0				0	1				
0	54857	0				0	1				
128	55285	0				0	1	5			
384	55500	0				0	1	5			
128	55714	0				0	1	5			
384	55928	0				0	1	5			
128	56142	0				0	1	5			
384	56571	0				0	1	5			
256	57000	0	S			0	1	3		2	
384	57428	0				0	1				
384	57642	0				0	1				
128	58071	0				0	1				
128	58285	0				0	1				
0	58714	0				0	1				
128	59142	0				0	1				
256	59571	0				0	1				
384	60428	0				0	1				
512	60857	0				0	1				
384	61285	0				0	1				
512	61714	0				0	1				
416	62142	0				0	1	5			
96	62357	0				0	1	5			
416	62571	0				0	1	5			
96	62785	0				0	1	5			
256	63428	0				0	1	1			
256	63857	0				0	1	3		2	
256	64286	0				0	1				
256	64500	0				0	1				
0	64929	0				0	1				
0	65142	0				0	1				
256	65572	0				0	1				
512	66000	0				0	1				
256	66429	0				0	1				
256	67286	0				0	1				
512	67715	0				0	1				
256	68143	0				0	1				
0	68571	0				0	1				
96	69000	0				0	1	5			
416	69215	0				0	1	5			
96	69428	0				0	1	5			
416	69643	0				0	1	5			
96	69857	0				0	1	5			
416	70285	0				0	1	5			
256	70715	0				0	1	3		2	
256	71142	0				0	1				
256	71357	0				0	1				
512	71786	0				0	1				
512	72000	0				0	1				
256	72429	0				0	1				
0	72857	0				0	1				
256	73286	0				0	1				
384	74143	0				0	1				
384	74571	0				0	1				
128	75000	0				0	1				
128	75428	0				0	1				
416	75857	0				0	1	5			
96	76072	0				0	1	5			
416	76285	0				0	1	5			
128	76500	0				0	1	5			
384	76714	0				0	1	5			
128	76928	0				0	1	5			
384	77142	0				0	1	5			
256	77571	0			C1	0	1	3		2	
384	78000	0				0	1				
384	78214	0				0	1				
128	78642	0				0	1				
128	78857	0				0	1				
256	79285	0				0	1				
256	79714	0				0	1				
256	80142	0				0	1				
512	81000	0				0	1				
256	81428	0				0	1				
0	81857	0				0	1				
256	82285	0				0	1				
512	82714	0				0	1				
512	82928	0				0	1				
512	83142	0				0	1				
512	83571	0				0	1				
512	84000	0				0	1				
256	84428	0				0	1	3		2	
384	84857	0				0	1				
384	85071	0				0	1				
128	85500	0				0	1				
128	85714	0				0	1				
256	86142	0				0	1				
256	86571	0				0	1				
256	87000	0				0	1				
0	87857	0				0	1				
256	88285	0				0	1				
512	88714	0				0	1				
512	88928	0				0	1				
512	89142	0				0	1				
256	89571	0				0	1				
256	90000	0				0	1				
256	90214	0				0	1				
256	91285	0				0	1	6		2	
256	91714	0				0	1				
256	91928	0				0	1				
0	92357	0				0	1				
0	92571	0				0	1				
256	93000	0				0	1				
256	93428	0				0	1				
256	93857	94714				0	1	2			
256	95571	0				0	1				
96	96428	0				0	1	5			
416	96642	0				0	1	5			
96	96857	0				0	1	5			
416	97071	0				0	1	5			
96	97285	0				0	1	5			
416	97500	0				0	1	5			
96	97714	0				0	1	5			
256	98142	0	S		C2	0	1	3		2	
