音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
521	1266	0				0	1	0	
128	1766	0				0	1	0	
384	2166	0				0	1	0	
0	2766	0				0	1	0	
0	3233	0				0	1	0	
521	3666	0				0	1	0	
128	4133	0				0	1	0	
0	4533	0				0	1	0	
0	5599	0				0	1	0	
128	6499	0				0	1	0	
384	7266	0				0	1	0	
256	8399	0				0	1	3	
128	9299	0				0	1	0	
128	9599	0				0	1	0	
128	11233	0				0	1	0	
0	11566	0				0	1	0	
0	11866	0				0	1	0	
384	12266	0				0	1	0	
256	12733	0				0	1	3	
256	13166	0				0	1	0	
384	13733	0				0	1	0	
384	14033	0				0	1	0	
384	14299	0				0	1	0	
0	15799	0				0	1	0	
128	16333	0				0	1	0	
256	16999	0				0	1	3	
521	17499	0				0	1	0	
384	18066	0				0	1	4	
0	18699	0				0	1	0	
384	19399	0				0	1	0	
256	19866	0				0	1	3	
128	20566	0				0	1	0	
256	21066	0				0	1	1	
256	21466	0				0	1	3	
256	21766	0				0	1	0	
256	22233	0				0	1	3	
256	22833	0				0	1	3	
0	23433	0				0	1	0	
256	23833	0				0	1	3	
256	24166	0				0	1	0	
256	24633	0				0	1	0	
256	25033	0				0	1	3	
256	25333	0				0	1	0	
256	25799	0				0	1	0	
256	26233	0				0	1	0	
256	26533	0				0	1	3	
128	26999	0				0	1	0	
256	27399	0				0	1	3	
384	27999	0				0	1	0	
256	28833	0				0	1	3	
128	29366	0				0	1	0	
256	30366	0				0	1	3	
256	30966	0				0	1	3	
0	31866	0				0	1	0	
0	32166	0				0	1	0	
128	32933	0				0	1	0	
256	33333	0				0	1	3	
256	33633	0				0	1	0	
256	34133	0				0	1	3	
521	34533	0				0	1	0	
256	35299	0				0	1	3	
128	35699	0				0	1	0	
0	36033	0				0	1	0	
0	36499	0				0	1	0	
256	36899	0				0	1	3	
256	37199	0				0	1	0	
128	37499	0				0	1	5	
384	37799	0				0	1	5	
128	38099	0				0	1	5	
384	38399	0				0	1	5	
128	39299	0				0	1	5	
256	41366	0				0	1	0	
384	41966	0				0	1	0	
256	42433	0				0	1	3	
128	43166	0				0	1	0	
256	43633	0				0	1	3	
256	44066	0				0	1	0	
128	44833	0				0	1	0	
256	45233	0				0	1	3	
256	45533	0				0	1	0	
521	45999	0				0	1	0	
256	46399	0				0	1	3	
256	47199	0				0	1	0	
256	48399	0				0	1	0	
128	48999	0				0	1	0	
256	49566	0				0	1	3	
384	50266	0				0	1	0	
256	50766	0				0	1	3	
256	51166	0				0	1	0	
256	51466	0				0	1	0	
0	51933	0				0	1	0	
256	52333	0				0	1	3	
384	53133	0				0	1	0	
384	53733	0				0	1	0	
256	55033	0				0	1	3	
521	55499	0				0	1	0	
256	56099	0				0	1	3	
0	56499	0	S		C2	0	1	0	
256	57433	0				0	1	3	
128	57899	0				0	1	0	
256	58299	0				0	1	3	
256	58599	0				0	1	0	
256	59066	0				0	1	3	
256	59799	0				0	1	0	
521	60133	0				0	1	0	
256	61299	0				0	1	0	
256	61699	0				0	1	3	
128	62166	0				0	1	0	
256	63066	0				0	1	3	
256	63366	0				0	1	0	
384	63833	0				0	1	0	
256	64233	0				0	1	3	
256	64533	0				0	1	0	
521	64999	0				0	1	0	
256	65599	0				0	1	3	
256	66199	0				0	1	3	
256	66933	0				0	1	1	
256	67399	0				0	1	3	
256	67799	0				0	1	0	
256	68099	0				0	1	0	
256	68599	0				0	1	3	
521	68999	0				0	1	0	
521	69299	0				0	1	0	
256	69766	0				0	1	3	
384	70166	0				0	1	0	
384	70466	0				0	1	0	
384	70766	0				0	1	0	
256	71333	0				0	1	3	
256	71666	0				0	1	0	
384	72133	0				0	1	0	
256	72533	0				0	1	3	
384	73333	0				0	1	0	
256	73733	0				0	1	3	
256	74033	0				0	1	0	
256	74533	0				0	1	0	
256	74933	0				0	1	3	
256	75233	0				0	1	0	
0	75733	0				0	1	0	
256	76099	0				0	1	3	
384	76433	0				0	1	0	
256	76899	0				0	1	3	
384	77499	0				0	1	0	
128	78099	0				0	1	1	
256	78499	0				0	1	3	
256	78799	0				0	1	0	
0	79266	0				0	1	0	
256	79699	0				0	1	3	
256	79999	0				0	1	0	
256	80466	0				0	1	3	
256	82066	0				0	1	3	
256	82366	0				0	1	0	
128	82833	0				0	1	0	
384	83566	0				0	1	0	
256	84033	0				0	1	3	
0	84433	0				0	1	0	
256	85033	0				0	1	3	
256	85599	0				0	1	0	
0	85933	0				0	1	0	
256	86399	0				0	1	3	
384	86833	0				0	1	4	
521	87599	0				0	1	0	
521	87999	0				0	1	0	
256	88299	0				0	1	3	
0	88766	0				0	1	0	
256	89199	0				0	1	3	
256	89966	0				0	1	0	
256	90366	0				0	1	3	
256	90666	0				0	1	0	
521	91166	0				0	1	0	
256	91566	0				0	1	3	
256	92733	0				0	1	0	
256	93533	0				0	1	0	
256	93933	0				0	1	3	
256	94233	0				0	1	0	
384	94533	0				0	1	5	
128	94833	0				0	1	5	
384	95133	0				0	1	5	
128	95433	0				0	1	5	
384	95899	0				0	1	0	
256	96333	0				0	1	0	
0	97099	0				0	1	0	
256	97499	0				0	1	3	
256	97799	0				0	1	0	
521	98266	0				0	1	0	
256	98699	0				0	1	3	
256	99299	0				0	1	0	
128	99866	0				0	1	0	
128	100166	0				0	1	0	
0	100666	0				0	1	0	
256	101366	0				0	1	3	
521	101833	0				0	1	0	
256	102266	0				0	1	0	
256	102566	0				0	1	3	
128	103033	0				0	1	0	
256	103433	0				0	1	3	
256	104033	0				0	1	3	
0	104633	0				0	1	0	
256	104933	0				0	1	3	
128	105399	0				0	1	0	
256	105833	0				0	1	3	
0	106599	0				0	1	0	
256	106999	0				0	1	3	
256	107299	0				0	1	0	
256	107799	0				0	1	3	
0	108199	0				0	1	0	
0	108499	0				0	1	0	
256	109033	0				0	1	0	
