音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	
256	2807	0				0	1				
0	3513	0				0	1				
0	3866	0				0	1				
256	4925	0				0	1				
512	5454	0				0	1				
256	6160	0				0	1				
256	6690	0				0	1				
416	7219	0				0	1	5			
96	7572	0				0	1	5			
416	7748	0				0	1	5			
96	7925	0				0	1	5			
416	8101	0				0	1	5			
96	8278	0				0	1	5			
256	10572	0				0	1	3		2	
256	11631	12866				0	1	2			
256	13219	0			C2	0	1	3		2	
0	13748	0				0	1				
0	14101	0				0	1				
256	14631	0				0	1				
256	14984	0				0	1				
256	15072	0				0	1	1			
256	15160	0				0	1				
384	16042	0				0	1				
384	16219	0				0	1				
128	16748	0				0	1				
128	16925	0				0	1				
128	17454	0				0	1				
384	17807	0				0	1				
128	18160	0				0	1				
256	18513	0				0	1				
384	18866	0				0	1	5			
128	19042	0				0	1	5			
384	19219	0				0	1	5			
128	19395	0				0	1	5			
384	19572	0				0	1	5			
256	20454	0	S			0	1	6		2	
512	21866	0				0	1	7	0-2		
512	22042	0				0	1	7	0-2		
512	22219	0				0	1	7	0-2		
512	22395	0				0	1	7	0-2		
256	24690	0			C3	0	1	3		2	
128	25395	0				0	1				
128	25748	0				0	1				
0	26101	0				0	1				
0	26454	0				0	1				
256	27160	0				0	1				
256	27337	28572				0	1	2			
384	29101	0				0	1				
384	29454	0				0	1				
512	29807	0				0	1				
512	30337	0				0	1				
384	30866	0				0	1				
128	31748	0				0	1	7	1-1		
128	32101	0				0	1	7	1-1		
384	32631	0				0	1	7	0-1		
384	32807	0				0	1	7	0-1		
384	33160	0				0	1	7	0-1		
256	33513	0				0	1	3		2	
96	34219	0				0	1	5			
416	34572	0				0	1	5			
96	34925	0				0	1	5			
416	35278	0				0	1	5			
96	35631	0				0	1	5			
416	35807	0				0	1	5			
96	35984	0				0	1	5			
0	36690	0				0	1				
0	37042	0				0	1				
256	37395	0				0	1				
256	37748	0				0	1				
256	38278	0				0	1				
256	38454	39866				0	1	2			
256	40219	0				0	1	3		2	
512	40925	0				0	1				
384	41631	0				0	1				
384	41984	0				0	1				
384	42513	0				0	1				
256	43042	0	S			0	1				
0	43572	0				0	1				
0	43925	0				0	1				
0	44013	0				0	1	1			
0	44101	0				0	1				
0	44454	0				0	1				
256	44807	0				0	1				
256	45160	46925				0	1	2			
256	47278	0			C1	0	1	3		2	
384	47631	0				0	1				
384	47807	0				0	1				
256	48160	0				0	1				
256	48337	0				0	1				
128	48866	0				0	1				
128	49219	0				0	1				
256	49572	0				0	1				
256	49748	0				0	1				
384	50278	0				0	1				
384	50631	0				0	1				
256	50984	0				0	1				
256	51160	0				0	1				
128	51690	0				0	1				
128	52042	0				0	1				
0	52395	0				0	1				
0	52572	0				0	1				
128	53101	0				0	1				
128	53454	0				0	1				
256	53807	0				0	1				
256	53984	0				0	1				
384	54513	0				0	1				
384	54866	0				0	1				
256	55219	0				0	1				
256	55395	0				0	1				
128	55925	0				0	1				
128	56278	0				0	1				
256	56631	0				0	1				
256	56807	0				0	1				
512	57690	0				0	1				
512	57866	0				0	1				
384	58219	0				0	1				
256	58572	0			C2	0	1				
256	58748	0				0	1				
256	58925	0				0	1				
256	59101	61395				0	1	2			
0	61748	0				0	1				
0	61925	0				0	1				
0	62190	0				0	1				
0	62454	0				0	1				
128	62807	0				0	1				
256	63160	0				0	1				
96	63690	0				0	1	5			
416	63866	0				0	1	5			
128	64219	0				0	1	5			
384	64395	0				0	1	5			
128	64572	0				0	1	5			
384	64748	0				0	1	5			
256	67042	0				0	1				
256	68101	0	S		C3	0	1				
