音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	Event	
256	326	0				0	1			1	
128	726	0				0	1				
256	1126	0				0	1				
320	1326	0				0	1				
384	1526	0				0	1				
448	1726	0				0	1				
512	1926	0				0	1				
256	2326	0				0	1				
0	2726	0				0	1				
256	3126	0				0	1				
512	3526	0				0	1			1	
512	3826	0				0	1				
512	3926	0				0	1				
256	4326	0				0	1				
0	4726	0				0	1				
256	5126	0				0	1			1	
256	5426	0				0	1				
256	5526	0				0	1				
512	5926	0				0	1	7	0-1		
256	6326	0				0	1	7	1-1		
128	6926	0				0	1	5			
128	7126	0				0	1	5			
128	7326	0				0	1	5			
384	7526	0				0	1	5			
384	7726	0				0	1	5			
384	7926	0				0	1	5			
256	8726	0				0	1				
512	9326	0				0	1				
512	9526	0				0	1				
384	9926	0				0	1			1	
256	10326	0				0	1				
0	10926	0				0	1				
0	11126	0				0	1				
256	11526	0				0	1	7	0-1		
0	11926	0				0	1	7	1-1		
256	12526	0				0	1				
256	12726	0				0	1				
512	13126	0				0	1	7	0-1	1	
256	13526	0				0	1	7	0-1		
0	13926	0				0	1	7	1-1		
256	14326	0				0	1				
256	14526	0				0	1				
256	14726	0				0	1				
0	15326	0				0	1	4			
256	16326	0				0	1	3		1	
320	16526	0				0	1				
384	16726	0				0	1				
512	17126	0				0	1				
448	17326	0				0	1				
0	18326	0				0	1				
128	18726	0				0	1				
256	19126	0				0	1				
128	19926	0				0	1				
256	20326	0				0	1				
384	20726	0				0	1				
512	21526	0				0	1				
448	21726	0				0	1				
384	21926	0				0	1				
320	22126	0				0	1				
256	22726	0				0	1	3		1	
0	23326	0				0	1				
0	23526	0				0	1				
256	23926	0				0	1				
512	24326	0	S			0	1				
256	24726	0				0	1				
0	25126	0				0	1	5			
0	25326	0				0	1	5			
0	25526	0				0	1	5			
256	25926	0				0	1			1	
512	26326	0				0	1				
256	26726	0				0	1				
256	26926	0				0	1				
256	27126	0				0	1				
512	27526	0				0	1				
256	27926	0				0	1				
0	28326	0				0	1				
512	28926	0				0	1				
448	29126	0				0	1				
256	29726	0				0	1				
320	29926	0				0	1				
512	30326	0				0	1				
256	30726	0				0	1			1	
0	31126	0				0	1				
256	31526	0				0	1	7	2-1		
256	31726	0				0	1	7	2-1		
256	31926	0				0	1	7	2-1		
0	32326	0				0	1				
256	32726	0				0	1				
368	33126	0				0	1	5			
368	33326	0				0	1	5			
368	33526	0				0	1	5			
368	33726	0				0	1	5			
176	34126	0				0	1	5			
176	34326	0				0	1	5			
176	34526	0				0	1	5			
0	35326	0				0	1				
0	35526	0				0	1				
256	36326	0				0	1	3		1	
512	37126	0				0	1	4			
256	37726	0				0	1				
256	37926	0				0	1				
0	38326	0				0	1				
256	38726	0				0	1	3		1	
512	39126	0				0	1				
448	39326	0				0	1				
256	39726	0				0	1				
320	39926	0				0	1				
128	40326	0				0	1				
384	40726	0				0	1				
512	41126	0				0	1				
256	41526	0				0	1	7	1-1		
0	41926	0				0	1			1	
256	42326	0				0	1				
192	42526	0				0	1				
384	42926	0				0	1				
320	43126	0				0	1				
0	43726	0				0	1	4			
256	44126	0				0	1				
256	44326	0				0	1				
512	44726	0				0	1				
256	45126	0				0	1				
0	45526	0				0	1				
256	45926	0				0	1	7	1-1		
512	46326	0				0	1				
256	46726	0				0	1			1	
0	47126	0				0	1				
256	47526	0				0	1	5			
256	47726	0				0	1	5			
256	47926	0				0	1	5			
512	48326	0				0	1				
256	48726	0				0	1				
0	49126	0				0	1				
256	49526	0				0	1				
256	49726	0				0	1				
256	49926	0				0	1				
512	50726	0				0	1	7	0-2		
256	51126	0	S			0	1	7	0-1		
0	51526	0				0	1	7	1-1	1	
256	51926	0				0	1				
256	52126	0				0	1				
512	52526	0				0	1				
512	52726	0				0	1				
256	53126	0				0	1	3			
512	53526	0				0	1				
256	53926	0				0	1	7	1-1		
192	54126	0				0	1	7	1-1		
128	54326	0				0	1	7	1-1		
384	54726	0				0	1				
128	55126	0				0	1				
384	55526	0				0	1	5			
384	55726	0				0	1	5			
384	55926	0				0	1	5			
384	56126	0				0	1	5			
256	56926	0				0	1				
256	57126	0				0	1				
0	57526	0				0	1				
256	57926	0				0	1	7	2-1	1	
512	58326	0				0	1				
256	58726	0				0	1				
0	59126	0				0	1				
256	59526	0				0	1				
0	59926	0				0	1				
128	60126	0				0	1				
256	60326	0				0	1				
512	60726	0				0	1				
256	61126	0				0	1				
256	61526	0				0	1				
128	61726	0				0	1				
0	61926	0				0	1				
512	62326	0				0	1				
512	62526	0				0	1				
256	63126	0				0	1	4			
0	63926	0				0	1				
256	64326	0				0	1			1	
256	64548	0				0	1	5			
256	64637	0				0	1	5			
256	64726	0				0	1	5			
512	65326	0				0	1				
448	65526	0				0	1				
384	65726	0				0	1				
320	65926	0				0	1	5			
256	66148	0				0	1	5			
256	66237	0				0	1	5			
256	66326	0				0	1				
128	66926	0				0	1				
192	67126	0				0	1				
384	67526	0				0	1	7	0-1		
128	67926	0				0	1	7	1-1		
256	68326	0				0	1				
336	68526	0				0	1				
400	68726	0				0	1				
0	69526	0				0	1	4			
400	70126	0				0	1				
400	70326	0				0	1				
256	70726	0				0	1			1	
256	70948	0				0	1	5			
256	71037	0				0	1	5			
256	71126	0				0	1	5			
512	71726	0				0	1				
512	71926	0				0	1				
256	72326	0				0	1	5			
256	72548	0				0	1	5			
256	72637	0				0	1	5			
256	72726	0				0	1				
0	73326	0				0	1				
128	73526	0				0	1				
512	73926	0				0	1	7	0-1		
256	74326	0				0	1	7	2-1		
0	74726	0				0	1				
128	74926	0				0	1				
256	75126	0				0	1				
512	75926	0	S			0	1				
