音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
256	1333	0				0	1	0	
521	3333	0				0	1	0	
384	3966	0				0	1	0	
384	4466	0				0	1	0	
128	6666	0				0	1	0	
128	7199	0				0	1	0	
0	8166	0				0	1	0	
256	8699	0				0	1	0	
521	10599	0				0	1	0	
0	11066	0				0	1	0	
128	12033	0				0	1	0	
0	13666	0				0	1	0	
0	15033	0				0	1	0	
521	15433	0				0	1	0	
0	16299	0				0	1	0	
128	16866	0				0	1	0	
256	17366	0				0	1	3	
128	17866	0				0	1	0	
256	19499	0				0	1	3	
521	20733	0				0	1	0	
256	21766	0				0	1	3	
256	22033	0				0	1	0	
256	22699	0				0	1	0	
256	23166	0				0	1	0	
256	23466	0				0	1	0	
521	24633	0				0	1	0	
256	25333	0				0	1	3	
128	26099	0				0	1	0	
256	27266	0				0	1	3	
256	27899	0				0	1	0	
521	28233	0				0	1	0	
521	28499	0				0	1	0	
256	28999	0				0	1	3	
0	29366	0				0	1	0	
256	29933	0				0	1	0	
128	30899	0				0	1	0	
128	31199	0				0	1	0	
128	31499	0				0	1	0	
256	31866	0				0	1	3	
256	33466	0				0	1	0	
256	33799	0				0	1	3	
256	34799	0				0	1	3	
256	35766	0				0	1	0	
256	36066	0				0	1	0	
256	36799	0				0	1	0	
256	37333	0				0	1	3	
128	37699	0				0	1	0	
128	38666	0				0	1	0	
128	38966	0				0	1	0	
128	39266	0				0	1	0	
256	39633	0				0	1	3	
256	40099	0				0	1	0	
384	40899	0				0	1	0	
384	41199	0				0	1	0	
256	41566	0				0	1	3	
128	43133	0				0	1	0	
256	43499	0				0	1	3	
0	43966	0				0	1	0	
521	44466	0				0	1	0	
128	45066	0				0	1	0	
256	45433	0				0	1	3	
256	46166	0				0	1	3	
521	46633	0				0	1	0	
384	46999	0				0	1	0	
256	47599	0				0	1	3	
384	48066	0				0	1	0	
256	48566	0				0	1	3	
521	48933	0				0	1	4	
128	49533	0				0	1	0	
256	50499	0				0	1	3	
128	50866	0				0	1	0	
384	51466	0				0	1	0	
256	51966	0				0	1	3	
256	52433	0				0	1	0	
521	52799	0				0	1	0	
384	53166	0				0	1	0	
256	53899	0				0	1	3	
256	54366	0				0	1	0	
128	54866	0				0	1	0	
128	55333	0				0	1	1	
256	55833	0				0	1	3	
384	56299	0	S		C2	0	1	0	
384	56799	0				0	1	0	
256	57766	0				0	1	3	
521	58233	0				0	1	0	
256	58733	0				0	1	0	
256	59199	0				0	1	0	
256	59699	0				0	1	3	
128	60166	0				0	1	0	
0	60566	0				0	1	0	
384	60899	0				0	1	0	
128	61533	0				0	1	0	
256	61899	0				0	1	3	
128	62599	0				0	1	0	
256	63566	0				0	1	3	
384	64033	0				0	1	0	
256	64533	0				0	1	3	
256	64799	0				0	1	0	
128	65499	0				0	1	0	
256	65999	0				0	1	3	
521	66366	0				0	1	0	
256	66966	0				0	1	0	
256	67433	0				0	1	3	
256	67933	0				0	1	0	
256	68299	0				0	1	0	
256	68666	0				0	1	3	
384	69366	0				0	1	0	
256	69866	0				0	1	3	
384	70333	0				0	1	0	
256	70833	0				0	1	3	
128	71299	0				0	1	0	
256	71799	0				0	1	3	
384	72266	0				0	1	0	
384	72533	0				0	1	0	
256	73233	0				0	1	3	
256	73733	0				0	1	0	
256	74199	0				0	1	3	
256	74699	0				0	1	3	
128	75166	0				0	1	0	
256	75666	0				0	1	3	
128	76033	0				0	1	0	
256	77366	0				0	1	3	
521	77966	0				0	1	0	
384	78333	0				0	1	0	
521	78699	0				0	1	0	
128	79299	0				0	1	0	
521	79899	0				0	1	0	
256	80266	0				0	1	3	
0	81432	0				0	1	0	
256	81832	0				0	1	0	
256	82199	0				0	1	3	
128	83699	0				0	1	0	
0	84132	0				0	1	0	
521	85099	0				0	1	1	
521	85399	0				0	1	0	
521	85699	0				0	1	0	
256	86066	0				0	1	3	
521	86566	0				0	1	0	
256	87266	0				0	1	3	
0	87632	0				0	1	1	
256	87999	0				0	1	3	
521	89199	0				0	1	0	
128	89566	0				0	1	0	
0	89932	0				0	1	0	
384	90666	0				0	1	0	
384	90932	0				0	1	0	
256	91499	0				0	1	0	
256	91866	0				0	1	3	
384	92266	0				0	1	0	
256	92832	0				0	1	3	
521	93466	0				0	1	0	
521	93799	0				0	1	0	
256	94166	0				0	1	0	
0	94532	0				0	1	0	
256	95399	0				0	1	3	
0	95766	0				0	1	0	
521	96732	0				0	1	4	
521	97332	0				0	1	0	
256	97699	0				0	1	3	
384	98399	0				0	1	0	
256	99266	0				0	1	0	
