音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1499	0				0	1	0	
256	1833	0				0	1	0	
256	2899	0				0	1	3	
384	3599	0				0	1	0	
256	4333	0				0	1	3	
384	4699	0				0	1	0	
256	5733	0				0	1	3	
0	6466	0				0	1	0	
256	7133	0				0	1	3	
384	7499	0				0	1	0	
256	8566	0				0	1	3	
521	9266	0				0	1	0	
521	11399	0				0	1	0	
0	11733	0				0	1	0	
256	12099	0				0	1	3	
384	12633	0				0	1	0	
384	13166	0				0	1	0	
256	13499	0				0	1	0	
128	13866	0				0	1	0	
256	14199	0				0	1	3	
128	14666	0				0	1	0	
128	14933	0				0	1	0	
128	15433	0				0	1	0	
256	15966	0				0	1	3	
521	16699	0				0	1	0	
256	17033	0				0	1	3	
521	17733	0				0	1	0	
0	18433	0				0	1	0	
256	18799	0				0	1	3	
521	19233	0				0	1	0	
521	19499	0				0	1	0	
256	19833	0				0	1	3	
0	20266	0				0	1	0	
0	20566	0				0	1	0	
256	21633	0				0	1	3	
128	22333	0				0	1	0	
256	22666	0				0	1	3	
384	23399	0				0	1	0	
256	24099	0				0	1	3	
256	24466	0				0	1	0	
521	24799	0				0	1	0	
128	25133	0				0	1	0	
256	25499	0				0	1	3	
521	25899	0				0	1	0	
256	26199	0				0	1	3	
256	26899	0				0	1	0	
256	27266	0				0	1	3	
384	27966	0				0	1	0	
256	28699	0				0	1	0	
256	29033	0				0	1	3	
256	29733	0				0	1	3	
0	30099	0				0	1	0	
256	30799	0				0	1	3	
384	31133	0				0	1	0	
384	31499	0				0	1	0	
384	31833	0				0	1	0	
384	32099	0				0	1	0	
384	32499	0				0	1	0	
256	33066	0				0	1	0	
128	34333	0				0	1	0	
256	34666	0				0	1	3	
128	35199	0				0	1	0	
256	35533	0				0	1	3	
0	36133	0				0	1	0	
256	36466	0				0	1	3	
0	36799	0				0	1	0	
0	37499	0				0	1	0	
256	38033	0				0	1	3	
128	38566	0				0	1	0	
256	39266	0				0	1	3	
384	39599	0				0	1	0	
256	40333	0				0	1	3	
256	41033	0				0	1	3	
384	41399	0				0	1	0	
128	42099	0				0	1	0	
256	42433	0				0	1	3	
256	43166	0				0	1	0	
128	43733	0				0	1	0	
256	45233	0				0	1	3	
256	45633	0				0	1	0	
256	45966	0				0	1	3	
0	46333	0				0	1	0	
0	46666	0				0	1	0	
256	47033	0				0	1	3	
128	47733	0				0	1	0	
256	48099	0				0	1	3	
128	48799	0				0	1	0	
256	49133	0				0	1	0	
128	49499	0				0	1	0	
256	49833	0				0	1	3	
384	50566	0				0	1	0	
256	50899	0				0	1	3	
384	51266	0				0	1	0	
256	51633	0				0	1	3	
256	52166	0				0	1	3	
256	52699	0				0	1	3	
256	52999	0				0	1	0	
256	53399	0				0	1	0	
256	53733	0				0	1	3	
521	54099	0				0	1	0	
256	54433	0				0	1	3	
0	54799	0				0	1	0	
521	55133	0				0	1	0	
256	55499	0				0	1	3	
128	55833	0				0	1	0	
128	56199	0				0	1	0	
256	56566	0				0	1	3	
384	56899	0				0	1	0	
256	57266	0				0	1	3	
256	57966	0				0	1	3	
0	58333	0				0	1	0	
256	59033	0				0	1	0	
256	59366	0				0	1	3	
384	59733	0	S		C2	0	1	0	
128	60099	0				0	1	0	
256	60799	0				0	1	3	
256	61166	0				0	1	0	
384	61499	0				0	1	0	
256	61866	0				0	1	3	
128	62199	0				0	1	0	
128	62566	0				0	1	0	
256	62933	0				0	1	0	
256	63966	0				0	1	3	
384	64333	0				0	1	0	
0	64666	0				0	1	0	
256	65033	0				0	1	3	
521	65366	0				0	1	0	
256	65733	0				0	1	3	
384	66433	0				0	1	0	
256	66799	0				0	1	3	
128	67133	0				0	1	0	
256	67499	0				0	1	3	
521	67833	0				0	1	0	
