音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
384	1266	0				0	1	0	
128	1833	0				0	1	0	
256	2266	0				0	1	0	
0	2833	0				0	1	0	
256	3533	0				0	1	3	
256	3799	0				0	1	0	
256	4066	0				0	1	0	
256	4533	0				0	1	3	
128	5099	0				0	1	0	
256	5766	0				0	1	3	
256	6033	0				0	1	0	
256	6333	0				0	1	4	
256	6766	0				0	1	3	
0	7333	0				0	1	0	
128	7733	0				0	1	0	
256	7999	0				0	1	3	
256	8266	0				0	1	0	
256	8566	0				0	1	3	
521	9399	0				0	1	0	
521	9666	0				0	1	0	
384	10233	0				0	1	5	
128	10533	0				0	1	5	
384	10799	0				0	1	5	
128	11366	0				0	1	5	
256	11933	0				0	1	0	
256	12199	0				0	1	0	
256	12499	0				0	1	3	
256	12766	0				0	1	0	
256	13033	0				0	1	3	
128	13499	0				0	1	0	
128	13899	0				0	1	0	
256	14166	0				0	1	3	
256	14466	0				0	1	0	
256	14733	0				0	1	3	
256	14999	0				0	1	0	
256	15299	0				0	1	3	
521	16966	0				0	1	0	
521	17266	0				0	1	0	
256	17533	0				0	1	3	
256	17833	0				0	1	1	
128	18099	0				0	1	5	
384	18666	0				0	1	5	
128	18933	0				0	1	5	
384	19199	0				0	1	5	
128	19499	0				0	1	5	
384	19766	0				0	1	5	
128	20233	0				0	1	5	
256	20799	0				0	1	0	
521	21199	0				0	1	0	
256	21466	0				0	1	3	
384	21733	0				0	1	5	
128	22033	0				0	1	5	
384	22299	0				0	1	5	
128	22566	0				0	1	5	
0	23133	0				0	1	0	
0	23433	0				0	1	0	
256	23699	0				0	1	3	
256	24266	0				0	1	0	
256	24833	0				0	1	3	
256	25266	0				0	1	0	
256	25666	0				0	1	3	
256	25933	0				0	1	0	
384	26233	0				0	1	5	
128	26499	0				0	1	5	
384	26799	0				0	1	5	
128	27066	0				0	1	5	
0	27633	0				0	1	0	
256	28199	0				0	1	3	
256	28466	0				0	1	0	
256	28733	0				0	1	0	
256	29199	0				0	1	3	
256	29766	0				0	1	3	
256	30166	0				0	1	0	
384	30433	0				0	1	5	
128	30999	0				0	1	5	
384	31266	0				0	1	5	
128	31566	0				0	1	5	
384	32099	0				0	1	0	
384	32399	0				0	1	0	
256	32666	0	S		C2	0	1	3	
384	32966	0				0	1	5	
128	33233	0				0	1	5	
384	33533	0				0	1	5	
128	33799	0				0	1	5	
521	34366	0				0	1	0	
521	34633	0				0	1	0	
256	34933	0				0	1	3	
256	35199	0				0	1	0	
384	35766	0				0	1	5	
128	36033	0				0	1	5	
384	36333	0				0	1	5	
128	36599	0				0	1	5	
384	36866	0				0	1	5	
128	37166	0				0	1	5	
384	37433	0				0	1	5	
128	37733	0				0	1	5	
384	38166	0				0	1	0	
256	38733	0				0	1	3	
256	39133	0				0	1	0	
256	39399	0				0	1	3	
256	39699	0				0	1	0	
256	39966	0				0	1	3	
0	41366	0				0	1	0	
384	41633	0				0	1	5	
128	41933	0				0	1	5	
384	42199	0				0	1	5	
128	42766	0				0	1	5	
256	43233	0				0	1	0	
0	43599	0				0	1	0	
256	43899	0				0	1	3	
256	44166	0				0	1	0	
256	44433	0				0	1	0	
256	44733	0				0	1	0	
128	44999	0				0	1	5	
384	45299	0				0	1	5	
128	45566	0				0	1	5	
384	45866	0				0	1	5	
128	46133	0				0	1	5	
384	46399	0				0	1	5	
128	46699	0				0	1	5	
521	47266	0				0	1	0	
256	47699	0				0	1	3	
521	48099	0				0	1	0	
521	48366	0				0	1	0	
256	48666	0				0	1	3	
256	48933	0				0	1	0	
128	49499	0				0	1	0	
256	50066	0				0	1	3	
384	50332	0				0	1	5	
128	50632	0				0	1	5	
384	50899	0				0	1	5	
128	51199	0				0	1	5	
384	51466	0				0	1	5	
128	51732	0				0	1	5	
384	52199	0				0	1	4	
128	52599	0				0	1	0	
256	52866	0				0	1	3	
256	53132	0				0	1	1	
256	53432	0				0	1	3	
521	53866	0				0	1	0	
128	54432	0				0	1	4	
384	55099	0				0	1	0	
128	55666	0				0	1	0	
256	56232	0				0	1	3	
128	56966	0				0	1	0	
128	57366	0				0	1	0	
256	57799	0				0	1	0	
256	58466	0				0	1	3	
128	59032	0				0	1	0	
256	59599	0				0	1	3	
0	60132	0				0	1	0	
256	60699	0				0	1	3	
521	61266	0				0	1	0	
256	61832	0				0	1	3	
521	62666	0				0	1	0	
521	62966	0				0	1	0	
256	63499	0				0	1	3	
384	63799	0				0	1	5	
128	64066	0				0	1	5	
384	64366	0				0	1	5	
128	64632	0				0	1	5	
128	65199	0				0	1	0	
384	65632	0				0	1	0	
256	66332	0				0	1	3	
256	66599	0				0	1	0	
256	66866	0				0	1	3	
256	67432	0				0	1	3	
256	67999	0	S		C3	0	1	0	
256	68566	0				0	1	3	
256	68832	0				0	1	0	
256	69132	0				0	1	3	
256	70232	0				0	1	3	
256	71366	0				0	1	3	
128	71932	0				0	1	0	
256	72499	0				0	1	3	
256	72766	0				0	1	0	
384	73032	0				0	1	5	
128	73332	0				0	1	5	
384	73599	0				0	1	5	
128	74066	0				0	1	5	
0	74632	0				0	1	0	
128	75032	0				0	1	0	
256	75299	0				0	1	3	
384	75566	0				0	1	5	
128	75866	0				0	1	5	
384	76132	0				0	1	5	
128	76399	0				0	1	5	
521	76966	0				0	1	0	
521	77266	0				0	1	0	
256	77532	0				0	1	3	
521	78099	0				0	1	0	
521	78366	0				0	1	0	
256	78666	0				0	1	3	
521	79099	0				0	1	0	
256	79499	0				0	1	3	
256	79766	0				0	1	0	
384	80066	0				0	1	5	
128	80332	0				0	1	5	
384	80632	0				0	1	5	
128	80899	0				0	1	5	
384	81466	0				0	1	0	
256	82032	0				0	1	3	
256	82299	0				0	1	0	
256	82566	0				0	1	0	
256	83132	0				0	1	3	
521	83599	0				0	1	1	
521	83999	0				0	1	0	
256	84266	0				0	1	3	
256	84532	0				0	1	0	
256	84832	0				0	1	3	
256	85099	0				0	1	0	
384	85932	0				0	1	1	
384	86232	0				0	1	0	
256	86499	0				0	1	3	
384	86799	0				0	1	5	
128	87066	0				0	1	5	
384	87366	0				0	1	5	
128	87632	0				0	1	5	
256	88199	0				0	1	0	
256	88466	0				0	1	0	
128	88766	0				0	1	5	
384	89032	0				0	1	5	
128	89599	0				0	1	5	
384	89866	0				0	1	5	
128	90166	0				0	1	5	
256	90566	0				0	1	0	
256	90999	0				0	1	3	
256	91266	0				0	1	0	
256	91566	0				0	1	0	
521	91999	0				0	1	0	
256	92566	0				0	1	3	
384	92966	0				0	1	0	
256	93232	0				0	1	3	
256	93532	0				0	1	0	
256	93799	0				0	1	3	
0	95199	0				0	1	4	
0	95466	0				0	1	0	
0	95766	0				0	1	0	
256	96032	0				0	1	3	
256	96599	0				0	1	3	
521	97732	0				0	1	0	
521	97999	0				0	1	0	
521	98266	0				0	1	0	
521	98566	0				0	1	0	
128	98832	0				0	1	5	
384	99132	0				0	1	5	
128	99399	0				0	1	5	
384	99699	0				0	1	5	
128	99966	0				0	1	5	
384	100232	0				0	1	5	
128	100532	0				0	1	5	
384	100965	0				0	1	1	
256	101532	0				0	1	3	
256	101932	0				0	1	0	
256	102199	0				0	1	0	
256	102499	0				0	1	3	
256	102765	0				0	1	0	
0	103332	0				0	1	0	
256	103899	0				0	1	3	
256	104165	0				0	1	0	
256	104465	0				0	1	0	
256	104732	0				0	1	0	
384	105032	0				0	1	5	
128	105299	0				0	1	5	
384	105565	0				0	1	5	
128	106132	0				0	1	5	
384	106432	0				0	1	5	
128	106699	0				0	1	5	
384	106965	0				0	1	5	
128	107265	0				0	1	5	
384	107832	0				0	1	0	
384	108099	0				0	1	0	
256	108932	0	S		C1	0	1	0	
