音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	discolor	
256	1624	0				0	1				
384	2481	0				0	1	7	0-1		
128	3552	0				0	1	7	1-1		
128	4195	0				0	1	7	1-1		
0	5026	0				0	1	7	1-1		
0	5455	0				0	1	1			
0	5883	0				0	1	7	1-1		
256	6981	0				0	1	3		2	
256	7838	0				0	1				
384	8695	0				0	1	7	0-1		
512	9552	0				0	1	7	0-2		
512	10409	0				0	1	7	0-2		
256	11266	0				0	1	7	1-1		
256	12124	0				0	1	7	1-1		
128	12981	0				0	1	7	1-1		
128	13838	0				0	1	7	1-1		
256	14695	0				0	1	7	0-1		
256	15540	0				0	1	7	0-1		
384	16397	0				0	1	7	0-1		
384	17254	0				0	1	7	0-1		
128	18112	0				0	1	7	1-1		
128	18969	0				0	1	7	1-1		
192	19409	0				0	1	1			
256	19826	0				0	1	7	0-1		
256	20695	0			C2	0	1	6		2	
206	21552	0				0	1				
306	21766	0				0	1				
206	21981	0				0	1				
306	22409	0				0	1				
206	22624	0				0	1				
306	22838	0				0	1				
206	23266	0				0	1				
306	23481	0				0	1				
206	23695	0				0	1				
256	24124	0				0	1	3		2	
128	24969	0				0	1	7	1-1		
192	25383	0				0	1	1			
206	25811	0	S			0	1				
306	26025	0				0	1				
206	26239	0				0	1				
306	26668	0				0	1				
206	26882	0				0	1				
306	27097	0				0	1				
256	27540	0				0	1	3		2	
206	28436	0				0	1				
306	28651	0				0	1				
206	28865	0				0	1				
306	29240	0				0	1				
206	29455	0				0	1				
306	29669	0				0	1				
206	30098	0				0	1				
306	30312	0				0	1				
206	30552	0				0	1				
256	30969	0				0	1	6		2	
384	31397	0				0	1	7	0-1		
384	31826	0				0	1	7	0-1		
384	32254	0				0	1	7	0-1		
64	32668	0				0	1	5			
448	32882	0				0	1	5			
64	33097	0				0	1	5			
448	33311	0				0	1	5			
64	33525	0				0	1	5			
448	33739	0				0	1	5			
64	33954	0				0	1	5			
256	34397	0				0	1	3		2	
384	35254	0				0	1	7	0-1		
512	36151	0				0	1	7	0-2		
384	36969	0				0	1	7	1-1		
256	37826	0				0	1	7	1-1		
128	38683	0				0	1	7	1-1		
0	39579	0				0	1	7	1-2		
0	40008	0				0	1	7	1-2		
128	40436	0				0	1	7	0-1		
128	40865	0				0	1	7	0-1		
256	41293	0				0	1	7	0-1		
512	42192	0				0	1	7	0-2		
256	43049	0				0	1	7	1-1		
512	43906	0				0	1	7	0-1		
256	44817	0				0	1	7	1-1		
0	45606	0				0	1	7	1-2		
256	46451	0				0	1	7	0-1		
256	47281	0				0	1	7	0-1		
256	48138	0				0	1	3		2	
0	49022	0				0	1	7	1-2		
128	49865	0				0	1	7	0-1		
128	50281	0				0	1	7	0-1		
206	50683	0				0	1				
306	50910	0				0	1				
206	51124	0				0	1				
306	51540	0			C3	0	1				
206	51981	0				0	1				
306	52397	0				0	1				
206	52651	0				0	1				
306	52865	0				0	1				
206	53254	0				0	1				
306	53695	0				0	1				
206	54124	0				0	1				
306	54338	0				0	1				
206	54552	0				0	1				
256	54981	0				0	1	3		2	
0	55853	0				0	1	7	1-2		
128	56695	0				0	1	7	0-1		
256	57540	0				0	1	7	0-1		
256	58383	0				0	1	7	0-1		
384	59254	0				0	1	7	0-1		
384	60112	0				0	1	7	0-1		
384	60540	0				0	1	7	0-1		
256	60969	62267				0	1	2			
256	62683	0				0	1				
0	63579	0				0	1	7	1-2		
512	64436	0				0	1	7	0-2		
512	64865	0				0	1	1			
512	65293	0				0	1	7	0-2		
256	66112	0				0	1	7	1-1		
0	66969	0				0	1	7	1-2		
256	67826	0				0	1	7	0-1		
256	68254	0				0	1	1			
256	68683	0	S			0	1	7	0-1		
512	69540	0				0	1	7	0-2		
384	70397	0				0	1	7	1-1		
256	71254	0				0	1	7	1-1		
256	71695	0				0	1	7	1-1		
256	72969	0				0	1	7	1-1		
0	73826	0				0	1	7	1-2		
0	74254	0				0	1	7	1-2		
256	74883	0				0	1	1			
512	75540	0				0	1	7	0-2		
0	77240	0				0	1	7	1-2		
512	78969	0				0	1	7	0-2		
0	80683	0				0	1	7	1-2		
256	82436	0				0	1	7	0-1		
512	84124	0				0	1	7	0-2		
256	85826	87552				0	1	2			
256	88436	0				0	1				
256	89293	0			C1	0	1	3		2	
206	90124	0				0	1				
306	90338	0				0	1				
206	90552	0				0	1				
306	90981	0				0	1				
206	91195	0				0	1				
306	91409	0				0	1				
206	91839	0				0	1				
306	92053	0				0	1				
206	92267	0				0	1				
256	92722	0				0	1	3		2	
384	93579	0				0	1				
206	94409	0				0	1				
306	94624	0				0	1				
206	94838	0				0	1				
306	95266	0				0	1				
206	95481	0				0	1				
306	95695	0				0	1				
256	96151	0				0	1	3		2	
512	97008	0				0	1				
206	97838	0				0	1				
306	98052	0				0	1				
206	98266	0				0	1				
306	98695	0				0	1				
206	98909	0				0	1				
306	99124	0				0	1				
256	99579	0				0	1	3		2	
512	100436	0				0	1	7	0-2		
512	101293	0				0	1	7	0-2		
256	102151	0	S			0	1	7	1-1		
