音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1681	0				0	1	3		
0	2538	0				0	1			
256	3395	0				0	1			
128	3824	0				0	1			
128	4038	0				0	1	1		
128	4252	0				0	1			
384	5110	0				0	1			
256	5538	0				0	1			
256	5752	0				0	1			
256	5967	0				0	1			
0	6824	0				0	1			
128	7252	0				0	1			
256	7467	0				0	1	1		
384	7681	0				0	1			
256	8538	0				0	1	3		
512	9395	0				0	1			
0	10252	0				0	1			
256	10681	0				0	1			
256	10895	0				0	1			
256	11110	0				0	1			
0	11967	0				0	1			
128	12395	0				0	1			
256	12610	0				0	1	1		
384	12824	0				0	1			
128	13681	0				0	1			
256	14110	0				0	1			
256	14324	0				0	1			
256	14538	0				0	1			
256	15395	0	S		C2	0	1	3		
512	16252	0				0	1			
512	16681	0				0	1			
128	17538	0				0	1			
256	17967	0				0	1			
0	18610	0				0	1			
0	18824	0				0	1			
256	19681	0				0	1			
128	20110	0				0	1			
384	20967	0				0	1			
256	21395	0				0	1			
128	21824	0				0	1			
256	22252	0				0	1	3		
512	23110	0				0	1			
384	23538	0				0	1			
0	24395	0				0	1			
0	24824	0				0	1			
256	25467	0				0	1			
256	25681	0				0	1			
0	26538	0				0	1			
128	26967	0				0	1			
384	27824	0				0	1			
256	28252	0				0	1			
128	28681	0				0	1			
256	29110	0			C3	0	1	3		
0	29752	0				0	1			
0	29967	0				0	1			
128	30395	0				0	1			
256	31252	0				0	1			
256	31467	0				0	1			
256	31681	0				0	1			
384	32110	0				0	1			
512	32538	0				0	1			
256	33181	0				0	1			
256	33395	0				0	1			
128	33824	0				0	1			
384	34681	0				0	1			
256	34895	0				0	1			
128	35110	0				0	1			
0	35538	0				0	1			
256	35967	0				0	1	3		
0	36610	0				0	1			
128	36824	0				0	1			
256	37252	0				0	1			
0	38110	0				0	1			
128	38324	0				0	1			
256	38538	0				0	1			
512	38967	0				0	1			
256	39395	0				0	1			
384	40038	0				0	1			
384	40252	0				0	1			
256	40681	0				0	1			
512	41538	0				0	1			
384	41752	0				0	1			
256	41967	0				0	1			
128	42395	0				0	1			
0	42824	0				0	1			
128	44110	0				0	1			
256	44538	0			C1	0	1	3		
128	44967	0				0	1			
256	45181	0				0	1	1		
384	45395	0				0	1			
416	46252	0				0	1	5		
96	46467	0				0	1	5		
416	46681	0				0	1	5		
96	46895	0				0	1	5		
416	47110	0				0	1	5		
256	47967	0				0	1			
128	48395	0				0	1			
256	48610	0				0	1			
384	48824	0				0	1			
416	49681	0				0	1	5		
96	49895	0				0	1	5		
416	50110	0				0	1	5		
96	50324	0				0	1	5		
416	50538	0				0	1	5		
256	51395	0				0	1	3		
512	51824	0				0	1			
384	52038	0				0	1	1		
256	52252	0				0	1			
96	53110	0				0	1	5		
416	53324	0				0	1	5		
96	53538	0				0	1	5		
416	53752	0				0	1	5		
96	53967	0				0	1	5		
256	54824	0				0	1			
128	55252	0				0	1			
0	55467	0				0	1			
128	55681	0				0	1			
96	56538	0				0	1	5		
416	56752	0				0	1	5		
96	56967	0				0	1	5		
416	57181	0				0	1	5		
96	57395	0				0	1	5		
256	58252	0	S		C2	0	1	3		
512	58895	0				0	1			
384	59110	0				0	1			
128	59538	0				0	1			
384	60181	0				0	1	4		
384	60395	0				0	1	4		
256	60824	0				0	1			
384	61252	0				0	1			
256	61467	0				0	1			
128	61681	0				0	1			
384	62324	0				0	1	4		
384	62538	0				0	1	4		
512	62967	0				0	1			
256	63610	0				0	1			
384	63824	0				0	1			
256	64252	0				0	1			
0	64681	0				0	1			
128	64895	0				0	1			
256	65110	0				0	1	3		
0	65752	0				0	1	4		
0	65967	0				0	1	4		
128	66395	0				0	1			
384	67038	0				0	1			
256	67252	0				0	1			
512	67681	0				0	1			
256	68110	0				0	1	4		
256	68324	0				0	1	4		
256	68538	0				0	1	4		
512	69181	0				0	1			
384	69395	0				0	1			
256	69824	0				0	1			
512	70467	0				0	1			
384	70681	0				0	1			
256	70895	0				0	1			
128	71110	0				0	1			
384	71538	0				0	1			
128	71967	0	S		C3	0	1			
