音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1233	0				0	1	0	
521	1633	0				0	1	0	
256	1999	0				0	1	3	
521	2366	0				0	1	0	
384	2933	0				0	1	1	
0	3299	0				0	1	0	
256	3866	0				0	1	3	
256	4433	0				0	1	0	
0	4999	0				0	1	0	
256	5366	0				0	1	3	
256	5666	0				0	1	0	
256	5933	0				0	1	3	
128	6299	0				0	1	0	
256	6866	0				0	1	3	
256	7599	0				0	1	0	
384	7999	0				0	1	0	
256	8366	0				0	1	3	
256	8666	0				0	1	0	
256	8933	0				0	1	3	
128	9299	0				0	1	0	
256	9866	0				0	1	3	
256	10433	0				0	1	0	
0	10999	0				0	1	0	
256	11366	0				0	1	3	
256	11666	0				0	1	0	
256	11933	0				0	1	3	
521	12499	0				0	1	0	
256	12866	0				0	1	3	
0	13333	0				0	1	0	
0	13633	0				0	1	0	
256	13999	0				0	1	3	
521	14366	0				0	1	0	
521	14933	0				0	1	0	
521	15299	0				0	1	0	
256	15866	0				0	1	3	
128	16433	0				0	1	0	
384	16999	0				0	1	0	
256	17366	0				0	1	3	
256	17666	0				0	1	0	
256	17933	0				0	1	3	
521	18299	0				0	1	0	
256	18866	0				0	1	3	
128	19599	0				0	1	1	
384	19999	0				0	1	0	
256	20366	0				0	1	3	
256	20933	0				0	1	0	
128	21299	0				0	1	0	
256	21866	0				0	1	3	
256	22433	0				0	1	0	
384	22999	0				0	1	0	
256	23366	0				0	1	3	
256	23666	0				0	1	0	
256	23933	0				0	1	3	
384	24499	0				0	1	0	
256	24866	0				0	1	3	
256	25166	0				0	1	0	
256	25633	0				0	1	3	
0	25966	0				0	1	0	
256	26566	0				0	1	3	
384	27399	0				0	1	0	
256	27866	0				0	1	3	
256	28333	0				0	1	3	
256	28633	0				0	1	1	
256	28899	0				0	1	0	
256	29366	0				0	1	3	
256	29833	0				0	1	0	
521	30399	0				0	1	0	
256	30866	0				0	1	3	
0	31333	0				0	1	0	
0	31899	0				0	1	0	
256	32366	0				0	1	3	
384	32833	0				0	1	0	
256	33399	0				0	1	3	
0	33766	0				0	1	0	
0	34999	0				0	1	0	
256	35266	0				0	1	3	
256	35833	0				0	1	0	
0	36499	0				0	1	0	
521	37233	0				0	1	0	
256	37633	0	S		C2	0	1	0	
0	38199	0				0	1	0	
256	38733	0				0	1	3	
256	39399	0				0	1	0	
256	39866	0				0	1	3	
384	40333	0				0	1	5	
128	40633	0				0	1	5	
384	40899	0				0	1	5	
128	41199	0				0	1	5	
256	41766	0				0	1	0	
256	42133	0				0	1	3	
256	42399	0				0	1	0	
256	42866	0				0	1	3	
128	43333	0				0	1	0	
384	43899	0				0	1	0	
256	44199	0				0	1	3	
0	44733	0				0	1	0	
256	45399	0				0	1	3	
0	46633	0				0	1	0	
256	47199	0				0	1	3	
384	47733	0				0	1	0	
256	48133	0				0	1	3	
0	48499	0				0	1	0	
256	49999	0				0	1	3	
0	50366	0				0	1	0	
521	50933	0				0	1	0	
128	51299	0				0	1	0	
256	51866	0				0	1	3	
521	52433	0				0	1	0	
521	52999	0				0	1	0	
256	53366	0				0	1	3	
256	53666	0				0	1	0	
256	53933	0				0	1	3	
256	54299	0				0	1	0	
256	54866	0				0	1	3	
256	55633	0				0	1	0	
0	55999	0				0	1	0	
256	56366	0				0	1	3	
256	56666	0				0	1	0	
256	56933	0				0	1	3	
384	57299	0				0	1	0	
256	57866	0				0	1	3	
521	58433	0				0	1	0	
128	58999	0				0	1	0	
256	59366	0				0	1	3	
128	59933	0				0	1	0	
256	60666	0				0	1	3	
128	61599	0				0	1	0	
128	61999	0				0	1	0	
256	62733	0				0	1	3	
128	63299	0				0	1	0	
0	63866	0				0	1	0	
