音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	998	0				0	1			
512	1777	0				0	1			
0	2556	0				0	1			
128	2946	0				0	1			
256	3335	0				0	1			
128	3725	0				0	1			
0	4115	0				0	1			
256	4894	0				0	1			
0	5673	0				0	1			
128	6063	0				0	1			
256	6452	0				0	1			
128	6842	0				0	1			
256	7232	0				0	1			
0	8011	0				0	1			
384	8790	0				0	1			
256	9180	0				0	1			
128	9569	0				0	1			
256	9959	0				0	1			
384	10348	0				0	1			
256	11128	0				0	1			
512	11907	0				0	1			
512	12297	0				0	1			
384	12686	0				0	1			
384	13076	0				0	1			
256	13465	0	S		C2	0	1	3		
512	14245	0				0	1			
512	14439	0				0	1			
512	14634	0				0	1			
256	15024	0				0	1			
128	15413	0				0	1			
0	15803	0				0	1			
128	16193	0				0	1			
256	16582	0				0	1			
0	17361	0				0	1			
0	17556	0				0	1			
0	17751	0				0	1			
256	18141	0				0	1			
128	18530	0				0	1			
256	18920	0				0	1			
384	19310	0				0	1			
512	19699	0				0	1			
256	20478	0				0	1			
256	20673	0				0	1			
256	20868	0				0	1			
0	21258	0				0	1			
128	21647	0				0	1			
256	22037	0				0	1			
128	22426	0				0	1			
128	22621	0				0	1	1		
128	22816	0				0	1			
256	23206	0				0	1			
128	23595	0				0	1			
0	23985	0				0	1			
96	24375	0				0	1	5		
416	24570	0				0	1	5		
96	24765	0				0	1	5		
416	24960	0				0	1	5		
96	25155	0				0	1	5		
416	25349	0				0	1	5		
128	25544	0				0	1	5		
384	25641	0				0	1	5		
128	25738	0				0	1	5		
384	25836	0				0	1	5		
128	25933	0			C3	0	1	5		
256	26517	0				0	1			
128	26907	0				0	1			
256	27102	0				0	1			
384	27297	0				0	1			
256	27686	0				0	1			
512	28076	0				0	1			
384	28271	0				0	1	1		
256	28465	0				0	1			
128	28660	0				0	1			
384	29245	0				0	1			
256	29634	0				0	1			
384	30024	0				0	1			
256	30219	0				0	1			
128	30413	0				0	1			
0	30608	0				0	1			
256	30998	0				0	1			
0	31387	0				0	1			
256	31777	0				0	1			
0	32361	0				0	1			
256	32751	0				0	1			
128	33141	0				0	1			
256	33336	0				0	1			
384	33530	0				0	1			
256	33920	0				0	1			
384	34310	0				0	1			
256	34504	0				0	1			
128	34699	0				0	1			
0	34894	0				0	1			
384	35478	0				0	1			
256	35868	0				0	1			
128	36258	0				0	1			
256	36452	0				0	1			
384	36647	0				0	1			
512	36842	0				0	1			
256	37232	0				0	1			
512	37621	0				0	1			
256	38011	0				0	1			
256	38400	0			C1	0	1	3		
0	39180	0				0	1			
384	39764	0				0	1			
384	39959	0				0	1			
128	40738	0				0	1			
256	41128	0				0	1			
384	41517	0				0	1			
0	42297	0				0	1			
256	42881	0				0	1			
256	43076	0				0	1			
512	43855	0				0	1			
256	44245	0				0	1			
0	44634	0				0	1			
384	45413	0				0	1			
128	45998	0				0	1			
0	46193	0				0	1			
384	46972	0				0	1			
256	47361	0				0	1			
128	47751	0				0	1			
384	48530	0				0	1			
416	49310	0				0	1	5		
96	49504	0				0	1	5		
416	49699	0				0	1	5		
96	49894	0				0	1	5		
416	50089	0				0	1	5		
256	50868	0	S		C2	0	1	3		
128	51258	0				0	1			
256	51452	0				0	1	1		
384	51647	0				0	1			
256	51842	0				0	1			
128	52037	0				0	1			
0	52232	0				0	1			
128	52426	0				0	1			
256	52816	0				0	1			
256	53011	0				0	1			
128	53400	0				0	1			
384	53985	0				0	1			
128	54374	0				0	1			
256	54569	0				0	1	1		
384	54764	0				0	1			
256	54959	0				0	1			
128	55154	0				0	1			
256	55348	0				0	1			
128	55543	0				0	1			
0	55933	0				0	1			
0	56128	0				0	1			
128	56517	0				0	1			
256	57102	0				0	1	3		
512	57491	0				0	1			
512	57686	0				0	1	1		
512	57881	0				0	1			
384	58076	0				0	1			
256	58271	0				0	1			
128	58465	0				0	1			
256	58660	0				0	1			
128	59050	0				0	1			
128	59245	0				0	1			
0	59634	0				0	1			
256	60219	0				0	1			
128	60608	0				0	1			
256	60803	0				0	1			
384	60998	0				0	1			
256	61193	0				0	1			
128	61387	0				0	1			
384	61777	0				0	1			
128	62167	0				0	1			
384	62556	0				0	1			
128	62946	0	S		C3	0	1			
