音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
384	1366	0				0	1	0	
256	1733	0				0	1	0	
128	2099	0				0	1	0	
521	2466	0				0	1	0	
256	3233	0				0	1	3	
0	3599	0				0	1	0	
384	3966	0				0	1	0	
256	4366	0				0	1	3	
128	4733	0				0	1	0	
0	5466	0				0	1	0	
256	6233	0				0	1	3	
256	6966	0				0	1	3	
521	7366	0				0	1	0	
521	7733	0				0	1	1	
256	8099	0				0	1	0	
256	8466	0				0	1	3	
521	9233	0				0	1	0	
256	9599	0				0	1	0	
256	9966	0				0	1	3	
128	10366	0				0	1	0	
256	10733	0				0	1	0	
256	11099	0				0	1	3	
521	11499	0				0	1	0	
521	11833	0				0	1	0	
256	12233	0				0	1	3	
384	12966	0				0	1	0	
256	13366	0				0	1	0	
256	14466	0				0	1	0	
256	15233	0				0	1	3	
256	15599	0				0	1	0	
0	15966	0				0	1	0	
256	16366	0				0	1	3	
384	17466	0				0	1	0	
128	17866	0				0	1	0	
256	18233	0				0	1	3	
384	18866	0				0	1	0	
256	19366	0				0	1	3	
128	19733	0				0	1	0	
256	20133	0				0	1	0	
256	20466	0				0	1	0	
256	21233	0				0	1	3	
521	21966	0				0	1	0	
256	22366	0				0	1	3	
0	23133	0				0	1	0	
521	23466	0				0	1	0	
256	24233	0				0	1	3	
384	24966	0				0	1	0	
256	25366	0				0	1	3	
128	25733	0				0	1	0	
256	26466	0				0	1	3	
521	26833	0				0	1	0	
256	27233	0				0	1	3	
521	27966	0				0	1	0	
256	28366	0				0	1	3	
521	29499	0				0	1	0	
128	29866	0				0	1	0	
256	30233	0				0	1	3	
128	30866	0				0	1	0	
256	31366	0				0	1	3	
256	31733	0				0	1	0	
0	32133	0				0	1	0	
256	32499	0				0	1	3	
128	32866	0				0	1	0	
256	33233	0				0	1	3	
384	33966	0				0	1	0	
256	34366	0				0	1	3	
256	34933	0				0	1	3	
0	35666	0				0	1	0	
256	36233	0				0	1	3	
0	36999	0				0	1	0	
128	37366	0				0	1	0	
256	38466	0				0	1	3	
256	38833	0				0	1	0	
256	39233	0				0	1	3	
384	39966	0				0	1	0	
256	40366	0				0	1	3	
0	40733	0				0	1	0	
256	41466	0				0	1	3	
521	41866	0				0	1	0	
256	42233	0				0	1	3	
521	42599	0				0	1	0	
384	42966	0				0	1	0	
256	43366	0				0	1	3	
384	43733	0				0	1	0	
521	44133	0				0	1	0	
256	44499	0	S		C2	0	1	3	
128	44833	0				0	1	0	
256	45233	0				0	1	3	
128	45966	0				0	1	0	
256	46366	0				0	1	3	
384	46733	0				0	1	0	
256	47133	0				0	1	0	
256	47466	0				0	1	0	
256	48233	0				0	1	3	
384	48599	0				0	1	0	
256	48966	0				0	1	3	
521	49333	0				0	1	0	
