音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
256	1333	0				0	1	0	
256	1833	0				0	1	3	
128	2199	0				0	1	0	
256	2833	0				0	1	3	
256	3333	0				0	1	3	
128	4366	0				0	1	0	
256	4866	0				0	1	3	
0	5366	0				0	1	0	
256	5866	0				0	1	3	
0	6233	0				0	1	0	
256	6866	0				0	1	3	
256	7366	0				0	1	3	
521	7766	0				0	1	0	
384	8366	0				0	1	0	
384	8899	0				0	1	0	
256	9399	0				0	1	3	
128	9899	0				0	1	0	
521	10266	0				0	1	0	
256	10933	0				0	1	3	
384	11433	0				0	1	0	
256	11933	0				0	1	3	
256	12399	0				0	1	0	
384	12933	0				0	1	0	
256	13433	0				0	1	3	
0	13933	0				0	1	0	
128	14299	0				0	1	0	
521	15066	0				0	1	0	
256	15699	0				0	1	3	
256	16199	0				0	1	0	
256	16933	0				0	1	3	
256	17199	0				0	1	0	
256	17466	0				0	1	3	
128	17966	0				0	1	0	
256	18466	0				0	1	3	
256	18966	0				0	1	3	
256	19466	0				0	1	3	
256	19966	0				0	1	3	
0	20466	0				0	1	0	
256	20966	0				0	1	3	
0	21499	0				0	1	0	
256	21999	0				0	1	3	
256	22499	0				0	1	3	
256	22999	0				0	1	3	
256	23499	0				0	1	3	
256	23766	0				0	1	0	
256	24266	0				0	1	3	
256	24999	0				0	1	3	
256	25266	0				0	1	0	
256	25533	0				0	1	3	
128	26033	0				0	1	0	
256	26533	0				0	1	0	
256	27033	0				0	1	3	
256	27533	0				0	1	3	
256	28033	0				0	1	3	
0	28533	0				0	1	0	
256	29033	0				0	1	0	
521	29566	0				0	1	0	
256	30066	0				0	1	3	
256	30566	0				0	1	3	
256	31066	0				0	1	3	
256	31566	0				0	1	3	
256	31833	0				0	1	0	
521	32333	0				0	1	0	
256	33066	0				0	1	3	
256	33333	0				0	1	0	
256	33599	0				0	1	3	
0	34099	0				0	1	0	
521	34599	0				0	1	0	
256	35099	0				0	1	3	
256	35599	0				0	1	3	
256	36099	0				0	1	3	
256	36599	0				0	1	3	
256	37099	0				0	1	3	
521	37633	0				0	1	0	
256	38133	0				0	1	3	
128	38633	0				0	1	0	
256	39133	0				0	1	3	
128	39633	0				0	1	0	
256	39899	0				0	1	3	
521	40399	0				0	1	0	
256	41166	0				0	1	3	
256	41666	0				0	1	3	
384	42166	0				0	1	0	
256	42666	0				0	1	3	
256	43166	0				0	1	3	
256	43666	0				0	1	3	
256	44166	0				0	1	3	
256	44666	0				0	1	3	
521	45166	0				0	1	0	
256	45699	0				0	1	3	
256	46199	0				0	1	3	
384	46699	0				0	1	0	
256	47199	0				0	1	3	
521	47699	0				0	1	0	
256	47966	0				0	1	3	
256	48466	0				0	1	3	
256	48733	0				0	1	0	
256	49233	0				0	1	3	
521	49733	0				0	1	0	
256	50233	0				0	1	3	
256	50733	0				0	1	0	
256	51233	0				0	1	3	
128	51733	0				0	1	0	
521	52233	0				0	1	0	
256	52766	0				0	1	3	
256	53266	0				0	1	3	
0	53766	0				0	1	0	
256	54266	0				0	1	3	
128	54766	0				0	1	0	
256	55266	0				0	1	3	
256	55766	0				0	1	3	
256	56033	0				0	1	0	
256	56299	0				0	1	3	
256	57033	0				0	1	0	
256	57299	0				0	1	3	
521	57799	0				0	1	0	
256	58299	0	S		C2	0	1	3	
384	58799	0				0	1	0	
256	59299	0				0	1	3	
521	59799	0				0	1	0	
521	60066	0				0	1	0	
256	60333	0				0	1	3	
256	60833	0				0	1	3	
256	61333	0				0	1	3	
0	61833	0				0	1	0	
256	62333	0				0	1	3	
384	62833	0				0	1	0	
256	63333	0				0	1	3	
256	63833	0				0	1	0	
256	64099	0				0	1	0	
256	64366	0				0	1	3	
256	66099	0				0	1	3	
256	66366	0				0	1	0	
128	66866	0				0	1	0	
256	67366	0				0	1	3	
256	67866	0				0	1	3	
256	68366	0				0	1	3	
256	68633	0				0	1	0	
256	69133	0				0	1	3	
256	69399	0				0	1	0	
0	69899	0				0	1	0	
256	70399	0				0	1	3	
256	70899	0				0	1	0	
0	71399	0				0	1	0	
256	71899	0				0	1	3	
0	72399	0				0	1	0	
0	72666	0				0	1	0	
128	73166	0				0	1	0	
384	73666	0				0	1	0	
256	73933	0				0	1	3	
0	74433	0				0	1	0	
384	74933	0				0	1	0	
256	75433	0				0	1	3	
256	75933	0				0	1	3	
256	76433	0				0	1	3	
256	76699	0				0	1	0	
0	77199	0				0	1	0	
256	77466	0				0	1	3	
128	77966	0				0	1	0	
256	78466	0				0	1	3	
0	78966	0				0	1	0	
