音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
521	1266	0				0	1	0	
256	1733	0				0	1	3	
521	2499	0				0	1	0	
521	2766	0				0	1	0	
256	3266	0				0	1	3	
256	3533	0				0	1	0	
256	4533	0				0	1	3	
521	4966	0				0	1	0	
256	5333	0				0	1	3	
256	6033	0				0	1	0	
384	6333	0				0	1	5	
128	6599	0				0	1	5	
384	7366	0				0	1	5	
128	7633	0				0	1	5	
521	8633	0				0	1	0	
521	8899	0				0	1	0	
256	9299	0				0	1	3	
0	9666	0				0	1	0	
384	10166	0				0	1	0	
256	10699	0				0	1	0	
256	10966	0				0	1	0	
256	11466	0				0	1	3	
256	11733	0				0	1	0	
521	12733	0				0	1	0	
256	13166	0				0	1	3	
256	13533	0				0	1	3	
0	14233	0				0	1	0	
256	14799	0				0	1	3	
256	15066	0				0	1	1	
256	15833	0				0	1	3	
128	16599	0				0	1	0	
128	16866	0				0	1	0	
256	17633	0				0	1	3	
521	19166	0				0	1	0	
384	19666	0				0	1	0	
256	19933	0				0	1	3	
256	20899	0				0	1	3	
256	21733	0				0	1	3	
128	22766	0				0	1	0	
384	23266	0				0	1	0	
256	23799	0				0	1	3	
0	24799	0				0	1	0	
0	25066	0				0	1	0	
0	25333	0				0	1	0	
256	25833	0				0	1	3	
384	26366	0				0	1	0	
256	26866	0				0	1	3	
128	27366	0				0	1	0	
256	27899	0				0	1	3	
128	28499	0				0	1	0	
256	28899	0				0	1	3	
256	29166	0				0	1	0	
256	29433	0				0	1	0	
256	29799	0				0	1	3	
521	30199	0				0	1	0	
0	30699	0				0	1	0	
256	30966	0				0	1	3	
256	31466	0				0	1	0	
256	31999	0				0	1	3	
0	33033	0				0	1	0	
256	33533	0				0	1	3	
128	33899	0				0	1	0	
256	34166	0				0	1	3	
128	34533	0				0	1	0	
256	35066	0				0	1	3	
0	35566	0				0	1	0	
256	35966	0				0	1	3	
256	36599	0				0	1	3	
256	37099	0				0	1	3	
256	37633	0				0	1	3	
256	38133	0				0	1	0	
256	39166	0				0	1	3	
256	39666	0				0	1	3	
384	40066	0				0	1	0	
0	40433	0				0	1	0	
0	40699	0				0	1	0	
256	40966	0				0	1	3	
128	41733	0				0	1	0	
256	42233	0				0	1	3	
0	42766	0				0	1	0	
256	43266	0				0	1	0	
256	43533	0				0	1	3	
256	44166	0				0	1	3	
256	45299	0				0	1	3	
521	45833	0				0	1	0	
256	46333	0				0	1	3	
384	46766	0				0	1	0	
256	47366	0				0	1	3	
384	47866	0				0	1	0	
256	48266	0				0	1	3	
521	48666	0				0	1	0	
384	49399	0				0	1	0	
256	49799	0				0	1	3	
256	50066	0				0	1	0	
256	50433	0	S		C2	0	1	0	
256	50966	0				0	1	3	
384	51733	0				0	1	0	
384	51999	0				0	1	0	
256	52499	0				0	1	3	
0	53499	0				0	1	0	
0	53766	0				0	1	0	
256	54033	0				0	1	3	
0	54566	0				0	1	0	
521	55566	0				0	1	0	
256	55833	0				0	1	3	
521	56599	0				0	1	0	
256	56866	0				0	1	3	
521	57633	0				0	1	0	
256	58133	0				0	1	3	
256	58899	0				0	1	3	
521	59399	0				0	1	0	
256	59933	0				0	1	3	
256	60199	0				0	1	0	
384	60699	0				0	1	0	
256	60966	0				0	1	3	
256	61733	0				0	1	3	
256	62233	0				0	1	3	
256	62766	0				0	1	3	
0	63766	0				0	1	0	
256	64033	0				0	1	3	
256	64299	0				0	1	0	
0	64699	0				0	1	0	
256	65066	0				0	1	3	
521	65833	0				0	1	0	
521	66099	0				0	1	0	
256	66599	0				0	1	3	
256	67099	0				0	1	3	
256	67366	0				0	1	0	
521	67899	0				0	1	0	
256	68399	0				0	1	3	
256	68899	0				0	1	0	
256	69166	0				0	1	3	
521	69566	0				0	1	0	
256	69932	0				0	1	3	
256	70199	0				0	1	0	
256	70699	0				0	1	3	
256	70966	0				0	1	0	
384	71366	0				0	1	0	
521	71999	0				0	1	0	
256	72499	0				0	1	3	
521	73266	0				0	1	0	
384	73599	0				0	1	0	
256	74032	0				0	1	3	
384	74299	0				0	1	5	
128	74566	0				0	1	5	
384	74832	0				0	1	5	
128	75332	0				0	1	5	
384	75832	0				0	1	0	
256	76099	0				0	1	3	
256	76599	0				0	1	0	
384	76999	0				0	1	0	
256	77366	0				0	1	3	
0	77732	0				0	1	0	
256	78132	0				0	1	3	
256	78399	0				0	1	0	
256	78666	0				0	1	0	
256	78932	0				0	1	3	
128	79399	0				0	1	0	
128	79699	0				0	1	0	
256	80199	0				0	1	3	
521	80699	0				0	1	0	
256	80966	0				0	1	3	
256	81466	0				0	1	0	
256	81766	0				0	1	0	
384	82266	0				0	1	0	
256	82766	0				0	1	3	
384	83132	0				0	1	0	
256	83399	0				0	1	3	
384	83766	0				0	1	0	
256	84299	0				0	1	3	
0	84799	0				0	1	0	
256	85199	0				0	1	3	
384	85566	0				0	1	0	
384	85832	0				0	1	0	
256	86332	0				0	1	3	
384	86732	0				0	1	0	
0	87366	0				0	1	0	
256	88399	0				0	1	3	
256	88899	0				0	1	0	
521	89299	0				0	1	0	
384	89666	0				0	1	0	
256	89932	0				0	1	3	
521	90432	0				0	1	0	
256	90966	0				0	1	3	
0	91466	0				0	1	0	
0	91999	0				0	1	0	
521	92499	0				0	1	0	
256	92766	0				0	1	3	
256	93399	0				0	1	3	
256	94532	0				0	1	3	
256	95066	0				0	1	3	
521	95566	0				0	1	0	
256	96599	0				0	1	3	
521	97099	0				0	1	0	
256	97499	0				0	1	3	
128	98132	0				0	1	0	
256	98399	0				0	1	3	
256	98666	0				0	1	0	
256	99166	0				0	1	3	
256	99432	0				0	1	1	
0	100199	0				0	1	0	
521	100699	0				0	1	0	
256	100966	0				0	1	3	
256	101599	0	S		C3	0	1	3	
384	101966	0				0	1	0	
256	102499	0				0	1	3	
256	102766	0				0	1	1	
