音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
384	1899	0				0	1	0	
384	2166	0				0	1	0	
128	2499	0				0	1	0	
256	2866	0				0	1	3	
256	3599	0				0	1	3	
128	4066	0				0	1	0	
256	4433	0				0	1	0	
0	4799	0				0	1	0	
256	5533	0				0	1	3	
256	5999	0				0	1	3	
256	6366	0				0	1	0	
256	6733	0				0	1	3	
128	7333	0				0	1	1	
256	7966	0				0	1	3	
521	8433	0				0	1	0	
256	9266	0				0	1	3	
256	9633	0				0	1	3	
256	9899	0				0	1	0	
256	10599	0				0	1	3	
256	11199	0				0	1	3	
256	11566	0				0	1	0	
256	11833	0				0	1	0	
128	12166	0				0	1	0	
128	12533	0				0	1	1	
256	13133	0				0	1	3	
0	13499	0				0	1	0	
0	13766	0				0	1	0	
256	14466	0				0	1	3	
256	15433	0				0	1	3	
256	16166	0				0	1	3	
256	16999	0				0	1	3	
256	17366	0				0	1	0	
256	17633	0				0	1	0	
256	18333	0				0	1	3	
256	19066	0				0	1	3	
0	19566	0				0	1	0	
384	20033	0				0	1	0	
256	20999	0				0	1	3	
256	21499	0				0	1	0	
256	22199	0				0	1	3	
0	22699	0				0	1	0	
128	23166	0				0	1	0	
128	23433	0				0	1	0	
256	23899	0				0	1	3	
256	24866	0				0	1	3	
0	25366	0				0	1	0	
128	25699	0				0	1	0	
256	26666	0				0	1	3	
521	27033	0				0	1	0	
521	27299	0				0	1	0	
256	27766	0				0	1	3	
256	28599	0				0	1	3	
128	28966	0				0	1	0	
256	29233	0				0	1	3	
256	29933	0				0	1	3	
256	30199	0				0	1	0	
384	30799	0	S		C2	0	1	0	
256	31166	0				0	1	3	
256	31633	0				0	1	3	
384	32133	0				0	1	0	
256	32599	0				0	1	3	
256	33099	0				0	1	0	
0	33433	0				0	1	0	
0	34066	0				0	1	0	
256	34666	0				0	1	3	
128	35033	0				0	1	0	
256	35499	0				0	1	3	
256	35999	0				0	1	0	
256	36366	0				0	1	0	
521	36966	0				0	1	0	
256	37333	0				0	1	3	
0	37666	0				0	1	0	
256	37933	0				0	1	3	
128	38533	0				0	1	1	
256	38899	0				0	1	3	
384	39266	0				0	1	0	
256	40233	0				0	1	3	
256	40833	0				0	1	3	
384	41199	0				0	1	0	
128	41566	0				0	1	0	
256	42166	0				0	1	3	
256	42766	0				0	1	3	
256	43133	0				0	1	0	
256	44099	0				0	1	3	
256	44699	0				0	1	3	
521	45066	0				0	1	0	
384	45433	0				0	1	0	
256	46033	0				0	1	3	
384	46633	0				0	1	0	
256	46999	0				0	1	3	
384	47366	0				0	1	0	
256	47966	0				0	1	3	
256	48566	0				0	1	3	
384	48933	0				0	1	0	
256	49299	0				0	1	3	
256	49899	0				0	1	3	
256	50499	0				0	1	3	
256	50866	0				0	1	0	
256	51233	0				0	1	0	
256	51833	0				0	1	3	
256	52433	0				0	1	3	
256	52799	0				0	1	0	
256	53166	0				0	1	3	
0	54366	0				0	1	1	
256	54733	0				0	1	0	
256	55099	0				0	1	0	
256	56066	0				0	1	3	
256	56666	0				0	1	0	
256	57033	0				0	1	0	
256	57766	0				0	1	3	
256	58233	0				0	1	0	
256	58733	0				0	1	3	
256	59699	0				0	1	3	
256	60666	0	S		C3	0	1	3	
521	61633	0				0	1	0	
384	62133	0				0	1	0	
0	62833	0				0	1	0	
256	63566	0				0	1	3	
384	64066	0				0	1	0	
256	64766	0				0	1	0	
256	65499	0				0	1	3	
521	65999	0				0	1	0	
256	67433	0				0	1	3	
0	67933	0				0	1	0	
256	68399	0				0	1	3	
128	69133	0				0	1	0	
256	69866	0				0	1	3	
521	70833	0				0	1	0	
256	71199	0				0	1	3	
256	71799	0				0	1	3	
256	72266	0				0	1	0	
256	72766	0				0	1	3	
256	73132	0				0	1	0	
256	73732	0				0	1	3	
521	74099	0				0	1	0	
384	74699	0				0	1	0	
256	75066	0				0	1	3	
0	75666	0				0	1	0	
256	76032	0				0	1	3	
128	76632	0				0	1	0	
256	76999	0				0	1	3	
521	77366	0				0	1	4	
256	77966	0				0	1	3	
521	78566	0				0	1	0	
256	78932	0				0	1	3	
256	79532	0				0	1	4	
256	79899	0				0	1	3	
384	80266	0				0	1	0	
256	80866	0				0	1	3	
256	81232	0				0	1	3	
256	81832	0				0	1	3	
0	82432	0				0	1	0	
256	82799	0				0	1	3	
0	83166	0				0	1	0	
256	84132	0				0	1	3	
256	84866	0				0	1	3	
256	85832	0				0	1	3	
256	86799	0				0	1	3	
256	87632	0				0	1	0	
256	87999	0				0	1	0	
256	88599	0				0	1	3	
256	89699	0				0	1	3	
256	90666	0				0	1	3	
521	91166	0				0	1	0	
256	91866	0				0	1	3	
256	92132	0				0	1	0	
256	92599	0				0	1	3	
256	93099	0				0	1	3	
256	93566	0				0	1	3	
256	94532	0				0	1	3	
384	95032	0				0	1	1	
256	95399	0				0	1	3	
128	95999	0				0	1	4	
256	96366	0				0	1	3	
384	96966	0				0	1	4	
256	97332	0				0	1	3	
0	97932	0				0	1	0	
256	98299	0				0	1	3	
521	98899	0				0	1	0	
256	99266	0				0	1	3	
256	99632	0				0	1	0	
521	100232	0				0	1	0	
0	100599	0	S		C1	0	1	0	
