音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	1594	0				0	1			
0	2656	0				0	1			
256	3718	0				0	1			
512	4780	0				0	1			
256	5840	0				0	1			
256	6901	0				0	1			
256	7434	0				0	1	1		
255	7965	0				0	1			
0	10089	0				0	1			
256	11149	0				0	1			
512	12211	0				0	1			
256	13273	0				0	1			
512	14335	0				0	1			
256	15397	0				0	1			
256	16461	17523				0	1	2		
256	18583	0	S		C2	0	1	3		
256	19114	0				0	1			
256	19645	0				0	1			
512	20707	0				0	1			
512	21238	0				0	1			
512	21769	0				0	1			
257	22831	0				0	1			
0	23893	0				0	1			
128	24424	0				0	1			
256	24955	0				0	1			
256	26018	0				0	1			
512	27078	0				0	1	3		
384	27609	0				0	1			
256	28140	0				0	1			
0	29202	0				0	1			
0	29733	0				0	1			
0	30264	0				0	1			
256	31326	0				0	1			
512	32388	0				0	1			
512	32919	0				0	1			
512	33185	0				0	1			
384	33983	0				0	1	1		
256	34512	0				0	1			
256	35043	0				0	1			
257	35574	0			C3	0	1	3		
256	36105	0				0	1			
0	36636	0				0	1			
0	36901	0				0	1			
256	37698	0				0	1			
512	38229	0				0	1			
256	38760	0				0	1			
384	39291	0				0	1			
512	39556	0				0	1			
384	39824	0				0	1			
256	40884	0				0	1			
0	41946	0				0	1			
256	43008	0				0	1			
0	43539	0				0	1			
256	44070	0				0	1	3		
512	44601	0				0	1			
384	44866	0				0	1			
256	45132	0				0	1			
512	46193	0				0	1			
384	46724	0				0	1			
256	46990	0				0	1			
128	47255	0				0	1			
256	48317	0				0	1	3		
512	48848	0				0	1			
256	49379	0				0	1			
0	49910	0				0	1			
256	50441	0				0	1			
384	50707	0				0	1	5		
144	50839	0				0	1	5		
384	50972	0				0	1	5		
144	51105	0				0	1	5		
384	51238	0				0	1	5		
144	51370	0				0	1	5		
384	51503	0				0	1	5		
256	52565	0	S		C1	0	1	3		
512	53096	0				0	1			
256	53627	0				0	1			
256	53893	0				0	1			
0	54691	0				0	1			
256	55220	0				0	1			
0	55751	0				0	1			
256	56282	0				0	1			
384	56547	0				0	1			
512	56813	0				0	1	3		
256	57875	0				0	1			
512	58406	0				0	1			
256	58937	0				0	1			
0	59468	0				0	1			
128	59733	0				0	1			
0	59999	0				0	1			
256	60530	0				0	1			
384	60795	0				0	1			
256	61061	0				0	1	3		
512	61592	0				0	1			
256	62123	0				0	1			
0	62654	0				0	1			
256	63185	0				0	1			
384	63716	0				0	1			
512	63981	0				0	1			
256	64778	0				0	1			
128	65043	0				0	1			
256	65309	0				0	1	3		
0	65839	0				0	1			
256	66370	0				0	1			
512	66901	0				0	1			
144	67432	0				0	1			
384	67963	0				0	1			
144	68494	0				0	1			
384	69025	0				0	1			
256	69556	0	S		C2	0	1			
