音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
0	1074	0				0	1			
512	2852	0				0	1			
0	4630	0				0	1			
512	6408	0				0	1			
256	8185	0				0	1	3		
512	9074	0				0	1			
0	9963	0				0	1			
256	10852	0				0	1			
0	11741	0				0	1			
256	12630	0				0	1			
512	13519	0				0	1			
256	14408	0				0	1			
512	15296	0				0	1			
384	15741	0				0	1			
256	16185	0				0	1			
128	16630	0				0	1			
0	17074	0				0	1			
256	18852	0	S		C2	0	1	3		
0	19741	0				0	1			
256	20630	0				0	1			
512	21074	0				0	1			
256	21519	0				0	1			
512	22408	0				0	1			
256	23296	0				0	1			
512	24185	0				0	1			
512	24630	0				0	1			
256	25074	0				0	1			
0	25963	0				0	1			
384	26852	0				0	1			
128	27741	0				0	1			
256	28185	0				0	1			
384	28630	0				0	1			
256	29519	0				0	1			
512	30408	0				0	1			
256	31296	0				0	1			
128	31741	0				0	1			
0	32185	0				0	1			
256	33074	0				0	1	3		
0	33963	0				0	1			
384	34852	0				0	1			
256	35296	0				0	1	1		
256	35519	0				0	1			
384	35963	0				0	1			
512	36408	0				0	1			
256	37074	0				0	1	1		
256	37519	0				0	1			
384	38408	0				0	1			
256	38852	0				0	1			
128	39296	0				0	1			
256	40185	0				0	1			
0	41074	0				0	1			
384	41963	0				0	1			
512	42408	0				0	1			
384	42852	0				0	1			
0	43741	0				0	1			
256	44630	0				0	1			
0	45519	0				0	1			
128	45963	0				0	1			
256	46408	0				0	1			
120	47296	0				0	1	5		
392	47445	0				0	1	5		
120	47593	0				0	1	5		
392	47741	0				0	1	5		
120	47889	0				0	1	5		
392	48037	0				0	1	5		
120	48185	0				0	1	5		
392	48334	0				0	1	5		
120	48482	0				0	1	5		
392	48630	0				0	1	5		
120	48778	0				0	1	5		
392	48926	0				0	1	5		
120	49074	0				0	1	5		
256	49963	0				0	1			
256	50852	0	S		C3	0	1	3		
0	51741	0				0	1			
256	52185	0				0	1			
0	52630	0				0	1			
256	53519	0				0	1			
128	53963	0				0	1			
256	54185	0				0	1	1		
384	54408	0				0	1			
128	55296	0				0	1			
256	55741	0				0	1			
0	56185	0				0	1			
256	57074	0				0	1			
512	57519	0				0	1			
384	57741	0				0	1	1		
256	57963	0				0	1	3		
512	58852	0				0	1			
256	59296	0				0	1			
512	59741	0				0	1			
0	60630	0				0	1			
256	61074	0				0	1			
128	61296	0				0	1	1		
0	61519	0				0	1			
384	62408	0				0	1			
256	62852	0				0	1			
512	63296	0				0	1			
0	64185	0				0	1			
256	65074	0			C1	0	1	3		
128	65519	0				0	1			
0	65963	0				0	1			
384	66852	0				0	1			
256	67296	0				0	1			
512	67741	0				0	1			
128	68630	0				0	1			
256	69074	0				0	1			
512	69519	0				0	1			
256	70408	0				0	1			
128	70852	0				0	1			
384	71296	0				0	1			
0	72185	0				0	1			
512	73074	0				0	1			
256	73963	0				0	1	3		
128	74408	0				0	1			
0	74852	0				0	1			
128	75296	0				0	1			
120	75741	0				0	1	5		
392	75889	0				0	1	5		
120	76037	0				0	1	5		
392	76185	0				0	1	5		
120	76334	0				0	1	5		
392	76482	0				0	1	5		
120	76630	0				0	1	5		
392	76778	0				0	1	5		
120	76926	0				0	1	5		
392	77074	0				0	1	5		
256	77519	0	S		C2	0	1	3		
