音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1466	0				0	1	0	
384	1933	0				0	1	0	
384	2199	0				0	1	0	
384	2499	0				0	1	0	
384	2899	0				0	1	5	
128	3199	0				0	1	5	
384	3499	0				0	1	5	
128	3766	0				0	1	5	
0	4233	0				0	1	0	
256	4633	0				0	1	3	
256	4933	0				0	1	0	
256	5199	0				0	1	3	
256	5499	0				0	1	0	
256	5799	0				0	1	3	
256	6099	0				0	1	0	
256	6366	0				0	1	3	
384	6666	0				0	1	5	
128	6933	0				0	1	5	
384	7233	0				0	1	5	
128	7533	0				0	1	5	
384	7799	0				0	1	5	
128	8099	0				0	1	5	
384	8399	0				0	1	5	
128	8699	0				0	1	5	
384	9266	0				0	1	0	
128	9833	0				0	1	0	
128	10099	0				0	1	0	
128	10399	0				0	1	0	
256	10699	0				0	1	3	
256	10966	0				0	1	0	
256	11566	0				0	1	3	
384	11833	0				0	1	5	
128	12133	0				0	1	5	
384	12433	0				0	1	5	
128	12699	0				0	1	5	
384	12999	0				0	1	5	
128	13266	0				0	1	5	
384	14133	0				0	1	5	
128	14433	0				0	1	5	
384	14699	0				0	1	5	
128	14999	0				0	1	5	
384	15266	0				0	1	5	
128	15566	0				0	1	5	
0	16033	0				0	1	0	
0	16699	0				0	1	1	
384	16966	0				0	1	5	
128	17266	0				0	1	5	
384	17533	0				0	1	5	
128	17833	0				0	1	5	
0	18266	0				0	1	0	
0	18666	0				0	1	0	
128	18966	0				0	1	5	
384	19233	0				0	1	5	
128	19533	0				0	1	5	
384	19833	0				0	1	5	
128	20099	0				0	1	5	
128	20566	0				0	1	0	
384	20933	0				0	1	0	
256	21233	0				0	1	3	
384	21533	0				0	1	5	
128	21799	0				0	1	5	
384	22099	0				0	1	5	
128	22366	0				0	1	5	
256	22799	0				0	1	0	
521	23199	0				0	1	0	
256	23766	0				0	1	3	
256	24066	0				0	1	0	
256	24366	0				0	1	0	
521	25233	0				0	1	0	
521	25533	0				0	1	0	
128	25799	0				0	1	5	
384	26099	0				0	1	5	
128	26399	0				0	1	5	
384	26699	0				0	1	5	
128	26966	0				0	1	5	
384	27266	0				0	1	5	
128	27533	0				0	1	5	
384	27833	0				0	1	5	
128	28133	0				0	1	5	
256	28999	0				0	1	0	
256	29666	0				0	1	3	
128	30133	0				0	1	0	
256	30433	0				0	1	3	
256	30733	0				0	1	0	
256	30999	0				0	1	3	
256	31299	0				0	1	0	
128	31566	0				0	1	5	
384	31866	0				0	1	5	
128	32133	0				0	1	5	
384	32433	0				0	1	5	
128	32933	0				0	1	5	
128	33266	0				0	1	0	
256	33533	0				0	1	3	
256	33833	0				0	1	0	
256	34133	0				0	1	3	
256	34399	0				0	1	0	
384	35133	0				0	1	0	
256	35533	0				0	1	3	
256	35833	0				0	1	0	
256	36099	0				0	1	0	
256	36366	0				0	1	3	
384	36966	0				0	1	0	
256	37233	0				0	1	3	
384	37533	0				0	1	5	
128	37833	0				0	1	5	
384	38099	0				0	1	5	
128	38399	0				0	1	5	
128	38933	0				0	1	0	
256	39499	0				0	1	3	
256	39799	0				0	1	0	
256	40066	0				0	1	3	
256	40366	0				0	1	0	
256	40633	0				0	1	3	
256	41099	0				0	1	0	
256	41766	0				0	1	3	
384	42033	0				0	1	5	
128	42333	0				0	1	5	
384	42633	0				0	1	5	
128	42899	0				0	1	5	
384	43366	0				0	1	0	
0	44033	0				0	1	0	
128	44333	0				0	1	5	
384	44599	0				0	1	5	
128	44899	0				0	1	5	
384	45166	0				0	1	5	
128	45466	0				0	1	5	
384	45733	0				0	1	5	
128	46033	0				0	1	5	
384	46533	0				0	1	0	
256	46833	0				0	1	3	
0	47166	0				0	1	0	
0	47433	0				0	1	0	
0	47999	0				0	1	0	
256	48299	0				0	1	3	
521	49133	0				0	1	0	
521	49433	0				0	1	0	
384	49699	0				0	1	5	
128	49999	0				0	1	5	
384	50266	0				0	1	5	
128	50799	0				0	1	5	
256	51166	0				0	1	0	
256	51466	0				0	1	3	
256	51999	0				0	1	0	
256	52599	0				0	1	3	
256	52866	0				0	1	0	
128	53166	0				0	1	5	
384	53433	0				0	1	5	
128	53733	0				0	1	5	
384	53999	0				0	1	5	
128	54266	0				0	1	5	
521	54833	0				0	1	0	
256	55133	0				0	1	3	
128	55633	0				0	1	0	
384	55966	0				0	1	0	
384	56266	0				0	1	0	
256	56699	0				0	1	3	
256	57366	0				0	1	0	
256	57899	0				0	1	0	
256	58233	0				0	1	3	
256	58533	0				0	1	0	
256	58799	0	S		C2	0	1	3	
0	59233	0				0	1	0	
256	59633	0				0	1	3	
128	60233	0				0	1	0	
256	60499	0				0	1	3	
256	60799	0				0	1	0	
256	61066	0				0	1	3	
256	61499	0				0	1	3	
128	61799	0				0	1	5	
384	62166	0				0	1	5	
