音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个	音量0-0.7的值可两位小数	0是打击点	音效点需要播的音效名字
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt
0	1666	0				0	1	0	
0	2066	0				0	1	0	
256	2466	0				0	1	3	
0	2866	0				0	1	0	
0	3266	0				0	1	0	
256	4099	0				0	1	3	
256	4499	0				0	1	0	
256	4899	0				0	1	3	
384	5299	0				0	1	0	
256	5899	0				0	1	0	
128	6933	0				0	1	0	
256	7333	0				0	1	3	
256	7733	0				0	1	3	
256	8133	0				0	1	0	
256	8533	0				0	1	0	
256	8966	0				0	1	0	
256	9366	0				0	1	3	
256	9766	0				0	1	3	
256	10166	0				0	1	3	
384	10566	0				0	1	0	
256	10966	0				0	1	3	
0	11399	0				0	1	0	
256	11799	0				0	1	3	
128	12299	0				0	1	0	
128	12566	0				0	1	0	
256	13399	0				0	1	3	
128	13833	0				0	1	0	
256	14233	0				0	1	0	
256	14633	0				0	1	3	
256	15033	0				0	1	0	
256	15433	0				0	1	0	
521	15833	0				0	1	0	
256	16266	0				0	1	0	
384	16666	0				0	1	0	
256	17066	0				0	1	3	
256	17466	0				0	1	0	
128	17866	0				0	1	0	
256	18266	0				0	1	0	
0	18866	0				0	1	0	
256	19899	0				0	1	3	
128	20299	0				0	1	0	
0	21099	0				0	1	0	
521	21533	0				0	1	0	
256	21933	0				0	1	3	
256	22333	0				0	1	0	
384	22733	0				0	1	0	
521	23133	0				0	1	0	
521	23533	0				0	1	0	
256	24366	0				0	1	3	
128	24766	0				0	1	0	
384	25266	0				0	1	0	
384	26399	0				0	1	0	
256	26799	0				0	1	3	
384	27199	0				0	1	0	
256	27599	0				0	1	3	
384	27999	0				0	1	0	
256	28399	0				0	1	1	
0	28833	0				0	1	0	
256	29233	0				0	1	0	
128	29633	0				0	1	0	
256	30033	0				0	1	3	
0	30433	0				0	1	0	
256	30833	0				0	1	3	
384	31266	0	S		C2	0	1	0	
256	31666	0				0	1	3	
0	32066	0				0	1	0	
256	32466	0				0	1	3	
256	32866	0				0	1	0	
0	33266	0				0	1	0	
128	33699	0				0	1	0	
256	34099	0				0	1	0	
128	34499	0				0	1	1	
256	34899	0				0	1	3	
0	35299	0				0	1	0	
256	35699	0				0	1	0	
0	36533	0				0	1	0	
521	36933	0				0	1	0	
256	37333	0				0	1	3	
256	37733	0				0	1	0	
521	38166	0				0	1	0	
128	38566	0				0	1	0	
256	38966	0				0	1	0	
256	39366	0				0	1	3	
521	39766	0				0	1	0	
256	40166	0				0	1	0	
256	40566	0				0	1	3	
128	40966	0				0	1	0	
128	41399	0				0	1	0	
256	41799	0				0	1	3	
256	42199	0				0	1	0	
256	42599	0				0	1	3	
521	42999	0				0	1	0	
0	43399	0				0	1	0	
521	43799	0				0	1	0	
256	44233	0				0	1	3	
128	44633	0				0	1	0	
384	45033	0				0	1	0	
256	45433	0				0	1	3	
521	45833	0				0	1	0	
128	46266	0				0	1	0	
256	46666	0				0	1	3	
384	47066	0				0	1	0	
521	47466	0				0	1	0	
256	47866	0				0	1	3	
384	48266	0				0	1	0	
521	48666	0				0	1	0	
521	49099	0				0	1	0	
256	49899	0				0	1	3	
384	50699	0				0	1	0	
256	52333	0				0	1	3	
128	52733	0				0	1	0	
384	53133	0				0	1	0	
256	53533	0				0	1	0	
384	53966	0				0	1	0	
256	54366	0				0	1	3	
128	54766	0				0	1	0	
0	55166	0				0	1	0	
384	55566	0				0	1	0	
0	55999	0				0	1	0	
128	56399	0				0	1	0	
384	56799	0				0	1	0	
256	57199	0				0	1	3	
384	57999	0				0	1	0	
384	58799	0				0	1	0	
256	59233	0				0	1	3	
0	59633	0				0	1	1	
256	60033	0				0	1	3	
521	60433	0				0	1	0	
128	60833	0				0	1	0	
256	61266	0				0	1	1	
256	61666	0				0	1	3	
256	62066	0				0	1	3	
256	62866	0				0	1	3	
128	63266	0	S		C3	0	1	0	
0	63699	0				0	1	4	
0	64466	0				0	1	0	
256	65299	0				0	1	3	
521	65699	0				0	1	0	
128	66133	0				0	1	0	
384	66533	0				0	1	0	
256	66933	0				0	1	3	
384	67333	0				0	1	0	
256	67733	0				0	1	0	
521	68133	0				0	1	0	
128	68966	0				0	1	0	
384	69366	0				0	1	0	
256	69766	0				0	1	3	
384	70166	0				0	1	0	
128	70866	0				0	1	0	
256	71799	0				0	1	3	
128	72199	0				0	1	0	
0	72599	0				0	1	0	
256	72999	0				0	1	3	
384	73399	0				0	1	0	
128	73833	0				0	1	0	
256	74233	0				0	1	3	
256	74633	0				0	1	3	
128	75033	0				0	1	0	
256	75433	0				0	1	0	
0	75866	0				0	1	0	
521	76233	0				0	1	0	
256	76666	0				0	1	3	
384	77166	0				0	1	0	
384	77433	0				0	1	0	
256	78266	0				0	1	3	
384	78666	0				0	1	0	
384	79099	0				0	1	0	
256	79499	0				0	1	3	
256	79899	0				0	1	0	
384	80299	0				0	1	4	
0	80699	0				0	1	0	
128	81533	0				0	1	0	
256	81933	0				0	1	3	
256	82333	0				0	1	4	
256	82733	0				0	1	0	
128	83133	0				0	1	0	
128	83533	0				0	1	0	
256	84366	0				0	1	3	
0	84766	0				0	1	0	
128	85166	0				0	1	0	
256	85566	0				0	1	3	
384	85966	0				0	1	0	
128	86399	0				0	1	0	
0	86799	0				0	1	0	
256	87199	0				0	1	3	
521	87599	0				0	1	0	
256	87999	0				0	1	0	
256	88433	0				0	1	0	
256	88833	0				0	1	3	
384	89233	0				0	1	1	
256	89633	0				0	1	3	
0	90033	0				0	1	0	
256	90433	0				0	1	3	
384	90833	0				0	1	0	
384	91266	0				0	1	0	
256	91666	0				0	1	3	
521	92066	0				0	1	0	
256	92466	0				0	1	3	
0	92866	0				0	1	0	
128	93266	0				0	1	0	
521	93699	0				0	1	0	
521	94099	0				0	1	0	
256	94499	0				0	1	3	
521	94899	0				0	1	0	
256	95299	0				0	1	3	
521	95699	0				0	1	0	
128	96133	0				0	1	0	
521	96533	0				0	1	0	
521	96933	0				0	1	0	
256	97333	0				0	1	3	
0	97733	0				0	1	0	
521	98166	0				0	1	0	
256	98566	0				0	1	3	
0	98933	0				0	1	0	
256	99366	0				0	1	3	
384	99766	0				0	1	0	
256	100166	0				0	1	0	
521	100566	0				0	1	0	
384	100966	0				0	1	0	
256	101799	0				0	1	3	
128	102599	0	S		C1	0	1	0	
