音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	音效点需要播的音效名字	
Line	StartTime	EndTime	Item	Condition	Action	SoundEffects	Volume	IsHit	Gunbolt	
256	2577	0				0	1			
512	5103	0				0	1			
0	6366	0				0	1			
128	6998	0				0	1			
256	7629	0			C2	0	1	3		
0	8261	0				0	1			
256	8892	0				0	1			
128	9524	0				0	1			
128	9840	0				0	1			
128	10156	0				0	1			
512	11419	0				0	1			
256	12050	0				0	1			
256	12366	0				0	1			
256	12682	0				0	1			
384	13313	0				0	1			
256	13945	0				0	1			
0	14577	0				0	1			
0	14892	0				0	1			
0	15208	0				0	1			
384	16471	0				0	1			
128	17103	0				0	1			
256	17735	0				0	1	3		
0	18366	0				0	1			
256	18998	0				0	1			
384	19629	0				0	1			
256	19945	0				0	1			
128	20261	0				0	1			
256	20892	0				0	1			
512	21524	0				0	1			
256	22156	0				0	1			
384	22471	0				0	1			
512	22787	0				0	1			
256	23735	0				0	1			
256	24050	0				0	1			
0	24682	0				0	1			
128	24998	0				0	1			
256	25313	26577				0	1	2		
256	27840	0	S		C3	0	1	3		
512	28471	0				0	1			
512	28787	0				0	1			
512	29103	0				0	1			
256	29735	0				0	1			
512	30366	0				0	1			
256	30998	0				0	1			
384	31313	0				0	1			
512	31629	0				0	1			
256	32261	0				0	1			
0	32892	0				0	1			
256	33524	0				0	1			
128	33840	0				0	1	1		
0	34156	0				0	1			
256	34787	0				0	1			
512	35419	0				0	1			
256	36050	0				0	1			
512	36366	0				0	1			
256	36682	0				0	1			
0	37313	0				0	1			
256	37945	0				0	1	3		
0	38577	0				0	1	4		
0	38892	0				0	1	4		
0	39208	0				0	1	4		
512	39840	0				0	1			
256	40471	0				0	1			
512	41103	0				0	1			
256	41419	0				0	1			
0	41735	0				0	1			
256	42366	0				0	1			
0	42998	0				0	1			
256	43629	0				0	1	4		
256	43945	0				0	1	4		
256	44261	0				0	1	4		
512	44892	0				0	1			
256	45524	0				0	1			
512	46156	0				0	1			
256	46471	0				0	1			
512	46787	0				0	1			
256	47419	0				0	1			
256	47735	0				0	1			
256	48050	0	S		C1	0	1	3		
0	48682	0				0	1			
512	49313	0				0	1			
256	49945	0				0	1			
512	50261	0				0	1			
256	50577	0				0	1			
384	50892	0				0	1	1		
512	51208	0				0	1			
384	51524	0				0	1	1		
256	51840	0				0	1			
0	52471	0				0	1			
128	52787	0				0	1			
256	53103	0				0	1	3		
0	53696	0				0	1			
512	54327	0				0	1			
0	54998	0				0	1			
512	55629	0				0	1			
0	56261	0				0	1			
256	56577	0				0	1			
0	56892	0				0	1			
512	57524	0				0	1			
408	58156	0			C2	0	1	5		
104	58471	0				0	1	5		
408	58629	0				0	1	5		
104	58787	0				0	1	5		
408	58945	0				0	1	5		
104	59103	0				0	1	5		
408	59419	0				0	1	5		
336	60050	0				0	1	1		
256	60682	0				0	1			
512	61313	0				0	1			
256	61629	0				0	1			
512	61945	0				0	1			
256	62577	0				0	1			
256	62892	0				0	1			
256	63208	64471				0	1	2		
0	65103	0				0	1			
256	65419	0				0	1			
512	65735	0				0	1			
256	66998	0	S		C3	0	1			
