音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1201	251	735	0		0
2	1101	735	0	0		0
3	1101	977	0	0		0
4	1201	1219	1702	0		0
3	1201	1702	2428	0		0
1	1201	1702	2428	0		0
2	1101	2428	0	0		0
4	1101	2670	0	0		0
3	1101	2912	0	0		0
2	1101	3154	0	0		0
1	1101	3396	0	0		0
2	1101	3638	0	0		0
3	1101	3880	0	0		0
4	1201	4122	4606	0		0
3	1101	4606	0	0		0
2	1101	4848	0	0		0
1	1201	5090	5573	0		0
2	1201	5573	6299	0		0
4	1201	5573	6299	0		0
3	1101	6299	0	0		0
1	1101	6541	0	0		0
4	1101	6783	0	0		0
1	1101	7025	0	0		0
4	1101	7267	0	0		0
3	1101	7509	0	0		0
2	1101	7751	0	0		0
1	1201	7993	8477	0		0
2	1101	8477	0	0		0
3	1101	8719	0	0		0
4	1201	8960	9444	0		0
1	1201	9444	10170	0		0
3	1201	9444	10170	0		0
2	1101	10170	0	0		0
1	1101	10412	0	0		0
2	1101	10654	0	0		0
3	1101	10896	0	0		0
2	1101	11138	0	0		0
1	1101	11380	0	0		0
2	1101	11622	0	0		0
1	1201	11864	12348	0		0
2	1101	12348	0	0		0
3	1201	12590	13315	0		0
4	1201	13315	13799	0		0
3	1101	13799	0	0		0
2	1101	14041	0	0		0
3	1101	14283	0	0		0
1	1101	14525	0	0		0
3	1101	14767	0	0		0
2	1101	15009	0	0		0
4	1101	15251	0	0		0
2	1101	15493	0	0		0
1	1101	15735	0	0		0
3	1101	15735	0	0		0
2	1101	15977	0	0		0
3	1101	16219	0	0		0
2	1101	16460	0	0		0
4	1201	16702	17186	0		0
2	1201	17186	17912	0		0
3	1101	17912	0	0		0
1	1101	18154	0	0		0
3	1101	18396	0	0		0
2	1101	18638	0	0		0
4	1101	18880	0	0		0
1	1201	19122	19606	0		0
3	1101	19606	0	0		0
2	1101	19848	0	0		0
4	1101	20090	0	0		0
3	1101	20331	0	0		0
2	1201	20573	21057	0		0
4	1201	21057	21783	0		0
1	1101	21783	0	0		0
3	1101	22025	0	0		0
2	1101	22267	0	0		0
4	1201	22509	22993	0		0
2	1201	22993	23477	0		0
1	1101	23477	0	0		0
3	1101	23719	0	0		0
2	1101	23960	0	0		0
1	1101	24202	0	0		0
4	1201	24444	24928	0		0
1	1201	24928	25654	0		0
2	1101	25654	0	0		0
3	1101	25896	0	0		0
2	1101	26138	0	0		0
4	1101	26380	0	0		0
1	1101	26622	0	0		0
2	1101	26864	0	0		0
3	1201	27106	28799	0		0
1	1201	27106	28799	0		0
2	1101	28799	0	0		0
3	1101	29041	0	0		0
2	1101	29283	0	0		0
1	1101	29525	0	0		0
2	1101	29767	0	0		0
3	1101	30009	0	0		0
4	1101	30251	0	0		0
3	1101	30493	0	0		0
2	1101	30735	0	0		0
1	1101	30977	0	0		0
2	1101	31219	0	0	2	0
4	1101	31219	0	0	2	0
3	1101	31460	0	0		0
1	1201	31702	32186	0		0
2	1201	32186	32670	0		0
3	1201	32670	33154	0		0
4	1201	33154	33638	0		0
3	1101	33638	0	0		0
1	1101	33880	0	0		0
2	1201	34122	35090	0		0
4	1101	35090	0	0		0
3	1101	35331	0	0		0
2	1101	35573	0	0		0
4	1101	35815	0	0		0
1	1201	36057	36541	0		0
3	1201	36541	37025	0		0
2	1201	37025	37509	0		0
4	1201	37509	37993	0		0
3	1101	37993	0	0		0
1	1101	38235	0	0		0
3	1201	38477	38960	0		0
1	1101	38960	0	0		0
2	1101	39202	0	0		0
4	1201	39444	39928	0		0
3	1201	39928	40412	0		0
2	1201	40412	40896	0		0
1	1201	40896	41380	0		0
2	1201	41380	41864	0		0
3	1101	41864	0	0		0
4	1101	42106	0	0		0
1	1201	42348	42831	0		0
2	1201	42831	43557	0		0
4	1201	43557	44283	0		0
2	1201	44283	44767	0		0
1	1101	44767	0	0		0
2	1101	45009	0	0		0
3	1101	45251	0	0		0
4	1101	45493	0	0		0
3	1101	45735	0	0		0
2	1101	45977	0	0		0
1	1101	46219	0	0		0
4	1201	46460	47186	0		0
1	1101	47186	0	0		0
3	1101	47186	0	0		0
2	1101	47428	0	0		0
3	1101	47670	0	0		0
1	1101	47912	0	0		0
4	1201	48154	48638	0		0
2	1101	48638	0	0		0
1	1101	48880	0	0		0
2	1201	49122	49606	0		0
3	1201	49606	50573	0		0
2	1101	50573	0	0		0
4	1101	50573	0	0		0
3	1101	50815	0	0		0
1	1201	51057	51541	0		0
2	1101	51541	0	0		0
4	1101	51783	0	0		0
3	1101	52025	0	0		0
2	1101	52267	0	0		0
1	1201	52509	52993	0		0
2	1201	52993	53477	0		0
3	1201	53477	53960	0		0
4	1201	53960	54444	0		0
1	1101	54444	0	0		0
3	1101	54444	0	0		0
2	1101	54686	0	0		0
1	1201	54928	55412	0		0
4	1201	55412	55896	0		0
1	1201	55896	56380	0		0
3	1201	56380	56864	0		0
1	1201	56864	57348	0		0
4	1201	57348	57831	0		0
2	1201	57831	58315	0		0
4	1201	58315	59041	0		0
3	1201	59041	59767	0		0
1	1201	59767	60251	0		0
4	1101	60251	0	0		0
3	1101	60493	0	0		0
4	1101	60735	0	0		0
3	1101	60977	0	0		0
4	1101	61219	0	0		0
2	1101	61460	0	0		0
3	1101	61702	0	0		0
1	1101	61944	0	0		0
3	1201	62186	63638	0	3	0
2	1201	63638	65090	0		0
1	1101	65090	0	0		0
4	1201	65331	66057	0		0
1	1201	66057	67509	0		0
3	1201	66057	67509	0		0
2	1201	67509	68719	0		0
4	1201	67509	68719	0		0
3	1101	68719	0	0		0
1	1101	68960	0	0		0
3	1201	69202	69928	0		0
1	1201	69928	71380	0		0
2	1201	71380	72831	0		0
4	1201	72831	73315	0		0
3	1201	73315	73799	0		0
1	1201	73799	74525	0		0
2	1201	74525	75251	0		0
3	1201	75251	76219	0		0
2	1101	76219	0	0		0
4	1101	76460	0	0		0
1	1101	76702	0	0		0
4	1201	76944	77670	0		0
2	1201	77670	79122	0		0
3	1201	79122	80573	0		0
1	1101	80573	0	0		0
2	1201	80815	81541	0		0
4	1201	81541	82993	0		0
2	1201	82993	83960	0		0
4	1101	83960	0	0		0
3	1101	84202	0	0		0
2	1101	84444	0	0		0
1	1201	84686	85412	0		0
4	1201	85412	86864	0		0
2	1201	86864	88315	0		0
3	1101	88315	0	0		0
4	1101	88557	0	0		0
3	1101	88799	0	0		0
2	1101	89041	0	0		0
1	1201	89283	90009	0		0
2	1201	90009	90735	0		0
3	1201	90735	91702	0		0
2	1201	91702	92186	0		0
1	1201	92186	93154	0		0
3	1201	92186	93154	0		0
2	1101	93154	0	0	1	0
4	1101	93396	0	0		0
3	1101	93638	0	0		0
2	1101	93880	0	0		0
1	1201	94122	94606	0		0
3	1201	94606	95331	0		0
1	1101	95331	0	0		0
2	1101	95573	0	0		0
3	1101	95815	0	0		0
4	1101	96057	0	0		0
3	1101	96299	0	0		0
2	1201	96541	97025	0		0
1	1101	97025	0	0		0
3	1101	97267	0	0		0
1	1101	97509	0	0		0
3	1101	97751	0	0		0
1	1201	97993	98477	0		0
4	1201	98477	99202	0		0
3	1101	99202	0	0		0
1	1101	99444	0	0		0
4	1101	99686	0	0		0
1	1101	99928	0	0		0
4	1101	100170	0	0		0
2	1201	100412	100896	0		0
3	1101	100896	0	0		0
1	1101	101138	0	0		0
4	1101	101380	0	0		0
2	1101	101622	0	0		0
4	1101	101864	0	0		0
3	1101	102106	0	0		0
2	1201	102348	103315	0		0
3	1101	103315	0	0		0
1	1101	103557	0	0		0
2	1101	103799	0	0		0
1	1101	104041	0	0		0
2	1101	104283	0	0		0
1	1101	104525	0	0		0
3	1201	104767	105735	0		0
4	1101	105977	0	0		0
1	1201	106219	106702	0		0
3	1101	106702	0	0		0
4	1101	106944	0	0		0
3	1101	107186	0	0		0
1	1101	107428	0	0		0
4	1101	107670	0	0		0
2	1101	107912	0	0		0
4	1101	108154	0	0		0
3	1201	108396	109122	0		0
1	1201	108396	109122	0		0
