音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	305	0	0		0
2	1101	451	0	0		0
3	1101	638	0	0		0
4	1101	805	0	0		0
3	1101	1117	0	0		0
2	1101	1284	0	0		0
4	1101	1638	0	0		0
3	1101	1784	0	0		0
2	1101	1930	0	0		0
1	1101	2097	0	0		0
2	1101	2472	0	0		0
3	1101	2617	0	0		0
2	1101	2972	0	0		0
3	1101	3159	0	0		0
2	1101	3326	0	0		0
4	1101	3513	0	0		0
1	1101	3784	0	0		0
2	1101	3951	0	0		0
4	1101	4159	0	0		0
3	1201	4326	5055	0		0
4	1101	5055	0	0		0
2	1101	5055	0	0		0
3	1101	5367	0	0		0
2	1101	5742	0	0		0
4	1101	6013	0	0		0
2	1101	6367	0	0		0
3	1101	6701	0	0		0
1	1101	6992	0	0		0
2	1101	7326	0	0		0
3	1101	7638	0	0		0
4	1101	7992	0	0		0
1	1201	8305	8951	0		0
4	1201	8951	9576	0		0
2	1101	9576	0	0		0
3	1101	9930	0	0		0
2	1101	10222	0	0		0
3	1101	10555	0	0		0
2	1101	10888	0	0		0
4	1101	10888	0	0		0
3	1101	11201	0	0		0
4	1101	11534	0	0		0
1	1101	11805	0	0		0
2	1101	12138	0	0		0
3	1101	12492	0	0		0
1	1101	12492	0	0		0
2	1101	12805	0	0		0
4	1101	13097	0	0		0
3	1101	13284	0	0		0
4	1101	13451	0	0		0
3	1101	13617	0	0		0
2	1101	13784	0	0		0
1	1101	13972	0	0		0
2	1101	14242	0	0		0
3	1101	14409	0	0		0
4	1101	14576	0	0		0
2	1101	14722	0	0		0
3	1101	15013	0	0		0
2	1101	15347	0	0		0
1	1101	15680	0	0		0
3	1101	15992	0	0		0
2	1101	16326	0	0		0
3	1101	16638	0	0		0
4	1101	16992	0	0		0
3	1201	17305	17888	0		0
2	1101	17888	0	0		0
3	1101	18076	0	0		0
4	1101	18242	0	0		0
3	1101	18388	0	0		0
2	1101	18555	0	0		0
3	1101	18722	0	0		0
1	1101	18888	0	0		0
3	1201	19034	19367	0		0
2	1101	19367	0	0		0
1	1101	19576	0	0		0
3	1101	19847	0	0		0
4	1101	20159	0	0		0
3	1101	20472	0	0		0
4	1101	20784	0	0		0
3	1101	20951	0	0		0
2	1101	21138	0	0		0
3	1101	21305	0	0		0
4	1101	21472	0	0		0
3	1101	21617	0	0		0
2	1101	21951	0	0		0
1	1101	22097	0	0		0
2	1101	22263	0	0		0
3	1101	22451	0	0		0
4	1101	22617	0	0		0
3	1101	22742	0	0		0
2	1101	22888	0	0		0
1	1101	23222	0	0		0
4	1101	23367	0	0		0
1	1101	23513	0	0		0
4	1101	23680	0	0		0
3	1101	23826	0	0		0
2	1101	23992	0	0		0
3	1101	24138	0	0		0
4	1101	24472	0	0		0
2	1101	24659	0	0		0
3	1101	24972	0	0		0
1	1101	25242	0	0		0
2	1201	25638	26263	0		0
1	1101	26263	0	0		0
3	1101	26263	0	0		0
2	1101	26617	0	0		0
3	1201	26951	27534	0		0
1	1101	27534	0	0		0
2	1101	27888	0	0		0
1	1201	28201	28826	0		0
4	1101	28826	0	0		0
3	1101	29159	0	0		0
2	1101	29492	0	0		0
3	1101	29826	0	0		0
2	1101	30117	0	0		0
3	1101	30472	0	0		0
1	1201	30763	31451	0		0
2	1101	31451	0	0		0
3	1101	31805	0	0		0
2	1201	32076	32742	0		0
4	1101	32742	0	0		0
3	1101	33034	0	0		0
4	1201	33347	34034	0		0
1	1101	34034	0	0		0
2	1101	34347	0	0		0
3	1101	34638	0	0		0
4	1101	34930	0	0		0
3	1101	35284	0	0		0
1	1101	35284	0	0		0
2	1101	35576	0	0		0
1	1101	35930	0	0		0
3	1101	35930	0	0		0
2	1101	36263	0	0		0
4	1101	36597	0	0		0
3	1101	36888	0	0		0
4	1201	37201	37867	0		0
1	1101	37867	0	0		0
2	1101	38180	0	0		0
1	1201	38492	39180	0		0
4	1201	39180	39742	0		0
3	1201	39742	40409	0		0
2	1201	40409	41076	0		0
1	1101	41076	0	0		0
2	1101	41409	0	0		0
3	1101	41701	0	0		0
4	1101	41992	0	0		0
3	1101	42347	0	0		0
4	1101	42659	0	0		0
3	1101	42992	0	0		0
2	1101	43284	0	0		0
1	1101	43597	0	0		0
2	1101	43909	0	0		0
3	1101	44263	0	0		0
2	1101	44534	0	0		0
4	1201	44847	45742	0		0
