音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	305	0	0		0
4	1101	831	0	0		0
2	1101	1357	0	0		0
3	1201	1883	2410	0		0
2	1101	2410	0	0		0
1	1101	2673	0	0		0
3	1201	3199	3726	0		0
2	1101	3989	0	0		0
4	1101	4252	0	0		0
2	1101	4515	0	0		0
3	1101	5041	0	0		0
4	1101	5568	0	0		0
3	1201	6094	6620	0		0
2	1101	6620	0	0		0
1	1101	6883	0	0		0
3	1201	7410	8462	0		0
1	1101	8726	0	0		0
3	1101	9252	0	0		0
2	1101	9778	0	0		0
4	1101	10304	0	0		0
1	1101	10568	0	0		0
2	1101	10831	0	0		0
1	1101	11094	0	0		0
2	1101	11357	0	0		0
3	1101	11620	0	0		0
4	1201	11883	12410	0		0
3	1101	12410	0	0		0
1	1101	13199	0	0		0
2	1101	13462	0	0		0
4	1101	13989	0	0		0
3	1101	14252	0	0		0
4	1101	14515	0	0		0
1	1201	14910	15304	0		0
2	1101	15304	0	0		0
3	1101	15568	0	0		0
4	1101	15831	0	0		0
3	1201	16094	16620	0		0
2	1101	16620	0	0		0
4	1101	17410	0	0		0
2	1101	17673	0	0		0
3	1101	17936	0	0		0
1	1101	18199	0	0		0
3	1101	18726	0	0		0
1	1101	19252	0	0		0
3	1101	19778	0	0		0
2	1201	20304	20831	0		0
3	1101	20831	0	0		0
3	1101	21620	0	0		0
4	1101	21883	0	0		0
2	1101	22147	0	0		0
1	1101	22410	0	0		0
3	1101	22936	0	0		0
4	1101	23462	0	0		0
2	1101	23989	0	0		0
1	1101	24515	0	0		0
4	1101	25041	0	0	2	0
2	1101	25041	0	0		0
3	1101	25568	0	0		0
1	1101	26094	0	0		0
4	1101	26620	0	0		0
2	1101	27147	0	0		0
4	1101	27673	0	0		0
3	1101	28199	0	0		0
1	1101	28462	0	0		0
3	1101	28726	0	0		0
2	1201	28989	29515	0		0
4	1101	29778	0	0		0
3	1101	30304	0	0		0
1	1101	30831	0	0		0
2	1101	31357	0	0		0
4	1101	31883	0	0		0
3	1101	32147	0	0		0
4	1201	32410	32936	0		0
2	1101	32936	0	0		0
3	1101	33462	0	0		0
1	1101	33989	0	0		0
4	1101	34515	0	0		0
1	1101	35041	0	0		0
2	1101	35304	0	0		0
1	1201	35568	36094	0		0
2	1101	36094	0	0		0
3	1101	36357	0	0		0
4	1201	36620	37147	0		0
3	1101	37147	0	0		0
2	1101	37410	0	0		0
1	1201	37673	38199	0		0
4	1201	38199	38726	0		0
2	1201	38199	38726	0		0
3	1101	38726	0	0		0
2	1101	39252	0	0		0
1	1201	39778	40304	0		0
2	1101	40568	0	0		0
4	1101	40568	0	0		0
3	1101	40831	0	0		0
2	1101	41094	0	0		0
1	1201	41357	41883	0		0
