音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	188	563	0		0
4	1101	563	0	0		0
3	1101	750	0	0		0
1	1101	938	0	0		0
2	1101	1125	0	0		0
3	1101	1313	0	0		0
2	1201	1500	2063	0		0
1	1201	2063	2438	0		0
3	1101	2438	0	0		0
4	1101	2625	0	0		0
2	1101	2813	0	0		0
3	1201	3000	3375	0		0
4	1201	3375	3750	0		0
2	1101	3750	0	0		0
3	1101	3938	0	0		0
1	1101	4125	0	0		0
2	1101	4313	0	0		0
4	1201	4500	5063	0		0
2	1101	5063	0	0		0
3	1101	5250	0	0		0
1	1101	5250	0	0		0
2	1101	5625	0	0		0
4	1101	5625	0	0		0
1	1101	6000	0	0		0
3	1101	6000	0	0		0
2	1201	6188	6750	0		0
4	1101	6750	0	0		0
1	1101	6938	0	0		0
4	1101	7125	0	0		0
1	1101	7313	0	0		0
2	1201	7500	8063	0		0
1	1201	8063	8438	0		0
3	1101	8438	0	0		0
4	1101	8625	0	0		0
1	1101	8813	0	0		0
3	1201	9000	9375	0		0
4	1201	9375	9750	0		0
2	1101	9750	0	0		0
4	1101	9938	0	0		0
1	1101	10125	0	0		0
3	1101	10313	0	0		0
4	1201	10500	11063	0		0
2	1101	11063	0	0		0
1	1101	11250	0	0		0
3	1101	11250	0	0		0
4	1101	11625	0	0		0
2	1101	11625	0	0		0
3	1101	12000	0	0		0
1	1101	12000	0	0		0
2	1101	12188	0	0		0
4	1101	12375	0	0		0
3	1101	12563	0	0		0
2	1101	12750	0	0		0
3	1101	12938	0	0		0
2	1201	13125	13688	0		0
4	1201	13125	13688	0		0
1	1201	13688	14063	0	2	0
3	1201	14063	14438	0		0
2	1201	14438	14813	0		0
4	1201	14813	15188	0		0
3	1201	15188	15563	0		0
2	1101	15563	0	0		0
4	1201	15750	16125	0		0
2	1101	16125	0	0		0
1	1101	16313	0	0		0
2	1101	16500	0	0		0
4	1201	16688	17063	0		0
3	1201	17063	17813	0		0
1	1201	17813	18188	0		0
2	1201	18188	19125	0		0
3	1201	19125	19500	0		0
4	1101	19500	0	0		0
2	1101	19688	0	0		0
1	1101	19969	0	0		0
3	1101	20250	0	0		0
2	1101	20438	0	0		0
3	1101	20719	0	0		0
4	1101	21000	0	0		0
2	1201	21188	21563	0		0
1	1201	21563	22313	0		0
4	1101	22313	0	0		0
2	1101	22500	0	0		0
3	1201	22688	23813	0		0
1	1101	23813	0	0		0
2	1101	24000	0	0		0
3	1101	24188	0	0		0
2	1101	24375	0	0		0
4	1101	24563	0	0		0
3	1201	24750	25125	0		0
1	1101	25125	0	0		0
3	1101	25313	0	0		0
2	1201	25500	25875	0		0
4	1101	25875	0	0		0
3	1101	26063	0	0		0
4	1101	26250	0	0		0
3	1201	26438	27000	0		0
2	1101	27000	0	0		0
4	1201	27188	27563	0		0
3	1201	27563	27938	0		0
2	1201	27938	28313	0		0
1	1201	28313	28688	0		0
3	1201	28688	29063	0		0
4	1201	29063	29438	0		0
3	1101	29438	0	0		0
4	1201	29625	30188	0		0
2	1201	29625	30188	0		0
