音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1101	1586	0	0		0
3	1101	1986	0	0		0
2	1101	2386	0	0		0
3	1101	2786	0	0		0
4	1201	3186	3986	0		0
3	1201	3986	4786	0		0
1	1101	4786	0	0		0
2	1101	5186	0	0		0
1	1101	5586	0	0		0
3	1101	5986	0	0		0
2	1201	6386	7186	0		0
3	1201	7186	7986	0		0
4	1101	7986	0	0		0
2	1101	7986	0	0		0
3	1101	8386	0	0		0
2	1101	8786	0	0		0
1	1201	9186	10386	0		0
3	1101	10386	0	0		0
4	1201	10786	11586	0		0
2	1101	11586	0	0		0
3	1101	11986	0	0		0
2	1101	12386	0	0		0
1	1101	12786	0	0		0
4	1101	13186	0	0		0
1	1101	13586	0	0		0
4	1101	13986	0	0		0
1	1101	14386	0	0	2	0
3	1101	14386	0	0	2	0
2	1101	14786	0	0		0
3	1101	15186	0	0		0
2	1101	15586	0	0		0
1	1201	15986	16786	0		0
3	1201	16786	17586	0		0
2	1101	17586	0	0		0
4	1101	17586	0	0		0
3	1101	17986	0	0		0
2	1101	18386	0	0		0
4	1101	18786	0	0		0
3	1101	19186	0	0		0
2	1201	19586	20386	0		0
4	1101	20386	0	0		0
3	1101	20786	0	0		0
1	1101	20786	0	0		0
2	1101	21186	0	0		0
3	1101	21586	0	0		0
2	1201	21986	22586	0		0
4	1201	22586	23186	0		0
2	1101	23186	0	0		0
3	1101	23586	0	0		0
2	1101	23986	0	0		0
4	1101	23986	0	0		0
3	1101	24386	0	0		0
1	1101	24786	0	0		0
3	1101	25186	0	0		0
1	1201	25586	26386	0		0
2	1201	26386	27186	0		0
3	1201	27186	28786	0		0
2	1201	28786	29586	0		0
4	1201	28786	29586	0		0
3	1101	29586	0	0		0
2	1101	29986	0	0		0
3	1201	30386	31186	0	3	0
1	1101	31186	0	0		0
3	1101	31586	0	0		0
1	1201	31986	32786	0		0
2	1201	32786	33586	0		0
4	1201	33586	34386	0		0
3	1101	34386	0	0		0
2	1101	34786	0	0		0
3	1201	35186	35986	0		0
2	1201	35986	36786	0		0
4	1101	36786	0	0		0
3	1101	37186	0	0		0
4	1101	37586	0	0		0
3	1101	37986	0	0		0
1	1101	38386	0	0		0
2	1201	38786	39586	0		0
1	1101	39586	0	0		0
3	1101	39586	0	0		0
2	1101	39986	0	0		0
3	1101	40386	0	0		0
1	1101	40786	0	0		0
3	1201	41186	41986	0		0
4	1201	41986	43186	0		0
1	1101	43186	0	0		0
3	1101	43186	0	0		0
2	1101	43586	0	0		0
3	1101	43986	0	0		0
2	1101	44386	0	0		0
3	1201	44786	45586	0		0
2	1101	45586	0	0		0
3	1101	45986	0	0		0
2	1101	46386	0	0	1	0
4	1101	46386	0	0	1	0
3	1101	46786	0	0		0
2	1101	47186	0	0		0
4	1201	47586	48386	0		0
2	1101	48386	0	0		0
3	1101	48786	0	0		0
2	1101	49186	0	0		0
1	1101	49586	0	0		0
2	1101	49986	0	0		0
3	1101	50386	0	0		0
4	1201	50786	51586	0		0
2	1101	51586	0	0		0
3	1101	51986	0	0		0
1	1201	52386	53186	0		0
2	1101	53186	0	0		0
3	1101	53586	0	0		0
4	1201	53986	54786	0		0
3	1101	54786	0	0		0
2	1101	55186	0	0		0
1	1201	55586	56386	0		0
2	1101	56386	0	0		0
4	1101	56786	0	0		0
3	1201	57186	57986	0		0
2	1101	57986	0	0		0
4	1101	57986	0	0		0
3	1101	58386	0	0		0
1	1101	58786	0	0		0
4	1201	59186	59986	0		0
3	1201	59986	60786	0		0
1	1101	60786	0	0		0
2	1101	61186	0	0		0
1	1101	61586	0	0		0
2	1101	61986	0	0		0
4	1201	62386	63186	0		0
3	1201	63186	63986	0		0
1	1101	63986	0	0		0
3	1101	64386	0	0		0
1	1201	64786	65586	0		0
2	1201	65586	66386	0		0
4	1101	66386	0	0		0
3	1201	66786	67586	0		0
2	1101	67586	0	0		0
3	1101	67986	0	0		0
2	1101	68386	0	0		0
4	1101	68386	0	0		0
3	1101	68786	0	0		0
2	1101	69186	0	0		0
1	1101	69586	0	0		0
3	1101	69586	0	0		0
2	1201	69986	70586	0		0
3	1201	70586	71586	0		0
