音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	954	1736	0		0
4	1201	1736	2141	0		0
3	1101	2141	0	0		0
2	1201	2600	3409	0		0
4	1201	3409	3868	0		0
3	1101	3868	0	0		0
2	1201	4299	5082	0		0
4	1201	5082	5540	0		0
3	1201	5540	6053	0		0
1	1201	6053	6673	0		0
3	1101	6673	0	0		0
4	1101	6862	0	0		0
3	1101	7321	0	0		0
2	1101	7806	0	0		0
1	1101	8184	0	0		0
3	1101	8508	0	0		0
4	1101	8751	0	0		0
3	1101	9182	0	0		0
4	1201	9641	10315	0		0
3	1101	10315	0	0		0
1	1101	10531	0	0		0
4	1101	10963	0	0		0
3	1201	11448	11880	0		0
2	1201	11880	12312	0		0
3	1101	12312	0	0		0
4	1101	12743	0	0		0
1	1201	13202	13930	0		0
2	1101	13930	0	0		0
4	1101	14146	0	0		0
3	1101	14605	0	0		0
2	1101	15091	0	0		0
4	1101	15414	0	0		0
2	1101	15684	0	0		0
3	1101	15954	0	0		0
1	1101	16386	0	0		0
3	1201	16844	17546	0		0
4	1101	17546	0	0		0
1	1101	17734	0	0		0
3	1101	18139	0	0		0
4	1101	18625	0	0		0
1	1101	19056	0	0		0
4	1101	19434	0	0		0
2	1101	19893	0	0		0
3	1201	20351	21296	0		0
2	1101	21296	0	0		0
4	1101	21296	0	0		0
3	1101	21808	0	0		0
2	1101	22375	0	0	2	0
3	1101	22725	0	0		0
4	1101	23049	0	0		0
1	1101	23319	0	0		0
3	1101	23751	0	0		0
1	1201	24182	24938	0		0
3	1101	24938	0	0		0
4	1201	25154	25612	0		0
3	1201	25612	26017	0		0
2	1201	26017	26421	0		0
1	1201	26421	26853	0		0
4	1201	26853	27312	0		0
3	1201	27312	27770	0		0
2	1201	27770	28526	0		0
3	1101	28526	0	0		0
1	1201	28769	29308	0		0
4	1201	29308	29821	0		0
2	1101	29821	0	0		0
3	1101	30171	0	0		0
1	1101	30441	0	0		0
3	1101	30711	0	0		0
2	1101	31197	0	0		0
3	1201	31682	32357	0		0
1	1101	32357	0	0		0
4	1101	32573	0	0		0
2	1101	33004	0	0		0
3	1201	33490	34380	0		0
1	1101	34380	0	0		0
3	1101	34812	0	0		0
1	1201	35297	35999	0		0
3	1101	35999	0	0		0
4	1101	36269	0	0		0
3	1101	36754	0	0		0
2	1101	37321	0	0	3	0
1	1101	37645	0	0		0
3	1101	37968	0	0		0
4	1201	38265	38751	0		0
3	1201	38751	39209	0		0
2	1201	39209	40046	0		0
3	1101	40046	0	0		0
4	1201	40315	40693	0		0
1	1201	40693	41152	0		0
3	1101	41152	0	0		0
4	1201	41395	42015	0		0
3	1101	42015	0	0		0
1	1101	42015	0	0		0
2	1201	42474	43202	0		0
4	1201	42474	43202	0		0
3	1201	43202	44038	0		0
1	1201	43202	44038	0		0
2	1101	44038	0	0		0
3	1101	44524	0	0		0
1	1101	45010	0	0		0
3	1101	45360	0	0		0
2	1101	45630	0	0		0
4	1101	45954	0	0		0
3	1201	46332	46817	0		0
2	1201	46817	47492	0		0
3	1101	47492	0	0		0
1	1101	47734	0	0		0
3	1101	48193	0	0		0
4	1201	48679	49137	0		0
1	1201	49137	49677	0		0
2	1101	49677	0	0		0
4	1101	49677	0	0		0
3	1101	50136	0	0		0
1	1101	50136	0	0		0
2	1101	50594	0	0		0
4	1101	50594	0	0		0
3	1101	51323	0	0		0
2	1101	51565	0	0		0
3	1101	52024	0	0		0
1	1101	52024	0	0		0
2	1101	52537	0	0	1	0
4	1101	52537	0	0	1	0
3	1101	53184	0	0		0
2	1101	53427	0	0		0
3	1101	53886	0	0		0
1	1101	53886	0	0		0
2	1101	54344	0	0		0
4	1101	54344	0	0		0
1	1101	55019	0	0		0
3	1101	55234	0	0		0
4	1101	55720	0	0		0
2	1101	55720	0	0		0
3	1201	56206	56664	0		0
1	1201	56664	57150	0		0
2	1101	57150	0	0		0
4	1101	57150	0	0		0
3	1101	57609	0	0		0
1	1101	57609	0	0		0
2	1101	58094	0	0		0
4	1101	58094	0	0		0
3	1101	58742	0	0		0
1	1101	58984	0	0		0
2	1101	59416	0	0		0
3	1201	59875	60576	0		0
1	1101	60576	0	0		0
3	1101	60792	0	0		0
2	1101	61251	0	0		0
4	1101	61251	0	0		0
1	1101	61736	0	0		0
3	1101	61736	0	0		0
2	1101	62330	0	0		0
3	1101	62600	0	0		0
2	1101	63058	0	0		0
4	1201	63544	64029	0		0
3	1201	64029	64461	0		0
1	1101	64461	0	0		0
3	1101	64893	0	0		0
2	1201	65351	66269	0		0
4	1201	66269	66727	0		0
1	1201	66727	67240	0		0
3	1201	67240	67968	0	2	0
1	1101	67968	0	0		0
2	1101	68238	0	0		0
3	1101	68697	0	0		0
1	1101	68697	0	0		0
2	1201	69209	69911	0		0
4	1201	69209	69911	0		0
3	1101	69911	0	0		0
1	1101	70154	0	0		0
3	1101	70612	0	0		0
2	1201	71071	71934	0		0
4	1201	71934	72393	0		0
3	1201	72393	72959	0		0
2	1201	72959	73715	0		0
3	1101	73715	0	0		0
1	1101	73715	0	0		0
2	1101	74011	0	0		0
4	1101	74011	0	0		0
3	1101	74497	0	0		0
1	1101	74497	0	0		0
2	1201	75010	75684	0		0
4	1201	75010	75684	0		0
3	1101	75684	0	0		0
1	1101	75900	0	0		0
2	1101	76332	0	0		0
3	1201	76844	77600	0		0
1	1101	77600	0	0		0
4	1101	77788	0	0		0
3	1101	78220	0	0		0
2	1201	78868	81484	0		0
4	1201	78868	81484	0		0
1	1201	81484	82240	0		0
2	1201	82240	82752	0		0
4	1101	82752	0	0		0
1	1201	83319	85423	0		0
