音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	532	0	0		0
2	1101	834	0	0		0
3	1101	1135	0	0		0
2	1101	1437	0	0		0
3	1101	1738	0	0		0
2	1101	2040	0	0		0
4	1101	2341	0	0		0
3	1101	2643	0	0		0
2	1101	2944	0	0		0
3	1101	3246	0	0		0
2	1101	3547	0	0		0
1	1101	3849	0	0		0
2	1101	4150	0	0		0
3	1101	4452	0	0		0
2	1101	4829	0	0		0
4	1101	5130	0	0		0
3	1101	5432	0	0		0
2	1101	5733	0	0		0
3	1101	6035	0	0		0
2	1101	6336	0	0		0
3	1101	6638	0	0		0
1	1101	6939	0	0		0
3	1101	7241	0	0		0
4	1101	7542	0	0		0
2	1101	7844	0	0		0
3	1101	8145	0	0		0
1	1101	8447	0	0		0
3	1101	8748	0	0		0
2	1101	9050	0	0		0
3	1101	9351	0	0		0
2	1101	9653	0	0		0
3	1101	9954	0	0		0
1	1101	10256	0	0		0
3	1101	10557	0	0		0
2	1101	10859	0	0		0
4	1101	11160	0	0		0
3	1101	11462	0	0		0
2	1101	11763	0	0		0
3	1101	12065	0	0		0
1	1101	12366	0	0		0
2	1101	12668	0	0		0
3	1101	12969	0	0		0
4	1101	13271	0	0		0
3	1101	13572	0	0		0
2	1101	13874	0	0		0
1	1201	14175	15381	0		0
3	1201	14175	15381	0		0
2	1101	15381	0	0		0
3	1101	15683	0	0		0
2	1101	15984	0	0		0
4	1101	16286	0	0		0
3	1101	16587	0	0		0
2	1101	16889	0	0		0
3	1101	17190	0	0		0
1	1101	17492	0	0		0
2	1101	17793	0	0		0
3	1101	18095	0	0		0
2	1101	18396	0	0		0
4	1101	18698	0	0		0
3	1101	18999	0	0		0
2	1101	19301	0	0		0
1	1101	19602	0	0		0
3	1101	19904	0	0		0
2	1101	20205	0	0		0
4	1101	20507	0	0		0
3	1101	20808	0	0		0
2	1201	21110	21788	0		0
4	1201	21788	22693	0		0
3	1101	22693	0	0		0
2	1101	22994	0	0		0
3	1101	23296	0	0		0
2	1101	23597	0	0		0
3	1101	23899	0	0		0
1	1101	24200	0	0		0
2	1101	24502	0	0		0
3	1201	24803	25406	0		0
1	1201	24803	25406	0		0
2	1201	25406	26311	0		0
3	1101	26311	0	0		0
4	1101	26612	0	0		0
3	1101	26914	0	0		0
2	1101	27215	0	0		0
3	1101	27517	0	0		0
2	1101	27818	0	0		0
3	1101	28120	0	0	2	0
1	1101	28120	0	0	2	0
2	1101	28421	0	0		0
3	1101	28723	0	0		0
2	1101	29025	0	0		0
4	1101	29025	0	0		0
3	1101	29326	0	0		0
2	1101	29628	0	0		0
1	1101	29929	0	0		0
3	1101	29929	0	0		0
2	1101	30231	0	0		0
3	1101	30532	0	0		0
4	1101	30834	0	0		0
