音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1101	736	0	0		0
4	1101	1062	0	0		0
3	1101	1388	0	0		0
1	1101	1714	0	0		0
3	1101	2040	0	0		0
2	1101	2366	0	0		0
3	1101	2692	0	0		0
2	1101	3018	0	0		0
4	1101	3344	0	0		0
1	1201	3670	4649	0		0
2	1101	4649	0	0		0
4	1101	4975	0	0		0
2	1101	5301	0	0		0
3	1101	5627	0	0		0
1	1101	5953	0	0		0
3	1101	6279	0	0		0
2	1101	6605	0	0		0
4	1101	6931	0	0		0
2	1101	7257	0	0		0
3	1101	7583	0	0		0
1	1101	7910	0	0		0
3	1101	8236	0	0		0
2	1101	8562	0	0		0
3	1201	8888	9540	0		0
1	1101	9540	0	0		0
4	1101	9866	0	0		0
1	1101	10192	0	0		0
4	1101	10518	0	0		0
3	1101	10844	0	0		0
2	1201	11170	11823	0	2	0
4	1201	11170	11823	0	2	0
3	1101	11823	0	0		0
2	1101	12149	0	0		0
3	1101	12475	0	0		0
1	1101	12801	0	0		0
4	1101	13127	0	0		0
2	1101	13453	0	0		0
3	1201	13779	14431	0		0
2	1101	14431	0	0		0
1	1101	14757	0	0		0
2	1201	15083	15736	0		0
3	1101	15736	0	0		0
4	1101	16062	0	0		0
3	1101	16388	0	0		0
1	1101	16388	0	0		0
2	1101	16714	0	0		0
3	1101	17040	0	0		0
1	1101	17366	0	0		0
4	1101	17692	0	0		0
2	1101	18018	0	0		0
3	1101	18344	0	0		0
1	1101	18670	0	0		0
4	1201	18997	19649	0		0
2	1101	19649	0	0		0
3	1101	19975	0	0		0
1	1101	20301	0	0		0
4	1101	20627	0	0		0
2	1101	20953	0	0		0
3	1101	21279	0	0		0
1	1201	21605	22257	0		0
2	1101	22257	0	0		0
3	1101	22583	0	0		0
1	1101	22910	0	0		0
3	1101	23236	0	0		0
2	1101	23562	0	0		0
4	1101	23888	0	0		0
2	1101	24214	0	0		0
3	1201	24540	25518	0		0
2	1101	25518	0	0		0
4	1101	25518	0	0		0
3	1101	25844	0	0		0
1	1101	26170	0	0		0
4	1101	26497	0	0		0
2	1201	26823	27475	0		0
3	1101	27475	0	0		0
4	1101	27801	0	0		0
1	1101	28127	0	0		0
3	1101	28453	0	0		0
2	1101	28779	0	0		0
4	1101	29105	0	0		0
1	1101	29431	0	0		0
3	1101	29757	0	0		0
2	1101	30083	0	0		0
4	1101	30083	0	0		0
3	1101	30410	0	0		0
1	1101	30736	0	0		0
3	1101	31062	0	0		0
2	1101	31388	0	0		0
3	1101	31714	0	0		0
2	1201	32040	32692	0	3	0
4	1201	32040	32692	0	3	0
3	1101	32692	0	0		0
1	1101	33018	0	0		0
4	1101	33344	0	0		0
2	1101	33670	0	0		0
3	1101	33997	0	0		0
1	1101	34323	0	0		0
4	1201	34649	35301	0		0
1	1101	35301	0	0		0
2	1101	35627	0	0		0
3	1201	35953	36605	0		0
4	1101	36605	0	0		0
2	1101	36931	0	0		0
1	1101	37257	0	0		0
3	1101	37257	0	0		0
2	1101	37583	0	0		0
4	1101	37910	0	0		0
2	1101	38236	0	0		0
1	1101	38562	0	0		0
3	1101	38888	0	0		0
2	1101	39214	0	0		0
4	1101	39540	0	0		0
2	1201	39866	40518	0		0
3	1101	40518	0	0		0
4	1101	40844	0	0		0
1	1101	41170	0	0		0
3	1101	41497	0	0		0
2	1101	41823	0	0		0
3	1101	42149	0	0		0
1	1201	42475	43127	0		0
2	1101	43127	0	0		0
4	1101	43453	0	0		0
2	1101	43779	0	0		0
3	1101	44105	0	0		0
1	1101	44431	0	0		0
4	1101	44757	0	0		0
2	1101	45083	0	0		0
3	1201	45410	46388	0		0
2	1101	46388	0	0		0
4	1101	46388	0	0		0
3	1101	46714	0	0		0
1	1101	47040	0	0		0
3	1101	47366	0	0		0
2	1201	47692	48344	0		0
3	1101	48344	0	0		0
4	1101	48670	0	0		0
1	1101	48997	0	0		0
2	1101	49323	0	0		0
3	1101	49649	0	0		0
4	1101	49975	0	0		0
2	1101	50301	0	0		0
3	1201	50627	51279	0		0
2	1201	51279	51931	0		0
1	1101	51931	0	0		0
3	1101	52257	0	0		0
2	1101	52583	0	0		0
4	1201	52910	53562	0	1	0
1	1101	53562	0	0		0
3	1101	53888	0	0		0
2	1201	54214	54866	0		0
3	1101	54866	0	0		0
4	1101	55192	0	0		0
1	1101	55518	0	0		0
3	1101	55518	0	0		0
2	1101	55844	0	0		0
4	1101	55844	0	0		0
3	1101	56170	0	0		0
1	1101	56497	0	0		0
3	1101	56823	0	0		0
2	1101	57149	0	0		0
3	1101	57475	0	0		0
2	1101	57801	0	0		0
1	1101	58127	0	0		0
3	1101	58127	0	0		0
4	1101	58453	0	0		0
2	1101	58779	0	0		0
3	1101	59105	0	0		0
2	1101	59431	0	0		0
4	1101	59757	0	0		0
1	1101	60083	0	0		0
3	1101	60410	0	0		0
2	1101	60736	0	0		0
3	1101	61062	0	0		0
4	1101	61388	0	0		0
2	1101	61714	0	0		0
3	1101	62040	0	0		0
1	1201	62366	63344	0		0
2	1101	63344	0	0		0
4	1101	63344	0	0		0
3	1101	63670	0	0		0
2	1101	63997	0	0		0
3	1101	64323	0	0		0
1	1101	64649	0	0		0
4	1101	64975	0	0		0
2	1101	65301	0	0		0
3	1101	65627	0	0		0
2	1201	65953	66605	0		0
3	1101	66605	0	0		0
4	1101	66931	0	0		0
1	1101	67257	0	0		0
3	1101	67583	0	0		0
2	1101	67910	0	0		0
4	1101	68236	0	0		0
1	1201	68562	69214	0		0
3	1101	69214	0	0		0
4	1101	69540	0	0		0
1	1101	69866	0	0		0
3	1101	70192	0	0		0
2	1101	70518	0	0		0
4	1101	70844	0	0		0
2	1201	71170	71823	0		0
3	1101	71823	0	0		0
4	1101	72149	0	0		0
1	1201	72475	73127	0		0
3	1101	73127	0	0		0
2	1101	73453	0	0		0
3	1101	73779	0	0		0
