音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	126	0	0		0
3	1101	588	0	0		0
2	1101	1049	0	0		0
4	1101	1511	0	0		0
1	1201	1972	2665	0		0
3	1201	1972	2665	0		0
2	1101	2665	0	0		0
4	1101	2896	0	0		0
2	1101	3126	0	0		0
4	1101	3357	0	0		0
3	1201	3588	4511	0		0
1	1101	4511	0	0		0
4	1101	4972	0	0		0
2	1101	5203	0	0		0
4	1101	5434	0	0		0
2	1201	5665	6357	0		0
4	1101	6357	0	0		0
3	1101	6588	0	0		0
4	1101	6819	0	0		0
3	1101	7049	0	0		0
2	1201	7280	7972	0		0
3	1201	7972	8665	0		0
1	1101	8665	0	0		0
4	1101	8896	0	0		0
3	1101	9126	0	0		0
4	1101	9357	0	0		0
2	1101	9357	0	0		0
3	1101	9819	0	0		0
2	1101	10049	0	0		0
4	1101	10280	0	0		0
3	1101	10511	0	0		0
2	1101	10742	0	0		0
3	1201	10972	11896	0		0
1	1101	11896	0	0		0
3	1101	12357	0	0		0
2	1101	12588	0	0		0
3	1101	12819	0	0		0
2	1201	13049	13742	0		0
4	1201	13049	13742	0		0
3	1101	13742	0	0		0
2	1101	13972	0	0		0
4	1101	14203	0	0		0
2	1101	14434	0	0		0
4	1201	14665	15357	0		0
3	1201	15357	16049	0		0
2	1101	16049	0	0		0
3	1101	16280	0	0		0
2	1101	16511	0	0		0
1	1101	16742	0	0	2	0
3	1101	16742	0	0	2	0
2	1101	16972	0	0		0
3	1101	17203	0	0		0
2	1101	17434	0	0		0
4	1101	17665	0	0		0
2	1101	17896	0	0		0
4	1101	18126	0	0		0
2	1101	18357	0	0		0
1	1201	18588	19511	0		0
3	1201	18588	19511	0		0
2	1101	19511	0	0		0
3	1101	19742	0	0		0
4	1101	19972	0	0		0
3	1101	20203	0	0		0
2	1101	20434	0	0		0
4	1101	20434	0	0		0
3	1101	20665	0	0		0
2	1201	20896	21588	0		0
4	1101	21588	0	0		0
3	1101	21819	0	0		0
4	1101	22049	0	0		0
3	1201	22280	22742	0		0
2	1201	22742	23203	0		0
1	1201	23203	24126	0		0
2	1101	24126	0	0		0
4	1101	24126	0	0		0
3	1101	24357	0	0		0
2	1101	24588	0	0		0
4	1101	24819	0	0		0
2	1101	25049	0	0		0
4	1101	25280	0	0		0
2	1101	25511	0	0		0
3	1101	25742	0	0		0
4	1201	25972	26896	0		0
2	1101	26896	0	0		0
1	1201	27126	27819	0		0
2	1101	27819	0	0		0
4	1101	27819	0	0		0
3	1101	28049	0	0		0
4	1101	28280	0	0		0
3	1101	28511	0	0		0
2	1101	28742	0	0		0
1	1101	28972	0	0		0
2	1101	29203	0	0		0
3	1101	29434	0	0		0
4	1201	29665	30819	0		0
3	1101	30819	0	0		0
1	1101	31049	0	0		0
4	1101	31280	0	0		0
1	1201	31511	31972	0	3	0
2	1201	31972	32434	0		0
3	1101	32434	0	0		0
4	1101	32665	0	0		0
3	1101	32896	0	0		0
2	1101	33126	0	0		0
1	1201	33357	34511	0		0
3	1101	34511	0	0		0
4	1101	34742	0	0		0
3	1101	34972	0	0		0
2	1201	35203	36126	0		0
4	1201	35203	36126	0		0
3	1101	36126	0	0		0
4	1101	36357	0	0		0
3	1101	36588	0	0		0
2	1101	36819	0	0		0
1	1201	37049	37972	0		0
4	1101	37972	0	0		0
2	1101	38434	0	0		0
