音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	282	0	0		0
3	1101	628	0	0		0
1	1101	974	0	0		0
3	1101	1320	0	0		0
2	1101	1666	0	0		0
1	1101	1897	0	0		0
4	1101	2128	0	0		0
2	1101	2474	0	0		0
4	1101	2820	0	0		0
2	1101	3166	0	0		0
3	1101	3513	0	0		0
4	1101	3743	0	0		0
1	1101	3974	0	0		0
3	1101	4320	0	0		0
1	1201	4666	5359	0		0
4	1101	5820	0	0		0
2	1101	6166	0	0		0
4	1201	6513	7205	0		0
1	1101	7666	0	0		0
3	1101	8013	0	0		0
1	1101	8359	0	0		0
3	1101	8705	0	0		0
2	1101	9051	0	0		0
1	1101	9282	0	0		0
4	1101	9513	0	0		0
2	1101	9859	0	0		0
4	1101	10205	0	0		0
2	1101	10551	0	0		0
3	1101	10897	0	0		0
4	1101	11128	0	0		0
1	1101	11359	0	0		0
3	1101	11705	0	0		0
1	1201	12051	13205	0		0
4	1101	13205	0	0		0
2	1101	13551	0	0		0
4	1101	13897	0	0		0
2	1201	14128	15051	0		0
1	1101	15051	0	0		0
3	1101	15051	0	0		0
2	1201	15282	15743	0		0
4	1101	15743	0	0		0
3	1101	15974	0	0		0
4	1101	16205	0	0		0
3	1101	16436	0	0		0
4	1101	16666	0	0		0
1	1101	16897	0	0		0
2	1101	17128	0	0		0
3	1101	17359	0	0		0
4	1101	17590	0	0		0
3	1201	17820	18282	0		0
2	1101	18282	0	0		0
3	1101	18513	0	0		0
2	1101	18743	0	0		0
4	1101	18743	0	0		0
3	1201	18974	19436	0		0
1	1101	19436	0	0		0
2	1101	19666	0	0		0
1	1101	19897	0	0		0
2	1101	20128	0	0		0
1	1101	20359	0	0		0
4	1101	20590	0	0		0
3	1101	20820	0	0		0
2	1101	21051	0	0		0
1	1101	21282	0	0		0
2	1201	21513	21974	0		0
3	1101	21974	0	0		0
2	1101	22205	0	0		0
1	1101	22436	0	0		0
3	1101	22436	0	0		0
2	1201	22666	23128	0		0
4	1101	23128	0	0		0
3	1101	23359	0	0		0
4	1101	23590	0	0		0
3	1101	23820	0	0		0
4	1101	24051	0	0		0
1	1101	24282	0	0		0
3	1101	24513	0	0		0
1	1101	24743	0	0		0
3	1101	24974	0	0		0
1	1201	25205	25666	0		0
2	1101	25666	0	0		0
3	1101	25897	0	0		0
2	1101	26128	0	0		0
4	1101	26128	0	0		0
3	1201	26359	26820	0		0
1	1101	26820	0	0		0
2	1101	27051	0	0		0
1	1101	27282	0	0		0
2	1101	27513	0	0		0
1	1101	27743	0	0		0
4	1101	27974	0	0		0
3	1101	28205	0	0		0
2	1101	28436	0	0		0
1	1101	28666	0	0		0
2	1201	28897	29359	0		0
4	1101	29359	0	0		0
3	1101	29590	0	0		0
2	1201	29820	30282	0	2	0
4	1201	30282	30743	0		0
3	1101	30743	0	0		0
2	1101	30974	0	0		0
3	1101	31205	0	0		0
2	1101	31436	0	0		0
1	1201	31666	32590	0		0
4	1201	32590	33051	0		0
2	1101	33051	0	0		0
3	1101	33282	0	0		0
2	1101	33513	0	0		0
4	1101	33513	0	0		0
3	1201	33974	34436	0		0
1	1101	34436	0	0		0
2	1101	34666	0	0		0
3	1101	34897	0	0		0
4	1101	35128	0	0		0
2	1101	35359	0	0		0
3	1201	35820	36282	0		0
4	1101	36282	0	0		0
3	1101	36513	0	0		0
2	1101	36743	0	0		0
1	1101	36974	0	0		0
2	1201	37205	38128	0		0
4	1201	37205	38128	0		0
3	1101	38128	0	0		0
1	1101	38590	0	0		0
4	1201	39051	39974	0		0
1	1101	39974	0	0		0
2	1101	40205	0	0		0
3	1101	40436	0	0		0
2	1101	40666	0	0		0
4	1201	40897	41359	0		0
1	1201	41359	41820	0		0
4	1101	41820	0	0		0
3	1101	42051	0	0		0
2	1101	42282	0	0		0
1	1101	42513	0	0		0
2	1101	42743	0	0		0
3	1101	43090	0	0		0
4	1101	43436	0	0		0
3	1201	43666	44590	0		0
1	1201	44590	45051	0	3	0
2	1201	45051	45513	0		0
3	1201	45513	45974	0		0
4	1201	45974	46436	0		0
3	1201	46436	46897	0		0
2	1201	46897	47359	0		0
1	1201	47359	47820	0		0
2	1201	47820	48282	0		0
4	1201	48282	48743	0		0
3	1201	48743	49205	0		0
2	1201	49205	49666	0		0
1	1201	49666	50128	0		0
4	1201	50128	51051	0		0
1	1201	51051	51513	0		0
3	1101	51513	0	0		0
2	1101	51974	0	0		0
4	1101	51974	0	0		0
3	1201	52436	52897	0		0
2	1201	52897	53359	0		0
1	1201	53359	53820	0		0
4	1201	53820	54282	0		0
3	1201	54282	54743	0		0
2	1201	54743	55205	0		0
1	1201	55205	55666	0		0
3	1201	55666	56128	0		0
2	1201	56128	56590	0		0
3	1201	56590	57051	0		0
2	1201	57051	57513	0		0
4	1201	57513	58436	0		0
1	1201	58436	59128	0		0
3	1101	59128	0	0	1	0
2	1101	59359	0	0		0
3	1101	59590	0	0		0
2	1101	59820	0	0		0
3	1101	60051	0	0		0
2	1101	60282	0	0		0
4	1101	60513	0	0		0
3	1101	60743	0	0		0
2	1101	60974	0	0		0
1	1101	61205	0	0		0
2	1201	61436	62128	0		0
4	1201	62128	62590	0		0
1	1101	62590	0	0		0
2	1101	62820	0	0		0
4	1201	63051	63513	0		0
1	1201	63513	63974	0		0
4	1101	63974	0	0		0
3	1101	64205	0	0		0
2	1101	64436	0	0		0
1	1101	64666	0	0		0
3	1101	64897	0	0		0
2	1101	65243	0	0		0
3	1101	65590	0	0		0
2	1201	65820	66513	0		0
4	1101	66513	0	0		0
3	1101	66743	0	0		0
4	1101	66974	0	0		0
3	1101	67205	0	0		0
4	1101	67436	0	0		0
1	1101	67666	0	0		0
2	1101	67897	0	0		0
3	1101	68128	0	0		0
4	1101	68359	0	0		0
3	1101	68590	0	0		0
2	1201	68820	69513	0		0
4	1101	69513	0	0		0
3	1101	69743	0	0		0
1	1101	69974	0	0		0
3	1101	70205	0	0		0
1	1201	70436	70897	0		0
3	1201	70897	71359	0		0
1	1101	71359	0	0		0
4	1201	71590	72051	0		0
3	1101	72051	0	0		0
1	1101	72282	0	0		0
2	1101	72513	0	0		0
3	1101	72743	0	0		0
4	1101	72974	0	0		0
3	1101	73205	0	0		0
2	1101	73436	0	0		0
1	1101	73666	0	0		0
2	1101	73897	0	0		0
4	1101	74128	0	0		0
3	1201	74359	74820	0		0
1	1101	74820	0	0		0
2	1101	75051	0	0		0
1	1101	75282	0	0		0
2	1101	75513	0	0		0
1	1101	75743	0	0		0
4	1101	75974	0	0		0
3	1101	76205	0	0		0
2	1101	76436	0	0		0
1	1101	76666	0	0		0
2	1201	76897	77359	0		0
3	1101	77359	0	0		0
2	1101	77590	0	0		0
3	1101	77820	0	0		0
1	1201	78051	78513	0		0
2	1101	78513	0	0		0
3	1101	78743	0	0		0
2	1101	78974	0	0		0
3	1101	79205	0	0		0
2	1101	79436	0	0		0
3	1101	79666	0	0		0
2	1101	79897	0	0		0
1	1101	80128	0	0		0
2	1101	80359	0	0		0
3	1201	80590	81051	0		0
1	1101	81051	0	0		0
4	1101	81282	0	0		0
1	1101	81513	0	0		0
4	1201	81743	82205	0		0
1	1101	82205	0	0		0
2	1101	82436	0	0		0
1	1101	82666	0	0		0
3	1101	82897	0	0		0
1	1101	83128	0	0		0
4	1101	83359	0	0		0
3	1101	83590	0	0		0
2	1101	83820	0	0		0
1	1101	84051	0	0		0
2	1201	84282	84743	0		0
4	1101	84743	0	0		0
3	1101	84974	0	0		0
2	1101	85205	0	0		0
1	1201	85436	85897	0		0
2	1101	85897	0	0		0
3	1101	86128	0	0		0
2	1101	86359	0	0		0
3	1101	86590	0	0		0
2	1101	86820	0	0		0
4	1101	87051	0	0		0
3	1101	87282	0	0		0
4	1201	87513	87974	0		0
1	1101	87974	0	0		0
2	1101	88205	0	0		0
1	1101	88436	0	0		0
2	1101	88666	0	0		0
3	1201	88897	89590	0		0
