音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1201	1333	1874	0		0
2	1101	1874	0	0		0
3	1101	2144	0	0		0
4	1201	2414	2955	0		0
2	1101	2955	0	0		0
3	1101	3225	0	0		0
2	1201	3496	4577	0		0
4	1101	4577	0	0		0
1	1101	4847	0	0		0
4	1101	5117	0	0		0
1	1101	5387	0	0		0
3	1201	5658	6198	0		0
2	1101	6198	0	0		0
3	1101	6469	0	0		0
1	1201	6739	7279	0		0
4	1101	7279	0	0		0
2	1101	7550	0	0		0
3	1201	7820	8901	0		0
1	1101	8901	0	0		0
4	1101	9442	0	0		0
1	1201	9982	10523	0		0
2	1101	10523	0	0		0
4	1101	10793	0	0		0
2	1101	11063	0	0		0
4	1101	11604	0	0		0
2	1101	11874	0	0		0
4	1201	12144	13225	0		0
1	1101	13225	0	0		0
2	1101	13496	0	0		0
4	1101	13766	0	0		0
3	1101	14036	0	0		0
1	1201	14306	14847	0		0
4	1101	14847	0	0		0
2	1101	15117	0	0		0
3	1201	15387	15928	0		0
1	1101	15928	0	0		0
2	1101	16198	0	0		0
3	1201	16469	17550	0		0
1	1101	17550	0	0		0
3	1101	18090	0	0		0
2	1101	18631	0	0	2	0
4	1101	18631	0	0	2	0
3	1101	18901	0	0		0
2	1101	19171	0	0		0
3	1101	19442	0	0		0
2	1201	19712	20793	0		0
4	1101	20793	0	0		0
1	1101	21333	0	0		0
3	1101	21604	0	0		0
2	1101	21874	0	0		0
1	1101	22144	0	0		0
3	1101	22414	0	0		0
2	1101	22685	0	0		0
3	1101	22955	0	0		0
1	1101	22955	0	0		0
2	1101	23225	0	0		0
4	1101	23496	0	0		0
2	1101	23766	0	0		0
4	1201	24036	25117	0		0
1	1101	25117	0	0		0
3	1101	25658	0	0		0
2	1101	25928	0	0		0
4	1101	26198	0	0		0
2	1101	26469	0	0		0
1	1101	26739	0	0		0
2	1101	27009	0	0		0
4	1101	27279	0	0		0
3	1101	27550	0	0		0
4	1101	27820	0	0		0
3	1101	28090	0	0		0
4	1201	28360	29442	0		0
1	1101	29442	0	0		0
3	1101	29982	0	0		0
2	1101	30252	0	0		0
3	1101	30523	0	0		0
1	1101	30793	0	0		0
4	1101	31063	0	0		0
2	1101	31333	0	0		0
3	1201	31604	32144	0		0
4	1101	32144	0	0		0
1	1201	32414	33225	0		0
3	1101	33225	0	0		0
4	1201	33496	34847	0		0
2	1201	33496	34847	0		0
3	1101	35117	0	0		0
2	1101	35387	0	0		0
4	1101	35658	0	0		0
3	1101	35928	0	0	3	0
1	1101	35928	0	0	3	0
2	1101	36198	0	0		0
3	1101	36469	0	0		0
2	1101	36739	0	0		0
4	1101	37009	0	0		0
3	1101	37279	0	0		0
4	1101	37550	0	0		0
3	1201	37820	39171	0		0
2	1101	39171	0	0		0
4	1101	39442	0	0		0
2	1101	39712	0	0		0
3	1101	39982	0	0		0
2	1101	40252	0	0		0
4	1101	40252	0	0		0
3	1101	40523	0	0		0
4	1101	40793	0	0		0
1	1101	41063	0	0		0
4	1101	41333	0	0		0
1	1101	41604	0	0		0
4	1101	41874	0	0		0
2	1201	42144	43496	0		0
3	1101	43496	0	0		0
4	1101	43766	0	0		0
3	1101	44036	0	0		0
2	1101	44306	0	0		0
1	1101	44577	0	0		0
3	1101	44577	0	0		0
2	1101	44847	0	0		0
3	1101	45117	0	0		0
2	1101	45387	0	0		0
1	1101	45658	0	0		0
4	1101	45928	0	0		0
1	1101	46198	0	0		0
4	1201	46469	47009	0		0
2	1201	47009	47550	0		0
3	1101	47550	0	0		0
2	1101	47820	0	0		0
1	1101	48090	0	0		0
4	1101	48360	0	0		0
3	1101	48631	0	0		0
2	1201	48901	49442	0		0
4	1201	49442	49982	0		0
3	1201	49982	50523	0		0
1	1101	50523	0	0		0
2	1201	50793	51874	0		0
3	1101	51874	0	0		0
4	1101	52144	0	0		0
3	1101	52414	0	0		0
1	1101	52685	0	0		0
4	1101	52955	0	0		0
3	1201	53225	53766	0	1	0
1	1201	53766	54306	0		0
4	1201	54306	54847	0		0
1	1101	55117	0	0		0
4	1201	55387	55928	0		0
3	1201	55928	56469	0		0
2	1201	56469	57009	0		0
1	1101	57009	0	0		0
3	1101	57279	0	0		0
2	1201	57550	58090	0		0
3	1101	58090	0	0		0
4	1101	58360	0	0		0
3	1201	58631	59712	0		0
1	1101	59712	0	0		0
4	1101	60252	0	0		0
2	1101	60523	0	0		0
4	1101	60793	0	0		0
1	1101	61063	0	0		0
4	1101	61333	0	0		0
3	1101	61604	0	0		0
2	1201	61874	62414	0		0
3	1201	62414	62955	0		0
4	1201	62955	63496	0		0
1	1101	63496	0	0		0
3	1101	63766	0	0		0
2	1201	64036	64577	0		0
4	1101	64577	0	0		0
1	1101	64847	0	0		0
4	1201	65117	65658	0		0
3	1201	65658	66198	0		0
1	1101	66198	0	0		0
3	1101	66739	0	0		0
2	1101	67279	0	0		0
4	1201	67820	69442	0		0
1	1101	69442	0	0		0
2	1101	69982	0	0		0
3	1101	70252	0	0		0
4	1201	70523	71604	0		0
