音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1201	162	674	0		0
4	1101	674	0	0		0
3	1101	931	0	0		0
4	1201	1187	1700	0		0
3	1201	1700	2213	0		0
1	1101	2213	0	0		0
3	1101	2469	0	0		0
1	1201	2726	3238	0		0
3	1201	3238	3751	0		0
4	1201	3751	4264	0		0
1	1201	4264	4777	0		0
2	1101	4777	0	0		0
3	1101	5033	0	0		0
2	1201	5290	5803	0		0
3	1201	5803	6315	0		0
4	1101	6315	0	0		0
3	1101	6572	0	0		0
2	1201	6828	7341	0		0
1	1101	7341	0	0		0
2	1101	7597	0	0		0
3	1101	7854	0	0		0
2	1101	8110	0	0		0
3	1101	8367	0	0		0
1	1101	8367	0	0		0
2	1101	8751	0	0		0
3	1201	9136	9649	0		0
1	1101	9649	0	0		0
3	1101	9905	0	0		0
1	1101	10162	0	0		0
2	1101	10418	0	0		0
4	1101	10418	0	0		0
3	1101	10803	0	0		0
1	1201	11187	11956	0		0
4	1101	11956	0	0		0
2	1101	12213	0	0		0
4	1101	12469	0	0		0
2	1101	12854	0	0		0
4	1201	13238	14008	0		0
1	1101	14008	0	0		0
2	1101	14264	0	0		0
3	1201	14521	15033	0		0
1	1101	15033	0	0		0
2	1101	15290	0	0		0
4	1101	15546	0	0		0
2	1101	15803	0	0		0
4	1101	16059	0	0		0
2	1101	16315	0	0		0
1	1101	16572	0	0		0
3	1101	16572	0	0		0
2	1101	16956	0	0		0
3	1201	17341	18110	0		0
2	1101	18110	0	0		0
4	1101	18110	0	0		0
3	1101	18367	0	0		0
2	1101	18623	0	0		0
3	1101	19008	0	0		0
2	1201	19392	20162	0		0
1	1101	20162	0	0		0
4	1101	20418	0	0		0
1	1101	20674	0	0		0
4	1101	21059	0	0		0
2	1201	21444	22213	0		0
1	1101	22213	0	0		0
3	1101	22213	0	0		0
2	1101	22469	0	0		0
3	1201	22726	23238	0		0
2	1101	23238	0	0		0
4	1101	23238	0	0		0
3	1101	23495	0	0		0
4	1101	23751	0	0		0
2	1101	23751	0	0		0
3	1101	24008	0	0		0
2	1101	24264	0	0		0
3	1101	24521	0	0		0
2	1201	24777	25546	0		0
4	1201	24777	25546	0		0
3	1101	25546	0	0		0
2	1201	25803	26828	0		0
1	1201	26828	27597	0		0
3	1201	26828	27597	0		0
2	1101	27597	0	0		0
3	1201	27854	28623	0		0
1	1101	28623	0	0		0
2	1201	28879	29649	0		0
4	1201	28879	29649	0		0
3	1101	29649	0	0		0
2	1201	29905	30931	0		0
3	1101	30931	0	0		0
1	1101	30931	0	0		0
2	1101	31444	0	0		0
4	1101	31444	0	0		0
3	1101	31700	0	0		0
2	1101	31956	0	0		0
3	1101	32213	0	0		0
1	1201	32469	32982	0		0
2	1201	32982	34008	0	2	0
4	1201	32982	34008	0	2	0
3	1101	34008	0	0		0
4	1101	34264	0	0		0
3	1101	34521	0	0		0
2	1101	34777	0	0		0
1	1201	35033	36059	0		0
3	1201	35033	36059	0		0
2	1101	36059	0	0		0
3	1101	36315	0	0		0
2	1101	36572	0	0		0
1	1101	36828	0	0		0
2	1201	37085	38110	0		0
4	1201	37085	38110	0		0
3	1101	38110	0	0		0
4	1101	38367	0	0		0
2	1101	38623	0	0		0
3	1101	38879	0	0		0
2	1201	39136	39905	0		0
4	1101	39905	0	0		0
3	1101	40162	0	0		0
2	1101	40418	0	0		0
1	1201	40674	41187	0		0
2	1201	41187	42213	0		0
4	1201	41187	42213	0		0
3	1101	42213	0	0		0
2	1101	42469	0	0		0
3	1101	42726	0	0		0
2	1101	42982	0	0		0
1	1201	43238	44264	0		0
3	1201	43238	44264	0		0
2	1101	44264	0	0		0
3	1101	44521	0	0		0
2	1101	44777	0	0		0
3	1101	45033	0	0		0
2	1201	45290	46315	0		0
4	1201	45290	46315	0		0
3	1101	46315	0	0		0
1	1101	46572	0	0		0
3	1101	46828	0	0		0
1	1101	47085	0	0		0
2	1201	47341	47854	0		0
3	1101	47854	0	0		0
4	1101	48110	0	0		0
3	1101	48367	0	0		0
1	1101	48367	0	0		0
2	1101	48623	0	0		0
1	1201	48879	49392	0		0
3	1201	48879	49392	0		0
2	1201	49392	49905	0		0
3	1101	49905	0	0	3	0
4	1101	50162	0	0		0
3	1201	50418	50931	0		0
2	1201	50931	51444	0		0
1	1101	51444	0	0		0
4	1101	51700	0	0		0
1	1201	51956	52469	0		0
4	1201	52469	53495	0		0
2	1201	53495	54008	0		0
3	1101	54008	0	0		0
2	1101	54264	0	0		0
3	1201	54521	55033	0		0
2	1201	55033	55546	0		0
1	1101	55546	0	0		0
4	1101	55803	0	0		0
1	1201	56059	56572	0		0
4	1101	56572	0	0		0
2	1101	56828	0	0		0
3	1101	57085	0	0		0
2	1101	57341	0	0		0
1	1101	57597	0	0		0
3	1101	57982	0	0		0
1	1201	58367	58879	0		0
2	1101	58879	0	0		0
4	1101	59136	0	0		0
3	1101	59392	0	0		0
2	1101	59649	0	0		0
4	1101	60033	0	0		0
3	1201	60418	60931	0		0
1	1101	60931	0	0		0
2	1101	61187	0	0		0
1	1101	61444	0	0		0
3	1101	61700	0	0		0
4	1101	62085	0	0		0
3	1201	62469	63495	0		0
1	1101	63495	0	0		0
4	1201	63751	64264	0		0
2	1101	64264	0	0		0
3	1101	64521	0	0		0
1	1101	64777	0	0		0
2	1101	65033	0	0		0
3	1101	65290	0	0		0
2	1101	65546	0	0		0
1	1101	65803	0	0		0
3	1101	65803	0	0		0
2	1101	66187	0	0		0
3	1201	66572	67341	0		0
1	1101	67341	0	0		0
4	1101	67597	0	0		0
1	1101	67854	0	0		0
4	1101	68238	0	0		0
3	1201	68623	69392	0		0
1	1101	69392	0	0		0
3	1101	69649	0	0		0
1	1101	69905	0	0		0
3	1101	70162	0	0		0
2	1101	70418	0	0		0
1	1201	70674	71444	0		0
2	1101	71444	0	0		0
3	1101	71700	0	0		0
2	1201	71956	72469	0		0
3	1101	72469	0	0		0
1	1101	72469	0	0		0
2	1101	72726	0	0		0
3	1101	72982	0	0		0
2	1101	73238	0	0		0
1	1101	73495	0	0		0
3	1101	73495	0	0		0
2	1101	73751	0	0		0
1	1201	74008	74777	0		0
3	1201	74008	74777	0		0
2	1101	74777	0	0		0
3	1101	75033	0	0		0
2	1201	75290	76059	0		0
1	1201	76059	76828	0		0
3	1201	76059	76828	0		0
2	1101	76828	0	0		0
4	1101	77085	0	0		0
2	1101	77341	0	0		0
4	1101	77597	0	0		0
3	1101	77854	0	0		0
2	1201	78110	78879	0		0
4	1201	78110	78879	0		0
3	1101	78879	0	0		0
1	1101	79136	0	0		0
3	1201	79392	80162	0		0
2	1101	80162	0	0		0
4	1101	80162	0	0		0
1	1101	80674	0	0		0
3	1101	80674	0	0		0
2	1101	80931	0	0		0
4	1101	81187	0	0		0
2	1101	81444	0	0		0
4	1201	81700	82213	0		0
1	1201	82213	83238	0	1	0
3	1201	82213	83238	0	1	0
2	1101	83238	0	0		0
4	1101	83495	0	0		0
2	1101	83751	0	0		0
3	1101	84008	0	0		0
2	1201	84264	85290	0		0
4	1201	84264	85290	0		0
3	1101	85290	0	0		0
1	1101	85546	0	0		0
3	1101	85803	0	0		0
2	1101	86059	0	0		0
1	1201	86315	87341	0		0
3	1201	86315	87341	0		0
2	1101	87341	0	0		0
4	1101	87597	0	0		0
2	1101	87854	0	0		0
4	1101	88110	0	0		0
1	1201	88367	88879	0		0
2	1201	88879	89392	0		0
3	1201	89392	89905	0		0
4	1201	89905	90418	0		0
1	1201	90931	91444	0		0
3	1201	90931	91444	0		0
2	1101	91444	0	0		0
3	1101	91700	0	0		0
2	1101	91956	0	0		0
3	1101	92213	0	0		0
2	1201	92469	93495	0		0
4	1201	92469	93495	0		0
3	1101	93495	0	0		0
4	1101	93751	0	0		0
3	1101	94008	0	0		0
4	1101	94264	0	0		0
1	1201	94521	95546	0		0
3	1201	94521	95546	0		0
2	1101	95546	0	0		0
3	1101	95803	0	0		0
1	1101	96059	0	0		0
3	1101	96315	0	0		0
4	1201	96572	97085	0		0
3	1201	97085	97597	0		0
2	1201	97597	98110	0		0
1	1201	98110	98623	0		0
2	1101	98623	0	0		0
4	1101	98623	0	0		0
3	1101	99136	0	0		0
4	1101	99392	0	0		0
2	1201	99649	100162	0		0
1	1201	100162	100674	0		0
4	1101	100674	0	0		0
3	1101	100931	0	0		0
4	1201	101187	101700	0		0
3	1201	101700	102213	0		0
2	1101	102469	0	0		0
1	1201	102726	103238	0		0
4	1101	103238	0	0		0
3	1101	103495	0	0		0
4	1201	103751	104264	0		0
2	1201	104264	104777	0		0
3	1201	104777	105803	0		0
