音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	849	0	0		0
3	1101	849	0	0		0
2	1101	1121	0	0		0
3	1101	1394	0	0		0
4	1101	1667	0	0		0
2	1101	1667	0	0		0
3	1101	1940	0	0		0
2	1101	2212	0	0		0
1	1101	2485	0	0		0
3	1101	2485	0	0		0
2	1101	2758	0	0		0
4	1101	3031	0	0		0
1	1101	3303	0	0		0
3	1101	3303	0	0		0
4	1101	3576	0	0		0
2	1101	3849	0	0		0
1	1101	4121	0	0		0
3	1101	4121	0	0		0
4	1101	4394	0	0		0
2	1101	4667	0	0		0
1	1101	4940	0	0		0
3	1101	4940	0	0		0
2	1101	5212	0	0		0
3	1201	5485	6031	0		0
1	1101	6031	0	0		0
2	1101	6303	0	0		0
1	1101	6576	0	0		0
2	1101	6849	0	0		0
3	1101	7121	0	0	2	0
1	1101	7121	0	0	2	0
2	1101	7394	0	0		0
4	1101	7667	0	0		0
3	1101	7940	0	0		0
1	1101	7940	0	0		0
2	1101	8212	0	0		0
3	1101	8485	0	0		0
2	1101	8758	0	0		0
4	1101	8758	0	0		0
3	1101	9031	0	0		0
2	1101	9303	0	0		0
4	1101	9576	0	0		0
1	1101	9849	0	0		0
3	1101	10121	0	0		0
2	1101	10394	0	0		0
4	1101	10394	0	0		0
3	1101	10667	0	0		0
2	1101	10940	0	0		0
1	1101	11212	0	0		0
3	1101	11212	0	0		0
2	1101	11485	0	0		0
3	1101	11758	0	0		0
2	1101	12031	0	0		0
4	1201	12303	12576	0		0
3	1201	12576	12849	0		0
1	1201	12849	13121	0		0
3	1201	13121	13394	0		0
2	1101	13394	0	0		0
1	1101	13667	0	0		0
3	1101	13667	0	0		0
2	1101	13940	0	0		0
3	1101	14212	0	0		0
4	1101	14485	0	0		0
2	1101	14485	0	0		0
3	1101	14758	0	0		0
4	1101	15031	0	0		0
3	1101	15303	0	0		0
1	1101	15303	0	0		0
2	1101	15576	0	0		0
3	1101	15849	0	0		0
2	1101	16121	0	0		0
4	1101	16121	0	0		0
1	1101	16394	0	0		0
3	1101	16667	0	0		0
1	1101	16940	0	0		0
2	1201	17212	17758	0		0
4	1101	17758	0	0		0
3	1201	18031	18576	0		0
1	1201	18576	18849	0		0
4	1201	18849	19121	0		0
2	1201	19121	19394	0		0
3	1201	19394	20212	0		0
2	1101	20212	0	0		0
4	1101	20212	0	0		0
3	1101	20485	0	0		0
2	1101	20758	0	0		0
3	1101	21031	0	0		0
1	1101	21031	0	0		0
2	1101	21303	0	0		0
4	1101	21576	0	0		0
3	1101	21849	0	0		0
1	1101	21849	0	0		0
2	1101	22121	0	0		0
3	1101	22394	0	0		0
2	1101	22667	0	0		0
4	1101	22667	0	0		0
1	1101	22940	0	0		0
2	1101	23212	0	0		0
3	1101	23485	0	0		0
1	1101	23485	0	0		0
4	1101	23758	0	0		0
2	1101	24031	0	0		0
1	1101	24303	0	0		0
3	1101	24303	0	0		0
4	1101	24576	0	0		0
2	1101	24849	0	0		0
1	1101	25121	0	0		0
3	1101	25121	0	0		0
4	1201	25394	25667	0		0
1	1201	25667	25940	0		0
3	1201	25940	26758	0		0
2	1101	26758	0	0		0
4	1101	26758	0	0		0
3	1101	27031	0	0		0
2	1101	27303	0	0		0
1	1101	27576	0	0		0
3	1101	27576	0	0		0
4	1101	27849	0	0		0
1	1101	28121	0	0		0
4	1101	28394	0	0		0
2	1101	28394	0	0		0
3	1101	28667	0	0		0
2	1101	28940	0	0		0
1	1101	29212	0	0		0
3	1101	29212	0	0		0
2	1101	29485	0	0		0
3	1101	29758	0	0		0
4	1101	30031	0	0		0
3	1201	30303	30849	0		0
2	1101	30849	0	0		0
1	1201	31121	31667	0		0
4	1201	31667	33031	0		0
2	1201	31667	33031	0		0
3	1201	33849	34531	0	3	0
1	1201	34531	34940	0		0
2	1201	34940	35212	0		0
3	1101	35212	0	0		0
1	1101	35212	0	0		0
4	1101	35485	0	0		0
3	1201	35758	36031	0		0
2	1101	36031	0	0		0
4	1101	36031	0	0		0
1	1101	36303	0	0		0
4	1201	36576	36849	0		0
3	1101	36849	0	0		0
1	1101	36849	0	0		0
2	1101	37121	0	0		0
3	1101	37394	0	0		0
1	1101	37667	0	0		0
2	1101	37940	0	0		0
3	1201	38212	38485	0		0
2	1101	38485	0	0		0
4	1101	38485	0	0		0
1	1101	38758	0	0		0
3	1201	39031	39303	0		0
2	1101	39303	0	0		0
4	1101	39303	0	0		0
1	1101	39576	0	0		0
2	1201	39849	40121	0		0
3	1101	40121	0	0		0
1	1101	40121	0	0		0
4	1101	40394	0	0		0
3	1101	40667	0	0		0
2	1101	40940	0	0		0
3	1101	41212	0	0		0
1	1201	41485	41758	0		0
4	1101	41758	0	0		0
2	1101	41758	0	0		0
1	1101	42031	0	0		0
3	1201	42303	42576	0		0
2	1101	42576	0	0		0
4	1101	42576	0	0		0
1	1101	42849	0	0		0
3	1101	43121	0	0		0
2	1101	43394	0	0		0
4	1101	43394	0	0		0
3	1101	43667	0	0		0
2	1101	43940	0	0		0
3	1101	44212	0	0		0
1	1101	44212	0	0		0
2	1101	44485	0	0		0
3	1101	44758	0	0		0
2	1101	45031	0	0		0
4	1101	45031	0	0		0
3	1101	45303	0	0		0
2	1101	45576	0	0		0
4	1101	45849	0	0		0
1	1101	46121	0	0		0
4	1101	46394	0	0		0
2	1101	46667	0	0		0
4	1101	46940	0	0		0
3	1101	47212	0	0		0
2	1101	47485	0	0	1	0
4	1101	47485	0	0	1	0
3	1101	47758	0	0		0
1	1101	47758	0	0		0
2	1101	48031	0	0		0
4	1101	48031	0	0		0
3	1101	48303	0	0		0
1	1101	48576	0	0		0
3	1101	48849	0	0		0
2	1101	49121	0	0		0
3	1101	49394	0	0		0
2	1101	49667	0	0		0
4	1101	49667	0	0		0
3	1101	49940	0	0		0
1	1101	50212	0	0		0
3	1101	50485	0	0		0
2	1101	50758	0	0		0
4	1101	50758	0	0		0
3	1101	51031	0	0		0
1	1101	51303	0	0		0
4	1101	51576	0	0		0
2	1101	51849	0	0		0
3	1101	52121	0	0		0
2	1101	52394	0	0		0
1	1101	52667	0	0		0
4	1101	52940	0	0		0
2	1101	52940	0	0		0
1	1101	53212	0	0		0
3	1101	53485	0	0		0
1	1101	53758	0	0		0
3	1101	54031	0	0		0
2	1101	54303	0	0		0
4	1101	54576	0	0		0
1	1101	54849	0	0		0
3	1101	55121	0	0		0
2	1101	55394	0	0		0
3	1101	55667	0	0		0
2	1101	55940	0	0		0
4	1101	55940	0	0		0
1	1101	56212	0	0		0
3	1101	56212	0	0		0
2	1101	56485	0	0		0
1	1101	56758	0	0		0
3	1101	57031	0	0		0
2	1101	57303	0	0		0
3	1101	57576	0	0		0
1	1101	57849	0	0		0
3	1101	58121	0	0		0
2	1101	58394	0	0		0
4	1101	58667	0	0		0
3	1101	58940	0	0		0
1	1101	59212	0	0		0
3	1101	59485	0	0		0
2	1101	59758	0	0		0
3	1101	60031	0	0		0
1	1101	60303	0	0		0
4	1101	60576	0	0		0
2	1101	60849	0	0		0
3	1101	61121	0	0		0
