音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	1690	2152	0		0
3	1201	2152	2613	0		0
1	1201	2613	3075	0		0
4	1201	3075	3536	0		0
3	1201	3536	3998	0		0
2	1201	3998	4459	0		0
4	1201	4459	4921	0		0
3	1201	4921	5383	0		0
1	1201	5383	5844	0		0
3	1201	5844	6306	0		0
2	1201	6306	6767	0		0
3	1201	6767	7229	0		0
1	1201	7229	7690	0		0
4	1201	7690	8152	0		0
1	1201	8152	8613	0		0
3	1201	8613	9075	0		0
2	1201	9075	10921	0		0
4	1201	9075	10921	0		0
1	1101	12075	0	0		0
3	1101	12306	0	0		0
2	1101	12536	0	0		0
3	1201	12767	13921	0	2	0
1	1101	13921	0	0		0
2	1101	14152	0	0		0
3	1101	14383	0	0		0
2	1201	14613	15767	0		0
3	1101	15767	0	0		0
1	1101	15998	0	0		0
3	1101	16229	0	0		0
1	1201	16459	16921	0		0
3	1101	16921	0	0		0
4	1101	17152	0	0		0
2	1101	17383	0	0		0
4	1101	17613	0	0		0
1	1201	17844	18306	0		0
3	1101	18306	0	0		0
4	1101	18536	0	0		0
2	1201	18767	19459	0		0
3	1101	19459	0	0		0
4	1101	19690	0	0		0
1	1101	19921	0	0		0
4	1201	20152	21306	0		0
3	1101	21306	0	0		0
1	1101	21536	0	0		0
3	1101	21767	0	0		0
1	1201	21998	23152	0		0
3	1101	23152	0	0		0
4	1101	23383	0	0		0
3	1101	23613	0	0		0
1	1201	23844	24306	0		0
2	1101	24306	0	0		0
3	1101	24536	0	0		0
2	1101	24767	0	0		0
4	1101	24998	0	0		0
2	1201	25229	25690	0		0
1	1201	25690	27075	0		0
3	1201	25690	27075	0		0
4	1101	27075	0	0		0
3	1101	27306	0	0		0
4	1101	27536	0	0	3	0
2	1101	27883	0	0		0
1	1101	28229	0	0		0
3	1101	28459	0	0		0
2	1101	28806	0	0		0
4	1101	29036	0	0		0
3	1101	29383	0	0		0
1	1101	29383	0	0		0
2	1101	29729	0	0		0
3	1101	30075	0	0		0
1	1201	30306	30998	0		0
2	1101	30998	0	0		0
4	1101	31229	0	0		0
2	1101	31575	0	0		0
4	1101	31921	0	0		0
3	1101	32152	0	0		0
1	1101	32498	0	0		0
3	1101	32844	0	0		0
4	1101	33075	0	0		0
2	1101	33075	0	0		0
3	1101	33421	0	0		0
2	1101	33767	0	0		0
1	1201	33998	34921	0		0
3	1101	34921	0	0		0
2	1101	35267	0	0		0
3	1101	35613	0	0		0
2	1101	35844	0	0		0
4	1101	35844	0	0		0
3	1101	36190	0	0		0
2	1101	36536	0	0		0
1	1101	36767	0	0		0
4	1101	37113	0	0		0
2	1101	37459	0	0		0
3	1201	37690	38152	0		0
1	1201	38152	38613	0		0
2	1201	38613	39075	0		0
3	1201	39075	39536	0		0
4	1201	39536	39998	0		0
3	1201	39998	40459	0		0
1	1101	40459	0	0		0
4	1101	40921	0	0		0
3	1101	41383	0	0		0
2	1101	41613	0	0		0
4	1201	41844	42306	0		0
1	1201	42306	43229	0	1	0
3	1201	42306	43229	0	1	0
2	1201	43229	43690	0		0
4	1201	43690	44152	0		0
3	1101	44152	0	0		0
2	1101	44383	0	0		0
4	1101	44613	0	0		0
3	1101	45075	0	0		0
4	1101	45306	0	0		0
2	1101	45536	0	0		0
3	1201	45998	46459	0		0
1	1101	46459	0	0		0
4	1101	46690	0	0		0
3	1201	46921	47383	0		0
1	1201	47383	47844	0		0
4	1101	47844	0	0		0
3	1101	48075	0	0		0
2	1201	48306	48767	0		0
1	1101	48767	0	0		0
3	1101	48767	0	0		0
2	1101	48998	0	0		0
4	1201	49229	49690	0		0
3	1201	49690	50383	0		0
1	1201	49690	50383	0		0
2	1101	50383	0	0		0
1	1101	50613	0	0		0
2	1101	50844	0	0		0
3	1101	51075	0	0		0
2	1101	51306	0	0		0
1	1101	51536	0	0		0
3	1101	51767	0	0		0
2	1201	51998	52459	0		0
3	1101	52459	0	0		0
1	1101	52459	0	0		0
2	1101	52690	0	0		0
4	1201	52921	53383	0		0
3	1201	53383	53844	0		0
2	1101	53844	0	0		0
1	1101	54075	0	0		0
3	1201	54306	54767	0		0
2	1201	54767	55229	0		0
1	1101	55229	0	0		0
4	1101	55459	0	0		0
3	1101	55690	0	0		0
2	1201	56152	56613	0		0
3	1101	56613	0	0		0
1	1101	56613	0	0		0
2	1101	57075	0	0		0
4	1101	57536	0	0		0
3	1201	57767	58229	0		0
1	1101	58229	0	0		0
3	1101	58459	0	0		0
4	1201	58690	59383	0		0
2	1101	59383	0	0		0
3	1201	59613	60075	0		0
1	1101	60075	0	0		0
2	1101	60306	0	0		0
3	1201	60536	61229	0		0
1	1101	61229	0	0		0
4	1201	61459	61921	0		0
1	1101	61921	0	0		0
3	1101	62152	0	0		0
2	1101	62383	0	0		0
3	1101	62613	0	0		0
2	1101	62844	0	0		0
4	1201	63075	63536	0		0
1	1201	63536	63998	0		0
2	1101	63998	0	0		0
4	1101	63998	0	0		0
3	1101	64459	0	0		0
4	1101	64921	0	0		0
2	1201	65152	65613	0		0
4	1101	65613	0	0		0
2	1101	65844	0	0		0
1	1201	66075	66767	0		0
3	1101	66767	0	0		0
2	1201	66998	67459	0		0
4	1101	67459	0	0		0
3	1101	67690	0	0		0
2	1101	67921	0	0		0
1	1101	68152	0	0		0
3	1101	68152	0	0		0
2	1101	68613	0	0		0
3	1201	68844	69306	0		0
1	1101	69306	0	0		0
4	1101	69536	0	0		0
1	1101	69767	0	0		0
4	1101	69998	0	0		0
2	1101	70229	0	0		0
3	1201	70459	70921	0		0
2	1201	70921	71383	0		0
3	1101	71383	0	0		0
1	1101	71383	0	0		0
