音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
3	1101	73	0	0		0
1	1101	448	0	0		0
2	1101	823	0	0		0
3	1101	1198	0	0		0
1	1101	1198	0	0		0
2	1101	1573	0	0		0
4	1101	1948	0	0		0
1	1201	2323	3073	0		0
2	1101	3073	0	0		0
4	1101	3073	0	0		0
3	1101	3448	0	0		0
2	1101	3823	0	0		0
3	1101	4198	0	0		0
1	1101	4573	0	0		0
4	1101	4948	0	0		0
3	1201	5323	6073	0		0
2	1101	6073	0	0		0
4	1101	6073	0	0		0
3	1101	6448	0	0		0
1	1101	6823	0	0		0
4	1101	7198	0	0		0
1	1101	7573	0	0		0
3	1101	7948	0	0		0
2	1201	8323	9073	0		0
1	1101	9073	0	0		0
3	1101	9073	0	0		0
2	1101	9448	0	0		0
3	1101	9823	0	0		0
1	1101	10198	0	0		0
4	1101	10573	0	0		0
2	1101	10948	0	0		0
3	1201	11323	12073	0		0
2	1101	12073	0	0	2	0
4	1101	12073	0	0	2	0
3	1101	12261	0	0		0
2	1101	12448	0	0		0
3	1101	12636	0	0		0
1	1101	12823	0	0		0
3	1101	13011	0	0		0
2	1101	13198	0	0		0
4	1101	13386	0	0		0
2	1201	13573	14136	0		0
3	1101	14136	0	0		0
4	1201	14323	14698	0		0
3	1201	14698	15073	0		0
2	1101	15073	0	0		0
4	1101	15073	0	0		0
3	1101	15261	0	0		0
1	1101	15448	0	0		0
3	1101	15636	0	0		0
2	1101	15823	0	0		0
4	1101	16011	0	0		0
1	1101	16198	0	0		0
3	1101	16386	0	0		0
2	1201	16573	17136	0		0
3	1101	17136	0	0		0
4	1201	17323	17698	0		0
3	1201	17698	18073	0		0
1	1201	18073	18448	0		0
2	1201	18448	18823	0		0
3	1101	18823	0	0		0
2	1101	19011	0	0		0
3	1101	19198	0	0		0
4	1101	19386	0	0		0
3	1201	19573	19948	0		0
2	1201	19948	20323	0		0
1	1101	20323	0	0		0
4	1101	20511	0	0		0
2	1101	20698	0	0		0
3	1101	20886	0	0		0
4	1201	21073	21448	0		0
3	1201	21448	21823	0		0
2	1101	21823	0	0		0
1	1101	22011	0	0		0
3	1101	22198	0	0		0
4	1101	22386	0	0		0
2	1101	22573	0	0		0
1	1101	22761	0	0		0
3	1101	22948	0	0		0
2	1101	23136	0	0		0
4	1101	23323	0	0		0
3	1101	23511	0	0		0
2	1101	23698	0	0		0
1	1101	24073	0	0	3	0
3	1101	24073	0	0	3	0
2	1101	24261	0	0		0
3	1101	24448	0	0		0
2	1101	24636	0	0		0
4	1101	24823	0	0		0
1	1101	25011	0	0		0
4	1101	25198	0	0		0
2	1101	25386	0	0		0
3	1201	25573	26136	0		0
1	1101	26136	0	0		0
4	1201	26323	26698	0		0
2	1201	26698	27073	0		0
1	1101	27073	0	0		0
3	1101	27073	0	0		0
2	1101	27261	0	0		0
3	1101	27448	0	0		0
1	1101	27636	0	0		0
3	1101	27823	0	0		0
4	1101	28011	0	0		0
3	1101	28198	0	0		0
2	1101	28386	0	0		0
4	1201	28573	29136	0		0
1	1101	29136	0	0		0
3	1201	29323	29698	0		0
2	1201	29698	30073	0		0
1	1101	30073	0	0		0
3	1101	30073	0	0		0
2	1101	30448	0	0		0
4	1101	30448	0	0		0
3	1101	30823	0	0		0
2	1101	31011	0	0		0
1	1101	31198	0	0		0
3	1101	31386	0	0		0
2	1201	31573	31948	0		0
3	1201	31948	32323	0		0
4	1101	32323	0	0		0
1	1101	32511	0	0		0
4	1101	32698	0	0		0
3	1101	32886	0	0		0
1	1201	33073	33448	0		0
2	1201	33448	33823	0		0
4	1101	33823	0	0		0
3	1101	34011	0	0		0
4	1101	34198	0	0		0
2	1101	34386	0	0		0
4	1201	34573	34948	0		0
1	1201	34948	35323	0		0
3	1101	35323	0	0		0
2	1101	35511	0	0		0
3	1201	35698	36073	0		0
2	1201	36073	36448	0	1	0
4	1201	36073	36448	0	1	0
3	1201	36448	36823	0		0
2	1201	36823	37198	0		0
3	1201	37198	37573	0		0
1	1201	37573	37948	0		0
3	1201	37948	38323	0		0
1	1201	38323	38698	0		0
3	1201	38698	39073	0		0
2	1201	39073	39448	0		0
4	1201	39073	39448	0		0
3	1201	39448	39823	0		0
1	1201	39823	40198	0		0
4	1201	40198	40573	0		0
2	1201	40573	40948	0		0
3	1201	40948	41323	0		0
1	1201	41323	42073	0		0
2	1101	42073	0	0		0
4	1101	42073	0	0		0
3	1101	42261	0	0		0
2	1101	42448	0	0		0
3	1101	42636	0	0		0
1	1201	42823	43198	0		0
3	1201	43198	43573	0		0
4	1101	43573	0	0		0
2	1101	43761	0	0		0
3	1101	43948	0	0		0
1	1101	44136	0	0		0
3	1201	44323	45073	0		0
2	1101	45073	0	0		0
4	1101	45073	0	0		0
1	1101	45261	0	0		0
3	1101	45448	0	0		0
1	1101	45636	0	0		0
2	1201	45823	46198	0		0
3	1201	46198	46573	0		0
4	1101	46573	0	0		0
1	1101	46761	0	0		0
4	1101	46948	0	0		0
2	1101	47136	0	0		0
4	1201	47323	48073	0		0
1	1201	48073	48448	0	2	0
3	1201	48073	48448	0	2	0
2	1201	48448	48823	0		0
4	1201	48823	49198	0		0
2	1201	49198	49573	0		0
1	1201	49573	49948	0		0
2	1201	49948	50323	0		0
3	1201	50323	50698	0		0
2	1101	50698	0	0		0
4	1101	50698	0	0		0
1	1201	51073	51448	0		0
3	1201	51073	51448	0		0
2	1201	51448	51823	0		0
4	1201	51823	52198	0		0
3	1201	52198	52573	0		0
1	1201	52573	52948	0		0
3	1201	52948	53323	0		0
2	1201	53323	54073	0		0
1	1101	54073	0	0		0
3	1101	54073	0	0		0
2	1101	54261	0	0		0
4	1101	54448	0	0		0
2	1101	54636	0	0		0
1	1201	54823	55198	0		0
2	1201	55198	55573	0		0
3	1101	55573	0	0		0
1	1101	55761	0	0		0
3	1101	55948	0	0		0
4	1101	56136	0	0		0
3	1201	56323	57073	0		0
2	1101	57073	0	0		0
4	1101	57073	0	0		0
3	1101	57261	0	0		0
1	1101	57448	0	0		0
4	1101	57636	0	0		0
2	1201	57823	58198	0		0
3	1101	58198	0	0		0
4	1101	58386	0	0		0
3	1101	58573	0	0		0
1	1101	58761	0	0		0
3	1201	58948	59323	0		0
4	1201	59323	60073	0		0
1	1101	60073	0	0		0
2	1101	60261	0	0		0
1	1201	60448	60823	0		0
2	1201	60823	61198	0		0
3	1201	61198	61573	0		0
4	1101	61573	0	0		0
2	1101	61761	0	0		0
3	1201	61948	62323	0		0
4	1201	62323	63073	0		0
1	1101	63073	0	0		0
3	1101	63073	0	0		0
2	1101	63261	0	0		0
3	1201	63448	63823	0		0
4	1201	63823	64198	0		0
2	1201	64198	64573	0		0
1	1101	64573	0	0		0
2	1101	64761	0	0		0
1	1201	64948	65323	0		0
4	1201	65323	66073	0		0
1	1101	66073	0	0	3	0
3	1101	66073	0	0	3	0
2	1101	66448	0	0		0
3	1101	66636	0	0		0
2	1201	66823	67198	0		0
4	1201	67198	67573	0		0
1	1201	67573	67948	0		0
2	1101	67948	0	0		0
3	1101	68136	0	0		0
2	1201	68323	68698	0		0
3	1201	68698	69073	0		0
1	1201	68698	69073	0		0
2	1201	69073	69448	0		0
4	1101	69448	0	0		0
3	1101	69636	0	0		0
2	1201	69823	70198	0		0
1	1201	70198	70573	0		0
4	1101	70573	0	0		0
3	1101	70761	0	0		0
4	1201	70948	71323	0		0
3	1201	71323	71698	0		0
2	1101	71698	0	0		0
3	1101	71886	0	0		0
2	1201	72073	72448	0		0
4	1201	72073	72448	0		0
3	1101	72448	0	0		0
2	1101	72636	0	0		0
3	1201	72823	73198	0		0
1	1101	73198	0	0		0
2	1101	73386	0	0		0
3	1201	73573	73948	0		0
2	1101	73948	0	0		0
4	1101	74136	0	0		0
3	1201	74323	75073	0		0
2	1101	75073	0	0		0
4	1101	75073	0	0		0
3	1101	75448	0	0		0
2	1101	75823	0	0		0
4	1101	75823	0	0		0
3	1101	76198	0	0		0
2	1101	76573	0	0		0
4	1101	76573	0	0		0
3	1101	76948	0	0		0
2	1201	77323	78073	0		0
1	1101	78073	0	0		0
3	1101	78073	0	0		0
2	1101	78448	0	0		0
3	1101	78636	0	0		0
2	1201	78823	79198	0		0
4	1201	79198	79573	0		0
3	1201	79573	79948	0		0
2	1101	79948	0	0		0
4	1101	80136	0	0		0
1	1201	80323	80698	0		0
2	1201	80698	81073	0		0
4	1201	80698	81073	0		0
3	1201	81073	81448	0		0
2	1101	81448	0	0		0
1	1101	81636	0	0		0
3	1201	81823	82198	0		0
1	1101	82198	0	0		0
2	1101	82386	0	0		0
3	1101	82573	0	0		0
4	1101	82761	0	0		0
3	1201	82948	83323	0		0
1	1201	83323	83698	0		0
2	1201	83698	84073	0		0
1	1201	84073	84448	0		0
3	1201	84073	84448	0		0
2	1101	84448	0	0		0
3	1101	84636	0	0		0
2	1201	84823	85198	0		0
4	1101	85198	0	0		0
3	1101	85386	0	0		0
1	1201	85573	85948	0		0
2	1101	85948	0	0		0
3	1101	86136	0	0		0
2	1201	86323	86698	0		0
4	1101	86698	0	0		0
1	1101	87073	0	0		0
3	1101	87073	0	0		0
2	1101	87448	0	0		0
3	1101	87823	0	0		0
1	1101	87823	0	0		0
2	1101	88198	0	0		0
4	1201	88573	89323	0		0
3	1201	89323	90073	0		0
