音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	26	462	0		0
3	1101	462	0	0		0
4	1101	695	0	0		0
2	1101	927	0	0		0
3	1101	1160	0	0		0
2	1101	1393	0	0		0
1	1101	1625	0	0		0
3	1201	1858	2323	0		0
2	1101	2323	0	0		0
3	1101	2555	0	0		0
1	1101	2788	0	0		0
3	1101	3020	0	0		0
2	1101	3253	0	0		0
4	1101	3486	0	0		0
2	1201	3718	4183	0		0
1	1101	4183	0	0		0
3	1101	4416	0	0		0
2	1101	4648	0	0		0
4	1101	4881	0	0		0
3	1101	5113	0	0		0
1	1101	5346	0	0		0
3	1201	5579	6044	0		0
4	1101	6044	0	0		0
2	1101	6276	0	0		0
3	1101	6509	0	0		0
1	1101	6741	0	0		0
3	1101	6974	0	0		0
2	1101	7206	0	0		0
3	1101	7439	0	0		0
4	1101	7672	0	0		0
3	1101	7904	0	0		0
2	1101	8137	0	0		0
3	1201	8369	8834	0		0
1	1101	8834	0	0		0
3	1101	9067	0	0		0
1	1101	9299	0	0		0
4	1101	9532	0	0		0
2	1101	9765	0	0		0
4	1101	9997	0	0		0
3	1201	10230	10695	0		0
1	1101	10695	0	0		0
2	1101	10927	0	0		0
1	1101	11160	0	0		0
3	1101	11393	0	0		0
2	1101	11625	0	0		0
4	1101	11858	0	0		0
3	1201	12090	12555	0		0
1	1101	12555	0	0		0
3	1101	12788	0	0		0
1	1101	13020	0	0		0
4	1101	13253	0	0		0
2	1101	13486	0	0		0
4	1101	13718	0	0		0
3	1101	13951	0	0		0
1	1101	14416	0	0		0
3	1101	14648	0	0		0
2	1101	14881	0	0	2	0
4	1101	14881	0	0	2	0
3	1101	15113	0	0		0
2	1101	15346	0	0		0
4	1101	15579	0	0		0
3	1201	15811	16276	0		0
1	1101	16276	0	0		0
2	1101	16509	0	0		0
3	1101	16741	0	0		0
4	1101	16974	0	0		0
3	1101	17206	0	0		0
2	1101	17439	0	0		0
1	1201	17672	18137	0		0
4	1101	18137	0	0		0
3	1101	18369	0	0		0
1	1101	18602	0	0		0
2	1101	18834	0	0		0
4	1101	19067	0	0		0
3	1101	19299	0	0		0
1	1201	19532	19997	0		0
3	1101	19997	0	0		0
2	1101	20230	0	0		0
4	1101	20462	0	0		0
3	1101	20695	0	0		0
1	1101	20927	0	0		0
4	1101	21160	0	0		0
2	1201	21393	21858	0		0
4	1101	21858	0	0		0
2	1101	22090	0	0		0
1	1101	22323	0	0		0
3	1101	22323	0	0		0
2	1101	22555	0	0		0
3	1101	22788	0	0		0
1	1101	23020	0	0		0
4	1201	23253	23718	0		0
2	1101	23718	0	0		0
3	1101	23951	0	0		0
1	1101	24183	0	0		0
3	1101	24416	0	0		0
2	1101	24648	0	0		0
4	1101	24881	0	0		0
3	1201	25113	25579	0		0
1	1101	25579	0	0		0
2	1101	25811	0	0		0
1	1101	26044	0	0		0
4	1101	26276	0	0		0
3	1101	26509	0	0		0
2	1101	26741	0	0		0
3	1201	26974	27439	0		0
1	1101	27439	0	0		0
2	1101	27672	0	0		0
3	1101	27904	0	0		0
1	1101	28137	0	0		0
4	1101	28369	0	0		0
3	1101	28602	0	0		0
2	1201	28834	29299	0		0
3	1101	29299	0	0		0
4	1101	29532	0	0		0
3	1201	29765	30230	0	3	0
2	1101	30230	0	0		0
1	1101	30695	0	0		0
2	1101	30927	0	0		0
1	1101	31160	0	0		0
3	1101	31393	0	0		0
2	1201	31625	32090	0		0
3	1201	32090	32555	0		0
1	1201	32555	33020	0		0
4	1201	33020	33486	0		0
2	1201	33486	34416	0		0
1	1101	34416	0	0		0
3	1101	34416	0	0		0
2	1101	34648	0	0		0
3	1101	34881	0	0		0
2	1101	35113	0	0		0
1	1101	35346	0	0		0
4	1101	35579	0	0		0
1	1101	35811	0	0		0
4	1101	36044	0	0		0
2	1201	36276	36741	0		0
4	1101	36741	0	0		0
1	1101	36974	0	0		0
3	1201	37206	37672	0		0
2	1101	37672	0	0		0
1	1101	38137	0	0		0
3	1101	38137	0	0		0
2	1101	38369	0	0		0
3	1101	38602	0	0		0
2	1101	38834	0	0		0
1	1101	39067	0	0		0
4	1101	39299	0	0		0
2	1101	39532	0	0		0
1	1101	39765	0	0		0
3	1201	39997	40462	0		0
1	1101	40462	0	0		0
2	1101	40695	0	0		0
1	1201	40927	41393	0		0
2	1201	41393	41858	0		0
3	1101	41858	0	0		0
4	1101	42090	0	0		0
2	1101	42323	0	0		0
3	1101	42555	0	0		0
1	1101	42788	0	0		0
2	1101	43020	0	0		0
4	1101	43253	0	0		0
3	1101	43486	0	0		0
2	1201	43718	44183	0		0
4	1101	44183	0	0		0
3	1101	44416	0	0		0
2	1201	44648	45113	0	1	0
4	1101	45113	0	0		0
3	1101	45579	0	0		0
1	1101	45811	0	0		0
3	1101	46044	0	0		0
2	1101	46276	0	0		0
4	1201	46509	46974	0		0
3	1201	46974	47439	0		0
1	1101	47439	0	0		0
3	1101	47672	0	0		0
2	1101	47904	0	0		0
4	1101	48137	0	0		0
3	1201	48369	48834	0		0
2	1101	48834	0	0		0
4	1101	48834	0	0		0
3	1101	49299	0	0		0
2	1101	49532	0	0		0
3	1101	49765	0	0		0
1	1101	49997	0	0		0
4	1201	50230	50695	0		0
3	1101	50695	0	0		0
2	1101	50927	0	0		0
1	1101	51160	0	0		0
3	1101	51393	0	0		0
2	1101	51625	0	0		0
4	1101	51858	0	0		0
2	1101	52090	0	0		0
3	1101	52555	0	0		0
1	1101	52555	0	0		0
2	1101	53020	0	0		0
4	1101	53253	0	0		0
3	1101	53486	0	0		0
2	1101	53718	0	0		0
4	1201	53951	54416	0		0
3	1201	54416	54881	0		0
2	1201	54881	55346	0		0
1	1101	55346	0	0		0
4	1101	55579	0	0		0
3	1201	55811	56276	0		0
2	1101	56276	0	0		0
3	1101	56741	0	0		0
2	1101	56974	0	0		0
3	1101	57206	0	0		0
2	1101	57439	0	0		0
1	1201	57672	58137	0		0
3	1201	58137	58602	0		0
2	1101	58602	0	0		0
4	1101	58834	0	0		0
3	1101	59067	0	0		0
4	1101	59299	0	0		0
1	1101	59532	0	0	2	0
2	1101	59765	0	0		0
1	1101	59997	0	0		0
3	1101	60230	0	0		0
2	1201	60462	60927	0		0
4	1101	60927	0	0		0
3	1101	61160	0	0		0
4	1101	61393	0	0		0
2	1101	61625	0	0		0
3	1101	61858	0	0		0
2	1101	62090	0	0		0
3	1201	62323	62788	0		0
1	1101	62788	0	0		0
3	1101	63020	0	0		0
2	1101	63253	0	0		0
4	1101	63486	0	0		0
3	1101	63718	0	0		0
4	1101	63951	0	0		0
3	1201	64183	64648	0		0
1	1101	64648	0	0		0
3	1101	64881	0	0		0
2	1101	65113	0	0		0
3	1101	65346	0	0		0
2	1101	65579	0	0		0
4	1101	65811	0	0		0
3	1101	66044	0	0		0
