音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	516	1159	0		0
4	1101	1159	0	0		0
3	1201	1373	2016	0		0
2	1101	2016	0	0		0
4	1101	2230	0	0		0
3	1101	2445	0	0		0
2	1101	2659	0	0		0
3	1101	2873	0	0		0
1	1101	3088	0	0		0
3	1101	3302	0	0		0
2	1101	3516	0	0		0
3	1101	3730	0	0		0
1	1101	3945	0	0		0
3	1101	4159	0	0		0
2	1101	4373	0	0		0
4	1101	4588	0	0		0
3	1101	4802	0	0		0
1	1101	5016	0	0		0
3	1101	5230	0	0		0
2	1101	5445	0	0		0
4	1201	5659	6302	0		0
3	1101	6302	0	0		0
1	1201	6516	7159	0		0
4	1101	7159	0	0		0
2	1201	7373	7802	0		0
3	1201	7802	8230	0		0
4	1201	8230	8659	0		0
3	1201	8659	9088	0		0
2	1201	9088	9945	0		0
1	1101	9945	0	0		0
3	1101	9945	0	0		0
2	1101	10802	0	0	2	0
1	1101	11016	0	0		0
3	1101	11230	0	0		0
4	1101	11445	0	0		0
2	1101	11659	0	0		0
3	1101	11873	0	0		0
2	1201	12088	12516	0		0
3	1101	12516	0	0		0
2	1101	12730	0	0		0
3	1101	12945	0	0		0
2	1101	13159	0	0		0
4	1101	13373	0	0		0
3	1101	13588	0	0		0
2	1201	13802	14230	0		0
1	1101	14230	0	0		0
2	1101	14445	0	0		0
3	1101	14659	0	0		0
2	1101	14873	0	0		0
4	1101	15088	0	0		0
3	1101	15302	0	0		0
2	1101	15516	0	0		0
3	1101	15730	0	0		0
1	1201	15945	16588	0		0
2	1101	16588	0	0		0
3	1101	16802	0	0		0
4	1101	17016	0	0		0
3	1101	17230	0	0		0
2	1101	17445	0	0		0
1	1101	17659	0	0		0
3	1101	17659	0	0		0
2	1101	17873	0	0		0
3	1101	18088	0	0		0
2	1101	18302	0	0		0
4	1101	18516	0	0		0
3	1101	18730	0	0		0
2	1101	18945	0	0		0
4	1101	19159	0	0		0
1	1101	19373	0	0		0
3	1101	19373	0	0		0
2	1101	19588	0	0		0
3	1101	19802	0	0		0
2	1101	20016	0	0		0
4	1101	20230	0	0		0
3	1101	20445	0	0		0
2	1101	20659	0	0		0
1	1101	20873	0	0		0
2	1101	21088	0	0		0
4	1101	21088	0	0		0
3	1101	21302	0	0		0
2	1101	21516	0	0		0
3	1101	21730	0	0		0
2	1101	21945	0	0		0
3	1101	22159	0	0		0
2	1101	22373	0	0		0
1	1101	22588	0	0		0
3	1201	22802	23445	0		0
2	1101	23445	0	0		0
1	1101	23659	0	0		0
2	1101	23873	0	0		0
3	1101	24088	0	0		0
4	1101	24302	0	0		0
1	1101	24516	0	0	3	0
3	1101	24516	0	0	3	0
2	1101	24730	0	0		0
1	1101	24945	0	0		0
3	1101	24945	0	0		0
2	1101	25159	0	0		0
4	1101	25373	0	0		0
3	1101	25588	0	0		0
2	1101	25802	0	0		0
3	1101	26016	0	0		0
2	1101	26230	0	0		0
3	1101	26445	0	0		0
1	1101	26659	0	0		0
3	1101	26873	0	0		0
2	1101	27088	0	0		0
4	1101	27302	0	0		0
3	1101	27516	0	0		0
2	1101	27730	0	0		0
3	1101	27945	0	0		0
1	1101	27945	0	0		0
2	1101	28159	0	0		0
3	1101	28373	0	0		0
1	1101	28373	0	0		0
2	1101	28588	0	0		0
4	1101	28802	0	0		0
2	1101	29016	0	0		0
3	1101	29230	0	0		0
1	1101	29445	0	0		0
3	1101	29659	0	0		0
2	1101	29873	0	0		0
4	1101	30088	0	0		0
3	1101	30302	0	0		0
2	1101	30516	0	0		0
3	1101	30730	0	0		0
1	1101	30945	0	0		0
3	1101	31159	0	0		0
4	1101	31373	0	0		0
2	1101	31373	0	0		0
3	1101	31588	0	0		0
2	1101	31802	0	0		0
4	1101	31802	0	0		0
3	1101	32016	0	0		0
2	1101	32230	0	0		0
3	1101	32445	0	0		0
1	1101	32659	0	0		0
3	1101	32873	0	0		0
2	1101	33088	0	0		0
4	1101	33302	0	0		0
3	1101	33516	0	0		0
2	1101	33730	0	0		0
3	1101	33945	0	0		0
1	1101	34159	0	0		0
3	1101	34373	0	0		0
2	1101	34588	0	0		0
1	1101	34802	0	0		0
3	1101	34802	0	0		0
2	1101	35016	0	0		0
1	1101	35230	0	0		0
3	1101	35230	0	0		0
2	1101	35445	0	0		0
4	1101	35659	0	0		0
2	1101	35873	0	0		0
3	1101	36088	0	0		0
1	1101	36302	0	0		0
3	1101	36516	0	0		0
2	1101	36730	0	0		0
4	1101	36945	0	0		0
3	1101	37159	0	0		0
2	1201	37373	38016	0		0
1	1101	38016	0	0		0
3	1101	38230	0	0	1	0
2	1101	38445	0	0		0
4	1101	38659	0	0		0
3	1101	38873	0	0		0
2	1101	39088	0	0		0
3	1201	39302	39730	0		0
4	1101	39730	0	0		0
2	1101	39945	0	0		0
1	1201	40159	40588	0		0
2	1101	40588	0	0		0
3	1101	40802	0	0		0
4	1101	41016	0	0		0
3	1101	41230	0	0		0
2	1101	41445	0	0		0
1	1101	41659	0	0		0
3	1101	41873	0	0		0
2	1101	42088	0	0		0
3	1101	42302	0	0		0
2	1101	42516	0	0		0
1	1201	42730	43159	0		0
4	1101	43159	0	0		0
2	1101	43373	0	0		0
3	1201	43588	44016	0		0
1	1101	44016	0	0		0
3	1101	44230	0	0		0
2	1101	44445	0	0		0
4	1101	44659	0	0		0
3	1101	44873	0	0		0
2	1101	45088	0	0		0
3	1101	45302	0	0		0
1	1101	45516	0	0		0
3	1101	45730	0	0		0
2	1101	45945	0	0		0
4	1101	46159	0	0		0
3	1201	46373	46802	0		0
1	1101	46802	0	0		0
3	1101	47016	0	0		0
2	1101	47230	0	0		0
4	1101	47445	0	0		0
3	1101	47659	0	0		0
2	1101	47873	0	0		0
1	1201	48088	48516	0		0
3	1101	48516	0	0		0
2	1101	48730	0	0		0
4	1101	48945	0	0		0
2	1101	49159	0	0		0
3	1101	49373	0	0		0
2	1101	49588	0	0		0
1	1101	49802	0	0		0
3	1101	50016	0	0		0
2	1201	50230	50659	0		0
4	1201	50659	51088	0		0
2	1101	51088	0	0		0
3	1101	51302	0	0		0
2	1201	51516	51945	0		0
1	1101	51945	0	0		0
3	1101	52159	0	0		0
2	1101	52373	0	0		0
4	1101	52588	0	0		0
3	1101	52802	0	0		0
2	1101	53016	0	0		0
3	1201	53230	53659	0		0
4	1101	53659	0	0		0
2	1101	53873	0	0		0
1	1101	54088	0	0		0
3	1101	54302	0	0		0
2	1101	54516	0	0		0
4	1101	54730	0	0		0
3	1201	54945	55373	0		0
1	1101	55373	0	0		0
3	1101	55588	0	0		0
2	1101	55802	0	0		0
3	1101	56016	0	0		0
1	1101	56230	0	0		0
3	1101	56445	0	0		0
2	1101	56659	0	0		0
4	1101	56873	0	0		0
3	1201	57088	57516	0		0
2	1201	57516	57945	0		0
1	1101	57945	0	0		0
2	1101	58159	0	0		0
3	1101	58373	0	0		0
1	1101	58588	0	0		0
4	1101	58802	0	0	2	0
2	1101	58802	0	0	2	0
3	1101	59016	0	0		0
4	1101	59230	0	0		0
2	1101	59445	0	0		0
3	1201	59659	60088	0		0
2	1101	60088	0	0		0
1	1101	60302	0	0		0
3	1101	60516	0	0		0
2	1101	60730	0	0		0
4	1101	60945	0	0		0
3	1101	61159	0	0		0
2	1201	61373	62230	0		0
1	1101	62230	0	0		0
3	1101	62445	0	0		0
2	1101	62659	0	0		0
4	1101	62873	0	0		0
3	1101	63088	0	0		0
2	1101	63302	0	0		0
3	1101	63516	0	0		0
1	1101	63730	0	0		0
3	1101	63945	0	0		0
2	1101	64159	0	0		0
3	1101	64373	0	0		0
2	1101	64588	0	0		0
1	1101	64802	0	0		0
4	1101	65016	0	0		0
1	1101	65230	0	0		0
3	1101	65445	0	0		0
2	1101	65659	0	0		0
1	1101	65873	0	0		0
3	1101	66088	0	0		0
2	1101	66302	0	0		0
4	1201	66516	67373	0		0
2	1101	67373	0	0		0
3	1101	67588	0	0		0
2	1101	67802	0	0		0
1	1101	68016	0	0		0
3	1201	68230	69088	0		0
2	1101	69088	0	0		0
3	1101	69302	0	0		0
1	1101	69516	0	0		0
3	1101	69730	0	0		0
2	1101	69945	0	0		0
4	1101	70159	0	0		0
3	1101	70373	0	0		0
2	1101	70588	0	0		0
3	1101	70802	0	0		0
1	1101	71016	0	0		0
3	1101	71230	0	0		0
2	1101	71445	0	0		0
4	1101	71659	0	0		0
3	1101	71873	0	0		0
2	1101	72088	0	0		0
3	1101	72302	0	0		0
2	1101	72516	0	0	3	0
4	1101	72516	0	0	3	0
3	1101	72730	0	0		0
2	1101	72945	0	0		0
3	1101	73159	0	0		0
1	1101	73373	0	0		0
3	1101	73588	0	0		0
2	1101	73802	0	0		0
4	1101	74016	0	0		0
3	1101	74230	0	0		0
2	1101	74445	0	0		0
3	1101	74659	0	0		0
2	1101	74873	0	0		0
4	1101	75088	0	0		0
3	1101	75302	0	0		0
2	1201	75516	75945	0		0
3	1101	75945	0	0		0
1	1101	75945	0	0		0
2	1101	76159	0	0		0
4	1101	76159	0	0		0
3	1101	76373	0	0		0
1	1101	76373	0	0		0
2	1101	76802	0	0		0
4	1101	76802	0	0		0
1	1101	77016	0	0		0
3	1101	77016	0	0		0
2	1101	77230	0	0		0
4	1101	77230	0	0		0
1	1101	77659	0	0		0
2	1101	77873	0	0		0
3	1101	78088	0	0		0
2	1101	78302	0	0		0
4	1101	78516	0	0		0
3	1101	78730	0	0		0
2	1101	78945	0	0		0
3	1101	79159	0	0		0
1	1101	79373	0	0		0
3	1101	79588	0	0		0
2	1101	79802	0	0		0
4	1101	80016	0	0		0
3	1101	80230	0	0		0
2	1101	80445	0	0		0
3	1101	80659	0	0		0
1	1101	80873	0	0		0
3	1101	81088	0	0		0
2	1101	81302	0	0		0
4	1101	81516	0	0		0
3	1101	81730	0	0		0
2	1101	81945	0	0		0
3	1101	82159	0	0		0
1	1101	82373	0	0		0
3	1101	82588	0	0		0
4	1101	82802	0	0		0
2	1101	83016	0	0		0
3	1101	83230	0	0		0
1	1101	83445	0	0		0
3	1101	83659	0	0		0
2	1101	83873	0	0		0
4	1101	84088	0	0		0
2	1101	84302	0	0		0
3	1201	84516	85159	0		0
2	1101	85159	0	0		0
1	1101	85373	0	0		0
3	1101	85588	0	0		0
2	1101	85802	0	0		0
1	1101	86016	0	0		0
4	1201	86230	86873	0		0
2	1101	86873	0	0		0
3	1201	87088	87945	0		0
1	1201	87088	87945	0		0
2	1201	87945	89230	0		0
4	1201	87945	89230	0		0
