音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
2	1201	247	2334	0		0
1	1201	2334	3377	0		0
2	1201	3377	4421	0		0
4	1201	4421	5464	0		0
3	1201	5464	6508	0		0
1	1101	6508	0	0		0
2	1101	7029	0	0		0
4	1101	7551	0	0		0
3	1101	8073	0	0		0
1	1101	8595	0	0		0
2	1101	8856	0	0		0
3	1101	9116	0	0		0
4	1101	9377	0	0		0
3	1101	9638	0	0		0
2	1101	9899	0	0		0
3	1101	10160	0	0		0
1	1101	10421	0	0		0
4	1101	10682	0	0	2	0
2	1101	10682	0	0	2	0
1	1101	10942	0	0		0
3	1101	11203	0	0		0
2	1101	11464	0	0		0
4	1101	11725	0	0		0
1	1101	11986	0	0		0
3	1101	12247	0	0		0
2	1101	12508	0	0		0
4	1101	12769	0	0		0
1	1101	13029	0	0		0
3	1101	13290	0	0		0
2	1101	13551	0	0		0
4	1101	13812	0	0		0
2	1101	14073	0	0		0
3	1101	14334	0	0		0
1	1101	14595	0	0		0
2	1101	14856	0	0		0
4	1101	15116	0	0		0
3	1101	15377	0	0		0
2	1101	15638	0	0		0
3	1101	15899	0	0		0
1	1101	16160	0	0		0
2	1101	16421	0	0		0
3	1101	16682	0	0		0
4	1201	16942	17464	0		0
1	1101	17464	0	0		0
2	1101	17725	0	0		0
4	1201	17986	18508	0		0
3	1201	18508	19029	0		0
1	1101	19029	0	0	3	0
3	1101	19290	0	0		0
2	1101	19551	0	0		0
4	1101	19812	0	0		0
1	1101	20073	0	0		0
3	1101	20334	0	0		0
2	1101	20595	0	0		0
4	1101	20856	0	0		0
2	1101	21116	0	0		0
3	1101	21377	0	0		0
1	1101	21638	0	0		0
2	1101	21899	0	0		0
3	1101	22160	0	0		0
4	1101	22421	0	0		0
3	1101	22682	0	0		0
2	1101	22942	0	0		0
3	1101	23203	0	0		0
1	1101	23464	0	0		0
3	1101	23725	0	0		0
2	1101	23986	0	0		0
4	1101	24247	0	0		0
3	1101	24508	0	0		0
2	1101	24769	0	0		0
3	1101	25029	0	0		0
4	1201	25290	26334	0		0
2	1201	26334	26856	0		0
3	1201	26856	27377	0		0
1	1101	27377	0	0	1	0
3	1101	27638	0	0		0
2	1101	27899	0	0		0
4	1101	28160	0	0		0
1	1101	28421	0	0		0
2	1101	28682	0	0		0
3	1101	28942	0	0		0
4	1101	29203	0	0		0
3	1101	29464	0	0		0
2	1101	29725	0	0		0
3	1101	29986	0	0		0
1	1101	30247	0	0		0
3	1101	30508	0	0		0
4	1101	30769	0	0		0
3	1101	31029	0	0		0
2	1101	31290	0	0		0
3	1101	31551	0	0		0
1	1101	31812	0	0		0
2	1101	32073	0	0		0
4	1101	32334	0	0		0
3	1101	32595	0	0		0
2	1101	32856	0	0		0
1	1101	33116	0	0		0
2	1101	33377	0	0		0
3	1201	33638	34682	0		0
2	1201	34682	35203	0		0
3	1201	35203	35725	0		0
1	1101	35725	0	0	2	0
4	1101	35986	0	0		0
2	1101	36247	0	0		0
3	1101	36508	0	0		0
1	1101	36769	0	0		0
3	1101	37029	0	0		0
2	1101	37290	0	0		0
4	1101	37551	0	0		0
2	1101	37812	0	0		0
3	1101	38073	0	0		0
1	1101	38334	0	0		0
2	1101	38595	0	0		0
3	1101	38856	0	0		0
4	1101	39116	0	0		0
3	1101	39377	0	0		0
2	1101	39638	0	0		0
3	1101	39899	0	0		0
1	1101	40160	0	0		0
3	1101	40421	0	0		0
2	1101	40682	0	0		0
4	1101	40942	0	0		0
2	1101	41203	0	0		0
3	1101	41464	0	0		0
1	1101	41725	0	0		0
2	1201	41986	43029	0		0
4	1201	43029	43551	0		0
3	1201	43551	44073	0		0
2	1101	44073	0	0	3	0
3	1101	44334	0	0		0
2	1101	44595	0	0		0
3	1101	44856	0	0		0
1	1101	45116	0	0		0
2	1101	45377	0	0		0
3	1101	45638	0	0		0
4	1101	45899	0	0		0
3	1101	46160	0	0		0
2	1101	46421	0	0		0
1	1101	46682	0	0		0
4	1101	46942	0	0		0
1	1101	47203	0	0		0
4	1101	47464	0	0		0
2	1101	47725	0	0		0
3	1101	47986	0	0		0
1	1101	48247	0	0		0
4	1101	48508	0	0		0
2	1101	48769	0	0		0
3	1101	49029	0	0		0
1	1101	49290	0	0		0
2	1101	49551	0	0		0
3	1101	49812	0	0		0
4	1101	50073	0	0		0
3	1201	50334	51377	0		0
1	1201	51377	51899	0		0
3	1201	51899	52421	0		0
2	1101	52421	0	0	1	0
3	1101	52682	0	0		0
1	1101	52942	0	0		0
4	1101	53203	0	0		0
2	1101	53464	0	0		0
3	1101	53725	0	0		0
1	1101	53986	0	0		0
2	1101	54247	0	0		0
4	1101	54508	0	0		0
3	1101	54769	0	0		0
2	1101	55029	0	0		0
3	1101	55290	0	0		0
1	1101	55551	0	0		0
3	1101	55812	0	0		0
4	1101	56073	0	0		0
3	1101	56334	0	0		0
2	1101	56595	0	0		0
3	1101	56856	0	0		0
1	1101	57116	0	0		0
2	1101	57377	0	0		0
3	1101	57638	0	0		0
4	1101	57899	0	0		0
3	1101	58160	0	0		0
2	1101	58421	0	0		0
1	1201	58682	59725	0		0
3	1201	59725	60247	0		0
4	1201	60247	60769	0		0
2	1101	60769	0	0	2	0
3	1101	61029	0	0		0
1	1101	61290	0	0		0
3	1101	61551	0	0		0
2	1101	61812	0	0		0
4	1101	62073	0	0		0
2	1101	62334	0	0		0
3	1101	62595	0	0		0
1	1101	62856	0	0		0
3	1101	63116	0	0		0
2	1101	63377	0	0		0
4	1101	63638	0	0		0
3	1101	63899	0	0		0
2	1101	64160	0	0		0
3	1101	64421	0	0		0
1	1101	64682	0	0		0
2	1101	64942	0	0		0
3	1101	65203	0	0		0
4	1101	65464	0	0		0
3	1101	65725	0	0		0
2	1101	65986	0	0		0
3	1101	66247	0	0		0
1	1101	66508	0	0		0
3	1101	66769	0	0		0
2	1101	67029	0	0		0
