音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
3	1201	48	1290	0		0
2	1101	1290	0	0		0
4	1101	1290	0	0		0
3	1101	1711	0	0		0
2	1101	2133	0	0		0
4	1101	2556	0	0		0
3	1101	2767	0	0		0
2	1201	2978	3823	0		0
3	1201	3823	4668	0		0
2	1101	4668	0	0		0
4	1101	4668	0	0		0
3	1101	4880	0	0		0
4	1101	5091	0	0		0
2	1101	5302	0	0		0
1	1101	5513	0	0		0
2	1101	5725	0	0		0
3	1101	5936	0	0		0
2	1101	6147	0	0		0
1	1101	6358	0	0		0
3	1101	6781	0	0		0
1	1101	7203	0	0		0
3	1101	7626	0	0		0
2	1101	8049	0	0		0
4	1101	8049	0	0		0
3	1101	8471	0	0		0
1	1101	8682	0	0		0
2	1101	8894	0	0		0
1	1101	9316	0	0		0
3	1101	9316	0	0		0
2	1101	9527	0	0		0
3	1101	9739	0	0		0
1	1101	9950	0	0		0
2	1101	10161	0	0		0
3	1201	10372	11429	0		0
2	1101	11429	0	0		0
4	1101	11429	0	0		0
3	1201	11851	12696	0		0
1	1101	12696	0	0		0
2	1201	13119	14387	0		0
4	1201	13119	14387	0		0
1	1101	14387	0	0	2	0
2	1101	14598	0	0		0
3	1101	14809	0	0		0
4	1101	15232	0	0		0
2	1101	15232	0	0		0
3	1101	15443	0	0		0
2	1101	15654	0	0		0
1	1101	16077	0	0		0
2	1101	16288	0	0		0
3	1101	16499	0	0		0
4	1101	16922	0	0		0
2	1101	16922	0	0		0
3	1101	17133	0	0		0
1	1101	17344	0	0		0
3	1101	17767	0	0		0
2	1101	17978	0	0		0
1	1101	18189	0	0		0
3	1101	18189	0	0		0
2	1101	18612	0	0		0
3	1101	18823	0	0		0
4	1101	19034	0	0		0
2	1101	19034	0	0		0
3	1101	19457	0	0		0
2	1101	19668	0	0		0
4	1101	19880	0	0		0
3	1101	20091	0	0		0
2	1101	20302	0	0		0
3	1101	20513	0	0		0
4	1201	20725	21570	0		0
1	1101	21570	0	0		0
2	1101	21992	0	0		0
4	1101	21992	0	0		0
3	1201	22415	23260	0		0
4	1101	23260	0	0		0
3	1101	23682	0	0		0
1	1101	23682	0	0		0
2	1201	24105	24950	0		0
1	1101	24950	0	0		0
4	1101	25372	0	0		0
2	1101	25372	0	0		0
1	1201	25795	26640	0		0
4	1101	26640	0	0		0
1	1101	27063	0	0		0
3	1101	27063	0	0		0
4	1201	27485	28330	0		0
2	1201	28330	29175	0	3	0
1	1101	29175	0	0		0
3	1101	29175	0	0		0
2	1101	29598	0	0		0
3	1201	30020	30865	0		0
4	1101	30865	0	0		0
2	1101	30865	0	0		0
3	1101	31288	0	0		0
2	1101	31711	0	0		0
4	1101	31711	0	0		0
3	1101	32133	0	0		0
2	1201	32556	33401	0		0
1	1101	33401	0	0		0
3	1101	33401	0	0		0
2	1101	33823	0	0		0
3	1201	34246	35091	0		0
2	1101	35091	0	0		0
4	1101	35091	0	0		0
1	1101	35302	0	0		0
3	1101	35513	0	0		0
2	1101	35725	0	0		0
4	1101	35936	0	0		0
3	1101	36147	0	0		0
2	1101	36358	0	0		0
3	1101	36570	0	0		0
4	1101	36781	0	0		0
1	1101	36992	0	0		0
4	1101	37203	0	0		0
1	1101	37415	0	0		0
4	1101	37626	0	0		0
1	1101	37837	0	0		0
4	1101	38049	0	0		0
2	1101	38260	0	0		0
1	1101	38471	0	0		0
3	1101	38471	0	0		0
2	1101	38894	0	0		0
3	1101	39316	0	0		0
4	1101	39739	0	0		0
2	1101	39739	0	0		0
3	1101	40161	0	0		0
2	1101	40584	0	0		0
3	1101	41006	0	0		0
2	1101	41429	0	0		0
1	1201	41851	43541	0	1	0
3	1201	41851	43541	0	1	0
2	1201	43541	44387	0		0
4	1101	44387	0	0		0
3	1101	44809	0	0		0
2	1201	45232	46077	0		0
1	1201	46077	46922	0		0
4	1101	46922	0	0		0
3	1101	47344	0	0		0
2	1101	47767	0	0		0
1	1101	48189	0	0		0
2	1101	48612	0	0		0
4	1101	48612	0	0		0
3	1101	49034	0	0		0
2	1101	49457	0	0		0
4	1101	49457	0	0		0
3	1101	49880	0	0		0
2	1201	50302	50936	0		0
3	1101	50936	0	0		0
4	1101	51358	0	0		0
3	1101	51781	0	0		0
1	1101	52203	0	0		0
2	1101	52626	0	0		0
1	1101	53049	0	0		0
4	1101	53471	0	0		0
3	1101	53894	0	0		0
4	1101	54316	0	0		0
3	1201	54739	55372	0		0
2	1101	55372	0	0	2	0
4	1101	55372	0	0	2	0
3	1101	55795	0	0		0
4	1101	56218	0	0		0
2	1101	56218	0	0		0
3	1101	56640	0	0		0
4	1101	56851	0	0		0
2	1101	57063	0	0		0
4	1101	57274	0	0		0
3	1101	57485	0	0		0
2	1201	57908	58753	0		0
1	1101	58753	0	0		0
3	1101	58753	0	0		0
2	1101	59175	0	0		0
3	1201	59598	60601	0		0
2	1201	60601	61288	0		0
3	1101	61288	0	0		0
1	1101	61288	0	0		0
2	1101	61499	0	0		0
1	1101	61711	0	0		0
3	1101	61922	0	0		0
4	1201	62133	62978	0		0
1	1201	62978	63823	0		0
2	1101	63823	0	0		0
4	1101	63823	0	0		0
3	1101	64034	0	0		0
1	1101	64246	0	0		0
2	1101	64668	0	0		0
4	1101	64668	0	0		0
1	1101	64880	0	0		0
3	1101	65091	0	0		0
4	1101	65302	0	0		0
2	1201	65513	66358	0		0
4	1201	66358	67203	0		0
1	1201	67203	68049	0		0
4	1101	68049	0	0		0
2	1101	68471	0	0		0
4	1101	68894	0	0		0
3	1101	69316	0	0		0
1	1101	69316	0	0		0
2	1101	69527	0	0		0
1	1101	69739	0	0		0
2	1101	70161	0	0		0
3	1101	70372	0	0		0
2	1101	70584	0	0		0
4	1101	70584	0	0		0
1	1101	70795	0	0		0
3	1101	71006	0	0		0
1	1201	71218	72274	0		0
2	1101	72274	0	0		0
4	1101	72274	0	0		0
3	1101	72696	0	0		0
4	1101	72908	0	0		0
2	1101	73119	0	0		0
4	1101	73330	0	0		0
1	1101	73541	0	0		0
3	1101	73541	0	0		0
2	1101	73964	0	0		0
4	1101	74387	0	0		0
2	1101	74809	0	0		0
3	1101	75020	0	0		0
4	1101	75232	0	0		0
2	1201	75654	76499	0		0
4	1201	76499	77344	0		0
1	1101	77344	0	0		0
2	1101	77556	0	0		0
3	1101	77767	0	0		0
4	1101	77978	0	0		0
1	1201	78189	79034	0		0
4	1101	79034	0	0		0
2	1101	79034	0	0		0
3	1101	79457	0	0		0
4	1101	79880	0	0		0
2	1101	79880	0	0		0
1	1101	80091	0	0		0
3	1101	80302	0	0		0
2	1201	80725	81570	0		0
3	1101	81570	0	0		0
4	1101	81992	0	0		0
2	1101	81992	0	0		0
3	1101	82415	0	0		0
2	1101	82837	0	0		0
4	1101	82837	0	0		0
3	1101	83260	0	0		0
