音轨（1 2 3 4）	音乐块ID	开始时间	结束时间	音效	背景	背景切换方式
Line	Id	StartTime	EndTime	SoundEffects	Background	ChangeForm
1	1101	119	0	0		0
3	1101	334	0	0		0
2	1201	575	1030	0		0
3	1101	1030	0	0		0
1	1101	1271	0	0		0
3	1101	1512	0	0		0
1	1101	1914	0	0		0
2	1101	2155	0	0		0
1	1101	2369	0	0		0
3	1101	2584	0	0		0
4	1101	2825	0	0		0
1	1101	3039	0	0		0
3	1201	3226	3655	0		0
2	1101	3655	0	0		0
4	1101	3896	0	0		0
3	1201	4137	4539	0		0
1	1101	4539	0	0		0
2	1101	4753	0	0		0
1	1101	4968	0	0		0
2	1101	5209	0	0		0
4	1101	5423	0	0		0
3	1101	5610	0	0		0
2	1101	5851	0	0		0
4	1101	5851	0	0		0
1	1101	6066	0	0		0
3	1101	6253	0	0		0
4	1101	6494	0	0		0
2	1201	6682	7164	0		0
3	1101	7164	0	0	2	0
4	1101	7378	0	0		0
3	1201	7593	8021	0		0
2	1101	8021	0	0		0
1	1101	8262	0	0		0
2	1101	8503	0	0		0
3	1101	8878	0	0		0
2	1101	9119	0	0		0
3	1101	9334	0	0		0
1	1101	9548	0	0		0
2	1101	9789	0	0		0
4	1101	10003	0	0		0
2	1101	10218	0	0		0
3	1101	10432	0	0		0
1	1101	10646	0	0		0
2	1101	10860	0	0		0
1	1201	11101	11530	0		0
3	1101	11530	0	0		0
4	1101	11744	0	0		0
3	1201	11959	12387	0		0
2	1101	12387	0	0		0
3	1101	12601	0	0		0
2	1101	12816	0	0		0
1	1101	13030	0	0		0
3	1101	13030	0	0		0
2	1101	13244	0	0		0
3	1101	13459	0	0		0
4	1201	13646	14101	0		0
2	1101	14101	0	0	3	0
3	1101	14316	0	0		0
2	1201	14530	14985	0		0
1	1101	14985	0	0		0
2	1101	15200	0	0		0
3	1101	15441	0	0		0
2	1101	15655	0	0		0
4	1101	15843	0	0		0
3	1101	16057	0	0		0
1	1101	16271	0	0		0
4	1101	16459	0	0		0
2	1101	16673	0	0		0
1	1101	16887	0	0		0
3	1201	17101	17584	0		0
2	1101	17584	0	0		0
3	1101	17798	0	0		0
4	1201	18012	18468	0		0
1	1101	18468	0	0		0
2	1101	18655	0	0		0
3	1101	18869	0	0		0
1	1101	18869	0	0		0
2	1101	19084	0	0		0
3	1201	19298	19753	0		0
4	1201	19753	20155	0		0
3	1201	20155	20584	0		0
2	1201	20584	21039	0		0
1	1101	21039	0	0		0
2	1101	21280	0	0		0
3	1201	21494	21923	0		0
2	1101	21923	0	0		0
3	1101	22137	0	0		0
4	1201	22351	22753	0		0
3	1201	22753	23209	0		0
2	1101	23209	0	0		0
4	1101	23423	0	0		0
1	1101	23664	0	0		0
2	1101	23878	0	0		0
1	1201	24066	24494	0		0
3	1101	24494	0	0		0
2	1101	24709	0	0		0
3	1201	24923	25378	0		0
4	1101	25378	0	0		0
2	1101	25593	0	0		0
3	1201	25834	26262	0		0
2	1201	26262	26664	0		0
1	1101	26664	0	0		0
3	1101	26851	0	0		0
2	1101	27066	0	0		0
3	1101	27280	0	0		0
2	1101	27494	0	0		0
